e-persona-you,e-persona-human,e-chain-of-thought,baseline,e-chat-history,e-implcit-target
"{'closeness': 0.003435517970401647, 'similarity_metrics': 0.45671275, 'contradiction': 0.7182626724243164, 'evidence_accuracy': 0.5789473684210527, 'evidence_precision': 0.5803680981595092, 'evidence_recall': 0.9957894736842106, 'evidence_f1': 0.7333333333333333, 'crest_accuracy': 0.6131805157593123, 'crest_precision': 0.6138328530259366, 'crest_recall': 0.9953271028037384, 'crest_f1': 0.7593582887700535}","{'closeness': 0.003435517970401647, 'similarity_metrics': 0.45671275, 'contradiction': 0.7182626724243164, 'evidence_accuracy': 0.5789473684210527, 'evidence_precision': 0.5803680981595092, 'evidence_recall': 0.9957894736842106, 'evidence_f1': 0.7333333333333333, 'crest_accuracy': 0.6131805157593123, 'crest_precision': 0.6138328530259366, 'crest_recall': 0.9953271028037384, 'crest_f1': 0.7593582887700535}","{'closeness': 0.9632663847780127, 'similarity_metrics': 0.9984356, 'contradiction': 0.585548996925354, 'evidence_accuracy': 0.43451652386780903, 'evidence_precision': 0.5189504373177842, 'evidence_recall': 0.37473684210526315, 'evidence_f1': 0.43520782396088015, 'crest_accuracy': 0.45272206303724927, 'crest_precision': 0.5789473684210527, 'crest_recall': 0.40930232558139534, 'crest_f1': 0.47956403269754766}","{'closeness': 0.04386892177589852, 'similarity_metrics': 0.6937015, 'contradiction': 0.23675550520420074, 'evidence_accuracy': 0.5471236230110159, 'evidence_precision': 0.5668789808917197, 'evidence_recall': 0.9368421052631579, 'evidence_f1': 0.7063492063492065, 'crest_accuracy': 0.6189111747851003, 'crest_precision': 0.6194690265486725, 'crest_recall': 0.9813084112149533, 'crest_f1': 0.759493670886076}","{'closeness': 0.955338266384778, 'similarity_metrics': 0.90770555, 'contradiction': 0.18245632946491241, 'evidence_accuracy': 0.44920440636474906, 'evidence_precision': 0.5352112676056338, 'evidence_recall': 0.4, 'evidence_f1': 0.4578313253012048, 'crest_accuracy': 0.47564469914040114, 'crest_precision': 0.5987654320987654, 'crest_recall': 0.4511627906976744, 'crest_f1': 0.5145888594164456}","{'closeness': 0.003435517970401647, 'similarity_metrics': 0.45671275, 'contradiction': 0.6486055850982666, 'evidence_accuracy': 0.576499388004896, 'evidence_precision': 0.5793357933579336, 'evidence_recall': 0.991578947368421, 'evidence_f1': 0.7313664596273293, 'crest_accuracy': 0.6074498567335244, 'crest_precision': 0.6115942028985507, 'crest_recall': 0.985981308411215, 'crest_f1': 0.7549194991055458}"
"{'closeness': 0.7590152565880721, 'similarity_metrics': 0.9035984, 'contradiction': 0.3033532500267029, 'evidence_accuracy': 0.5365448504983389, 'evidence_precision': 0.6027397260273972, 'evidence_recall': 0.284789644012945, 'evidence_f1': 0.3868131868131868, 'crest_accuracy': 0.575197889182058, 'crest_precision': 0.6891891891891891, 'crest_recall': 0.4700460829493088, 'crest_f1': 0.558904109589041}","{'closeness': 0.9518030513176144, 'similarity_metrics': 0.9900662, 'contradiction': 0.8303222060203552, 'evidence_accuracy': 0.4883720930232558, 'evidence_precision': 0.5022421524663677, 'evidence_recall': 0.36245954692556637, 'evidence_f1': 0.4210526315789474, 'crest_accuracy': 0.5065963060686016, 'crest_precision': 0.6102941176470589, 'crest_recall': 0.3824884792626728, 'crest_f1': 0.4702549575070822}","{'closeness': 0.9993065187239945, 'similarity_metrics': 0.9982414, 'contradiction': 0.8139482140541077, 'evidence_accuracy': 0.4900332225913621, 'evidence_precision': 1.0, 'evidence_recall': 0.006472491909385114, 'evidence_f1': 0.012861736334405146, 'crest_accuracy': 0.43535620052770446, 'crest_precision': 1.0, 'crest_recall': 0.013824884792626729, 'crest_f1': 0.02727272727272727}","{'closeness': 0.9549237170596394, 'similarity_metrics': 0.9978909, 'contradiction': 0.8319250345230103, 'evidence_accuracy': 0.49667774086378735, 'evidence_precision': 0.5131578947368421, 'evidence_recall': 0.3786407766990291, 'evidence_f1': 0.4357541899441341, 'crest_accuracy': 0.49340369393139843, 'crest_precision': 0.5886524822695035, 'crest_recall': 0.3824884792626728, 'crest_f1': 0.4636871508379888}","{'closeness': 0.9299583911234397, 'similarity_metrics': 0.9874349, 'contradiction': 0.9084122180938721, 'evidence_accuracy': 0.5564784053156147, 'evidence_precision': 0.9565217391304348, 'evidence_recall': 0.1423948220064725, 'evidence_f1': 0.24788732394366197, 'crest_accuracy': 0.44591029023746703, 'crest_precision': 1.0, 'crest_recall': 0.03225806451612903, 'crest_f1': 0.0625}","{'closeness': 0.9542302357836339, 'similarity_metrics': 0.9938525, 'contradiction': 0.7583703994750977, 'evidence_accuracy': 0.49335548172757476, 'evidence_precision': 0.5088495575221239, 'evidence_recall': 0.37216828478964403, 'evidence_f1': 0.42990654205607476, 'crest_accuracy': 0.49604221635883905, 'crest_precision': 0.5915492957746479, 'crest_recall': 0.3870967741935484, 'crest_f1': 0.467966573816156}"
"{'closeness': 0.9236037934668072, 'similarity_metrics': 0.992285, 'contradiction': 0.9591315984725952, 'evidence_accuracy': 0.375, 'evidence_precision': 0.6605504587155964, 'evidence_recall': 0.2571428571428571, 'evidence_f1': 0.37017994858611825, 'crest_accuracy': 0.521978021978022, 'crest_precision': 0.7010309278350515, 'crest_recall': 0.3192488262910798, 'crest_f1': 0.4387096774193549}","{'closeness': 0.9236037934668072, 'similarity_metrics': 0.992285, 'contradiction': 0.9591315984725952, 'evidence_accuracy': 0.375, 'evidence_precision': 0.6605504587155964, 'evidence_recall': 0.2571428571428571, 'evidence_f1': 0.37017994858611825, 'crest_accuracy': 0.521978021978022, 'crest_precision': 0.7010309278350515, 'crest_recall': 0.3192488262910798, 'crest_f1': 0.4387096774193549}","{'closeness': 0.9020021074815595, 'similarity_metrics': 0.98666286, 'contradiction': 0.9902856945991516, 'evidence_accuracy': 0.3852040816326531, 'evidence_precision': 0.975609756097561, 'evidence_recall': 0.14285714285714285, 'evidence_f1': 0.24922118380062305, 'crest_accuracy': 0.46703296703296704, 'crest_precision': 0.9130434782608695, 'crest_recall': 0.09859154929577464, 'crest_f1': 0.17796610169491522}","{'closeness': 0.9236037934668072, 'similarity_metrics': 0.992285, 'contradiction': 0.9591315984725952, 'evidence_accuracy': 0.375, 'evidence_precision': 0.6605504587155964, 'evidence_recall': 0.2571428571428571, 'evidence_f1': 0.37017994858611825, 'crest_accuracy': 0.521978021978022, 'crest_precision': 0.7010309278350515, 'crest_recall': 0.3192488262910798, 'crest_f1': 0.4387096774193549}","{'closeness': 0.8856691253951527, 'similarity_metrics': 0.98603845, 'contradiction': 0.995876133441925, 'evidence_accuracy': 0.3852040816326531, 'evidence_precision': 0.9333333333333333, 'evidence_recall': 0.15, 'evidence_f1': 0.25846153846153846, 'crest_accuracy': 0.489010989010989, 'crest_precision': 0.9333333333333333, 'crest_recall': 0.1320754716981132, 'crest_f1': 0.23140495867768596}","{'closeness': 0.9795329309892417, 'similarity_metrics': 0.98475695, 'contradiction': 0.9900998473167419, 'evidence_accuracy': 0.3022959183673469, 'evidence_precision': 0.8823529411764706, 'evidence_recall': 0.026785714285714284, 'evidence_f1': 0.05199306759098787, 'crest_accuracy': 0.44505494505494503, 'crest_precision': 0.8125, 'crest_recall': 0.06132075471698113, 'crest_f1': 0.11403508771929824}"
"{'closeness': 0.9834761321909424, 'similarity_metrics': 0.9438151, 'contradiction': 0.17200346291065216, 'evidence_accuracy': 0.4649122807017544, 'evidence_precision': 0.75, 'evidence_recall': 0.03208556149732621, 'evidence_f1': 0.06153846153846154, 'crest_accuracy': 0.40058479532163743, 'crest_precision': 0.625, 'crest_recall': 0.024154589371980676, 'crest_f1': 0.046511627906976744}","{'closeness': 0.9780888618381011, 'similarity_metrics': 0.9132594, 'contradiction': 0.318869411945343, 'evidence_accuracy': 0.4649122807017544, 'evidence_precision': 0.75, 'evidence_recall': 0.03208556149732621, 'evidence_f1': 0.06153846153846154, 'crest_accuracy': 0.39473684210526316, 'crest_precision': 0.5, 'crest_recall': 0.01932367149758454, 'crest_f1': 0.037209302325581395}","{'closeness': 0.9956976029502151, 'similarity_metrics': 0.99939173, 'contradiction': 0.1270138919353485, 'evidence_accuracy': 0.4590643274853801, 'evidence_precision': 1.0, 'evidence_recall': 0.0106951871657754, 'evidence_f1': 0.021164021164021163, 'crest_accuracy': 0.40058479532163743, 'crest_precision': 1.0, 'crest_recall': 0.00966183574879227, 'crest_f1': 0.019138755980861243}","{'closeness': 0.9834761321909424, 'similarity_metrics': 0.9438151, 'contradiction': 0.17200346291065216, 'evidence_accuracy': 0.4649122807017544, 'evidence_precision': 0.75, 'evidence_recall': 0.03208556149732621, 'evidence_f1': 0.06153846153846154, 'crest_accuracy': 0.40058479532163743, 'crest_precision': 0.625, 'crest_recall': 0.024154589371980676, 'crest_f1': 0.046511627906976744}","{'closeness': 0.9570288520564764, 'similarity_metrics': 0.9557349, 'contradiction': 0.07093863189220428, 'evidence_accuracy': 0.4853801169590643, 'evidence_precision': 0.8666666666666667, 'evidence_recall': 0.06951871657754011, 'evidence_f1': 0.1287128712871287, 'crest_accuracy': 0.4327485380116959, 'crest_precision': 0.9333333333333333, 'crest_recall': 0.06763285024154589, 'crest_f1': 0.12612612612612611}","{'closeness': 0.9594345421020283, 'similarity_metrics': 0.87334895, 'contradiction': 0.11610850691795349, 'evidence_accuracy': 0.40058479532163743, 'evidence_precision': 0.40425531914893614, 'evidence_recall': 0.20320855614973263, 'evidence_f1': 0.2704626334519573, 'crest_accuracy': 0.4649122807017544, 'crest_precision': 0.6276595744680851, 'crest_recall': 0.28502415458937197, 'crest_f1': 0.3920265780730897}"
"{'closeness': 0.9254866180048662, 'similarity_metrics': 0.97512144, 'contradiction': 0.9868476986885071, 'evidence_accuracy': 0.19599427753934193, 'evidence_precision': 0.9615384615384616, 'evidence_recall': 0.08196721311475409, 'evidence_f1': 0.1510574018126888, 'crest_accuracy': 0.49171270718232046, 'crest_precision': 0.75, 'crest_recall': 0.14705882352941177, 'crest_f1': 0.2459016393442623}","{'closeness': 0.9163116250760803, 'similarity_metrics': 0.9619125, 'contradiction': 0.986208438873291, 'evidence_accuracy': 0.20457796852646637, 'evidence_precision': 0.95, 'evidence_recall': 0.09344262295081968, 'evidence_f1': 0.1701492537313433, 'crest_accuracy': 0.4972375690607735, 'crest_precision': 0.7291666666666666, 'crest_recall': 0.1715686274509804, 'crest_f1': 0.2777777777777778}","{'closeness': 0.9248305606900801, 'similarity_metrics': 0.9682001, 'contradiction': 0.9916602969169617, 'evidence_accuracy': 0.2017167381974249, 'evidence_precision': 0.9814814814814815, 'evidence_recall': 0.08688524590163935, 'evidence_f1': 0.15963855421686748, 'crest_accuracy': 0.5220994475138122, 'crest_precision': 0.8604651162790697, 'crest_recall': 0.18137254901960784, 'crest_f1': 0.29959514170040485}","{'closeness': 0.9163116250760803, 'similarity_metrics': 0.9619125, 'contradiction': 0.986208438873291, 'evidence_accuracy': 0.20457796852646637, 'evidence_precision': 0.95, 'evidence_recall': 0.09344262295081968, 'evidence_f1': 0.1701492537313433, 'crest_accuracy': 0.4972375690607735, 'crest_precision': 0.7291666666666666, 'crest_recall': 0.1715686274509804, 'crest_f1': 0.2777777777777778}","{'closeness': 0.9057750759878419, 'similarity_metrics': 0.96143675, 'contradiction': 0.9892271757125854, 'evidence_accuracy': 0.2145922746781116, 'evidence_precision': 0.9692307692307692, 'evidence_recall': 0.10327868852459017, 'evidence_f1': 0.1866666666666667, 'crest_accuracy': 0.5303867403314917, 'crest_precision': 0.7931034482758621, 'crest_recall': 0.22549019607843138, 'crest_f1': 0.3511450381679389}","{'closeness': 0.6912172573189522, 'similarity_metrics': 0.95377344, 'contradiction': 0.9851632714271545, 'evidence_accuracy': 0.3948497854077253, 'evidence_precision': 0.9118942731277533, 'evidence_recall': 0.33934426229508197, 'evidence_f1': 0.4946236559139785, 'crest_accuracy': 0.505524861878453, 'crest_precision': 0.7450980392156863, 'crest_recall': 0.18627450980392157, 'crest_f1': 0.2980392156862745}"
"{'closeness': 0.8649339582445675, 'similarity_metrics': 0.962322, 'contradiction': 0.6556243896484375, 'evidence_accuracy': 0.4537725823591923, 'evidence_precision': 0.5148514851485149, 'evidence_recall': 0.39543726235741444, 'evidence_f1': 0.4473118279569892, 'crest_accuracy': 0.5691056910569106, 'crest_precision': 0.6702702702702703, 'crest_recall': 0.5585585585585585, 'crest_f1': 0.6093366093366094}","{'closeness': 0.03025138474648492, 'similarity_metrics': 0.36174667, 'contradiction': 0.4338366389274597, 'evidence_accuracy': 0.5791710945802337, 'evidence_precision': 0.5704989154013015, 'evidence_recall': 1.0, 'evidence_f1': 0.7265193370165746, 'crest_accuracy': 0.5880758807588076, 'crest_precision': 0.6, 'crest_recall': 0.9459459459459459, 'crest_f1': 0.7342657342657343}","{'closeness': 0.9776310183212612, 'similarity_metrics': 0.9839194, 'contradiction': 0.9864580035209656, 'evidence_accuracy': 0.45908607863974493, 'evidence_precision': 0.8148148148148148, 'evidence_recall': 0.04182509505703422, 'evidence_f1': 0.07956600361663652, 'crest_accuracy': 0.43089430894308944, 'crest_precision': 0.8333333333333334, 'crest_recall': 0.06756756756756757, 'crest_f1': 0.12500000000000003}","{'closeness': 0.9226672347677887, 'similarity_metrics': 0.89889437, 'contradiction': 0.05540483444929123, 'evidence_accuracy': 0.45908607863974493, 'evidence_precision': 0.5249266862170088, 'evidence_recall': 0.3403041825095057, 'evidence_f1': 0.4129181084198386, 'crest_accuracy': 0.5609756097560976, 'crest_precision': 0.7, 'crest_recall': 0.47297297297297297, 'crest_f1': 0.5645161290322581}","{'closeness': 0.9309757136770345, 'similarity_metrics': 0.99136865, 'contradiction': 0.8818475008010864, 'evidence_accuracy': 0.43358129649309246, 'evidence_precision': 0.4891640866873065, 'evidence_recall': 0.30038022813688214, 'evidence_f1': 0.37220259128386335, 'crest_accuracy': 0.4905149051490515, 'crest_precision': 0.6491228070175439, 'crest_recall': 0.3333333333333333, 'crest_f1': 0.44047619047619047}","{'closeness': 0.8855986365573072, 'similarity_metrics': 0.96268594, 'contradiction': 0.07416125386953354, 'evidence_accuracy': 0.4410201912858661, 'evidence_precision': 0.5, 'evidence_recall': 0.3745247148288973, 'evidence_f1': 0.4282608695652174, 'crest_accuracy': 0.5663956639566395, 'crest_precision': 0.6684782608695652, 'crest_recall': 0.5540540540540541, 'crest_f1': 0.605911330049261}"
"{'closeness': 0.585441753483967, 'similarity_metrics': 0.9975424, 'contradiction': 0.01020260713994503, 'evidence_accuracy': 0.5986005089058524, 'evidence_precision': 0.3758300132802125, 'evidence_recall': 0.6373873873873874, 'evidence_f1': 0.47284878863826224, 'crest_accuracy': 0.42216358839050133, 'crest_precision': 0.8, 'crest_recall': 0.018018018018018018, 'crest_f1': 0.035242290748898675}","{'closeness': 0.5843593559734812, 'similarity_metrics': 0.9975424, 'contradiction': 0.010813328437507153, 'evidence_accuracy': 0.655852417302799, 'evidence_precision': 0.4252696456086287, 'evidence_recall': 0.6216216216216216, 'evidence_f1': 0.505032021957914, 'crest_accuracy': 0.41688654353562005, 'crest_precision': 0.5, 'crest_recall': 0.004524886877828055, 'crest_f1': 0.008968609865470854}","{'closeness': 0.5938303341902313, 'similarity_metrics': 0.9125316, 'contradiction': 0.03572458773851395, 'evidence_accuracy': 0.47837150127226463, 'evidence_precision': 0.3053830227743271, 'evidence_recall': 0.6644144144144144, 'evidence_f1': 0.41843971631205673, 'crest_accuracy': 0.45910290237467016, 'crest_precision': 0.562962962962963, 'crest_recall': 0.34234234234234234, 'crest_f1': 0.42577030812324934}","{'closeness': 0.583547557840617, 'similarity_metrics': 0.9975424, 'contradiction': 0.010813328437507153, 'evidence_accuracy': 0.655852417302799, 'evidence_precision': 0.4252696456086287, 'evidence_recall': 0.6216216216216216, 'evidence_f1': 0.505032021957914, 'crest_accuracy': 0.41688654353562005, 'crest_precision': 0.5, 'crest_recall': 0.004524886877828055, 'crest_f1': 0.008968609865470854}","{'closeness': 0.5846299553511027, 'similarity_metrics': 0.9975424, 'contradiction': 0.010813328437507153, 'evidence_accuracy': 0.6564885496183206, 'evidence_precision': 0.42592592592592593, 'evidence_recall': 0.6216216216216216, 'evidence_f1': 0.5054945054945055, 'crest_accuracy': 0.41688654353562005, 'crest_precision': 0.5, 'crest_recall': 0.004524886877828055, 'crest_f1': 0.008968609865470854}","{'closeness': 0.5943715329454742, 'similarity_metrics': 0.9958768, 'contradiction': 0.9471245408058167, 'evidence_accuracy': 0.5413486005089059, 'evidence_precision': 0.336866902237927, 'evidence_recall': 0.6441441441441441, 'evidence_f1': 0.4423820572312452, 'crest_accuracy': 0.44327176781002636, 'crest_precision': 0.7619047619047619, 'crest_recall': 0.07207207207207207, 'crest_f1': 0.1316872427983539}"
"{'closeness': 0.928156146179402, 'similarity_metrics': 0.9892897, 'contradiction': 0.9931337833404541, 'evidence_accuracy': 0.5383817427385892, 'evidence_precision': 0.31794871794871793, 'evidence_recall': 0.40924092409240925, 'evidence_f1': 0.35786435786435783, 'crest_accuracy': 0.49473684210526314, 'crest_precision': 0.6074074074074074, 'crest_recall': 0.37104072398190047, 'crest_f1': 0.4606741573033708}","{'closeness': 0.928156146179402, 'similarity_metrics': 0.9892897, 'contradiction': 0.9931337833404541, 'evidence_accuracy': 0.5383817427385892, 'evidence_precision': 0.31794871794871793, 'evidence_recall': 0.40924092409240925, 'evidence_f1': 0.35786435786435783, 'crest_accuracy': 0.49473684210526314, 'crest_precision': 0.6074074074074074, 'crest_recall': 0.37104072398190047, 'crest_f1': 0.4606741573033708}","{'closeness': 0.9647009966777409, 'similarity_metrics': 0.9985341, 'contradiction': 0.03488728776574135, 'evidence_accuracy': 0.5072614107883817, 'evidence_precision': 0.26881720430107525, 'evidence_recall': 0.33003300330033003, 'evidence_f1': 0.2962962962962963, 'crest_accuracy': 0.4421052631578947, 'crest_precision': 0.5371900826446281, 'crest_recall': 0.29411764705882354, 'crest_f1': 0.3801169590643274}","{'closeness': 0.928156146179402, 'similarity_metrics': 0.9892897, 'contradiction': 0.9931337833404541, 'evidence_accuracy': 0.5383817427385892, 'evidence_precision': 0.31794871794871793, 'evidence_recall': 0.40924092409240925, 'evidence_f1': 0.35786435786435783, 'crest_accuracy': 0.49473684210526314, 'crest_precision': 0.6074074074074074, 'crest_recall': 0.37104072398190047, 'crest_f1': 0.4606741573033708}","{'closeness': 0.9518272425249169, 'similarity_metrics': 0.99070704, 'contradiction': 0.9910737872123718, 'evidence_accuracy': 0.516597510373444, 'evidence_precision': 0.28720626631853785, 'evidence_recall': 0.36303630363036304, 'evidence_f1': 0.3206997084548105, 'crest_accuracy': 0.46842105263157896, 'crest_precision': 0.5714285714285714, 'crest_recall': 0.3438914027149321, 'crest_f1': 0.4293785310734463}","{'closeness': 0.8631644518272426, 'similarity_metrics': 0.97228706, 'contradiction': 0.9916438460350037, 'evidence_accuracy': 0.47925311203319504, 'evidence_precision': 0.26697892271662765, 'evidence_recall': 0.37623762376237624, 'evidence_f1': 0.3123287671232877, 'crest_accuracy': 0.46842105263157896, 'crest_precision': 0.5536723163841808, 'crest_recall': 0.4434389140271493, 'crest_f1': 0.4924623115577889}"
"{'closeness': 0.014907135874877797, 'similarity_metrics': 0.36317587, 'contradiction': 0.47285333275794983, 'evidence_accuracy': 0.41092636579572445, 'evidence_precision': 0.40456182472989194, 'evidence_recall': 1.0, 'evidence_f1': 0.576068376068376, 'crest_accuracy': 0.5978835978835979, 'crest_precision': 0.5989159891598916, 'crest_recall': 0.9822222222222222, 'crest_f1': 0.7441077441077442}","{'closeness': 0.014907135874877797, 'similarity_metrics': 0.36317587, 'contradiction': 0.47285333275794983, 'evidence_accuracy': 0.41092636579572445, 'evidence_precision': 0.40456182472989194, 'evidence_recall': 1.0, 'evidence_f1': 0.576068376068376, 'crest_accuracy': 0.5978835978835979, 'crest_precision': 0.5989159891598916, 'crest_recall': 0.9822222222222222, 'crest_f1': 0.7441077441077442}","{'closeness': 0.9689638318670577, 'similarity_metrics': 0.97425306, 'contradiction': 0.9916251301765442, 'evidence_accuracy': 0.6033254156769596, 'evidence_precision': 0.5428571428571428, 'evidence_recall': 0.05637982195845697, 'evidence_f1': 0.10215053763440861, 'crest_accuracy': 0.4470899470899471, 'crest_precision': 0.8695652173913043, 'crest_recall': 0.08849557522123894, 'crest_f1': 0.16064257028112447}","{'closeness': 0.014907135874877797, 'similarity_metrics': 0.36317587, 'contradiction': 0.47285333275794983, 'evidence_accuracy': 0.41092636579572445, 'evidence_precision': 0.40456182472989194, 'evidence_recall': 1.0, 'evidence_f1': 0.576068376068376, 'crest_accuracy': 0.5978835978835979, 'crest_precision': 0.5989159891598916, 'crest_recall': 0.9822222222222222, 'crest_f1': 0.7441077441077442}","{'closeness': 0.9960994636762555, 'similarity_metrics': 0.9948654, 'contradiction': 0.9859238862991333, 'evidence_accuracy': 0.5807600950118765, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3941798941798942, 'crest_precision': 0.375, 'crest_recall': 0.02666666666666667, 'crest_f1': 0.049792531120331954}","{'closeness': 0.9941348973607038, 'similarity_metrics': 0.9857242, 'contradiction': 0.9893205165863037, 'evidence_accuracy': 0.5950118764845606, 'evidence_precision': 0.375, 'evidence_recall': 0.017804154302670624, 'evidence_f1': 0.03399433427762039, 'crest_accuracy': 0.42063492063492064, 'crest_precision': 0.7692307692307693, 'crest_recall': 0.04424778761061947, 'crest_f1': 0.08368200836820085}"
"{'closeness': 0.9664502164502164, 'similarity_metrics': 0.9243376, 'contradiction': 0.8449198603630066, 'evidence_accuracy': 0.36910569105691055, 'evidence_precision': 0.9615384615384616, 'evidence_recall': 0.06067961165048544, 'evidence_f1': 0.11415525114155252, 'crest_accuracy': 0.4444444444444444, 'crest_precision': 1.0, 'crest_recall': 0.0430622009569378, 'crest_f1': 0.08256880733944956}","{'closeness': 0.9664502164502164, 'similarity_metrics': 0.9243376, 'contradiction': 0.8449198603630066, 'evidence_accuracy': 0.36910569105691055, 'evidence_precision': 0.9615384615384616, 'evidence_recall': 0.06067961165048544, 'evidence_f1': 0.11415525114155252, 'crest_accuracy': 0.4444444444444444, 'crest_precision': 1.0, 'crest_recall': 0.0430622009569378, 'crest_f1': 0.08256880733944956}","{'closeness': 0.9184704184704184, 'similarity_metrics': 0.912503, 'contradiction': 0.9948006868362427, 'evidence_accuracy': 0.2764227642276423, 'evidence_precision': 0.22033898305084745, 'evidence_recall': 0.03155339805825243, 'evidence_f1': 0.05520169851380042, 'crest_accuracy': 0.46111111111111114, 'crest_precision': 0.6333333333333333, 'crest_recall': 0.18095238095238095, 'crest_f1': 0.28148148148148144}","{'closeness': 0.9693362193362194, 'similarity_metrics': 0.9243376, 'contradiction': 0.8449198603630066, 'evidence_accuracy': 0.36585365853658536, 'evidence_precision': 0.9583333333333334, 'evidence_recall': 0.055825242718446605, 'evidence_f1': 0.10550458715596331, 'crest_accuracy': 0.4444444444444444, 'crest_precision': 1.0, 'crest_recall': 0.0430622009569378, 'crest_f1': 0.08256880733944956}","{'closeness': 0.9664502164502164, 'similarity_metrics': 0.9121754, 'contradiction': 0.9807090759277344, 'evidence_accuracy': 0.34308943089430893, 'evidence_precision': 0.6538461538461539, 'evidence_recall': 0.0412621359223301, 'evidence_f1': 0.07762557077625572, 'crest_accuracy': 0.4638888888888889, 'crest_precision': 0.8148148148148148, 'crest_recall': 0.10476190476190476, 'crest_f1': 0.1856540084388186}","{'closeness': 0.9556277056277056, 'similarity_metrics': 0.9493154, 'contradiction': 0.9850769639015198, 'evidence_accuracy': 0.367479674796748, 'evidence_precision': 0.8484848484848485, 'evidence_recall': 0.06796116504854369, 'evidence_f1': 0.1258426966292135, 'crest_accuracy': 0.46111111111111114, 'crest_precision': 0.7352941176470589, 'crest_recall': 0.11904761904761904, 'crest_f1': 0.20491803278688525}"
"{'closeness': 0.5409090909090909, 'similarity_metrics': 0.6446394, 'contradiction': 0.12555131316184998, 'evidence_accuracy': 0.38442521631644005, 'evidence_precision': 0.16304347826086957, 'evidence_recall': 0.24, 'evidence_f1': 0.1941747572815534, 'crest_accuracy': 0.5861111111111111, 'crest_precision': 0.5988538681948424, 'crest_recall': 0.9587155963302753, 'crest_f1': 0.7372134038800706}","{'closeness': 0.9988046856323213, 'similarity_metrics': 0.99989045, 'contradiction': 0.009947038255631924, 'evidence_accuracy': 0.69221260815822, 'evidence_precision': 1.0, 'evidence_recall': 0.004, 'evidence_f1': 0.00796812749003984, 'crest_accuracy': 0.3972222222222222, 'crest_precision': 1.0, 'crest_recall': 0.0045871559633027525, 'crest_f1': 0.0091324200913242}","{'closeness': 0.0, 'similarity_metrics': -0.00031678565, 'contradiction': 0.3804817497730255, 'evidence_accuracy': 0.30902348578491967, 'evidence_precision': 0.30902348578491967, 'evidence_recall': 1.0, 'evidence_f1': 0.47214353163361666, 'crest_accuracy': 0.6055555555555555, 'crest_precision': 0.6055555555555555, 'crest_recall': 1.0, 'crest_f1': 0.7543252595155708}","{'closeness': 0.5409090909090909, 'similarity_metrics': 0.6446394, 'contradiction': 0.12555131316184998, 'evidence_accuracy': 0.38442521631644005, 'evidence_precision': 0.16304347826086957, 'evidence_recall': 0.24, 'evidence_f1': 0.1941747572815534, 'crest_accuracy': 0.5861111111111111, 'crest_precision': 0.5988538681948424, 'crest_recall': 0.9587155963302753, 'crest_f1': 0.7372134038800706}","{'closeness': 0.7074162679425837, 'similarity_metrics': 0.774858, 'contradiction': 0.17935828864574432, 'evidence_accuracy': 0.4103831891223733, 'evidence_precision': 0.008658008658008658, 'evidence_recall': 0.008, 'evidence_f1': 0.008316008316008318, 'crest_accuracy': -0.09444444444444444, 'crest_precision': 0.3078602620087336, 'crest_recall': 0.6467889908256881, 'crest_f1': 0.41715976331360943}","{'closeness': 0.5409090909090909, 'similarity_metrics': 0.6446394, 'contradiction': 0.12555131316184998, 'evidence_accuracy': 0.38442521631644005, 'evidence_precision': 0.16304347826086957, 'evidence_recall': 0.24, 'evidence_f1': 0.1941747572815534, 'crest_accuracy': 0.5861111111111111, 'crest_precision': 0.5988538681948424, 'crest_recall': 0.9587155963302753, 'crest_f1': 0.7372134038800706}"
