e-chat-history,e-persona-you,e-persona-human,e-implcit-target,baseline,e-chain-of-thought
"{'closeness': 0.009731543624161065, 'similarity_metrics': 0.33523288, 'contradiction': 0.7455921173095703, 'evidence_accuracy': 0.39201183431952663, 'evidence_precision': 0.38656716417910447, 'evidence_recall': 1.0, 'evidence_f1': 0.5575888051668461, 'crest_accuracy': 0.5571428571428572, 'crest_precision': 0.5542521994134897, 'crest_recall': 0.984375, 'crest_f1': 0.7091932457786115}","{'closeness': 0.6854026845637584, 'similarity_metrics': 0.9780338, 'contradiction': 0.026962000876665115, 'evidence_accuracy': 0.6893491124260355, 'evidence_precision': 0.6123853211009175, 'evidence_recall': 0.5154440154440154, 'evidence_f1': 0.559748427672956, 'crest_accuracy': 0.44857142857142857, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.6854026845637584, 'similarity_metrics': 0.9780338, 'contradiction': 0.026962000876665115, 'evidence_accuracy': 0.6893491124260355, 'evidence_precision': 0.6123853211009175, 'evidence_recall': 0.5154440154440154, 'evidence_f1': 0.559748427672956, 'crest_accuracy': 0.44857142857142857, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.6901006711409396, 'similarity_metrics': 0.9689467, 'contradiction': 0.779542863368988, 'evidence_accuracy': 0.5303254437869822, 'evidence_precision': 0.42509603072983354, 'evidence_recall': 0.640926640926641, 'evidence_f1': 0.5111624326404928, 'crest_accuracy': 0.3028571428571429, 'crest_precision': 0.38392857142857145, 'crest_recall': 0.4479166666666667, 'crest_f1': 0.41346153846153844}","{'closeness': 0.6854026845637584, 'similarity_metrics': 0.9780338, 'contradiction': 0.026962000876665115, 'evidence_accuracy': 0.6893491124260355, 'evidence_precision': 0.6123853211009175, 'evidence_recall': 0.5154440154440154, 'evidence_f1': 0.559748427672956, 'crest_accuracy': 0.44857142857142857, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.6890939597315436, 'similarity_metrics': 0.9753583, 'contradiction': 0.16138525307178497, 'evidence_accuracy': 0.6693786982248521, 'evidence_precision': 0.5816091954022988, 'evidence_recall': 0.48841698841698844, 'evidence_f1': 0.5309548793284365, 'crest_accuracy': 0.39714285714285713, 'crest_precision': 0.08695652173913043, 'crest_recall': 0.010416666666666666, 'crest_f1': 0.018604651162790694}"
"{'closeness': 0.9790438768827767, 'similarity_metrics': 0.9996792, 'contradiction': 0.04874853789806366, 'evidence_accuracy': 0.638235294117647, 'evidence_precision': 0.1076923076923077, 'evidence_recall': 0.09722222222222222, 'evidence_f1': 0.10218978102189782, 'crest_accuracy': 0.4647058823529412, 'crest_precision': 0.676923076923077, 'crest_recall': 0.2146341463414634, 'crest_f1': 0.32592592592592595}","{'closeness': 0.9659462999345121, 'similarity_metrics': 0.99538875, 'contradiction': 0.14382079243659973, 'evidence_accuracy': 0.6205882352941177, 'evidence_precision': 0.22330097087378642, 'evidence_recall': 0.3194444444444444, 'evidence_f1': 0.2628571428571429, 'crest_accuracy': 0.5117647058823529, 'crest_precision': 0.6893203883495146, 'crest_recall': 0.3463414634146341, 'crest_f1': 0.461038961038961}","{'closeness': 0.9659462999345121, 'similarity_metrics': 0.99538875, 'contradiction': 0.14382079243659973, 'evidence_accuracy': 0.6205882352941177, 'evidence_precision': 0.22330097087378642, 'evidence_recall': 0.3194444444444444, 'evidence_f1': 0.2628571428571429, 'crest_accuracy': 0.5117647058823529, 'crest_precision': 0.6893203883495146, 'crest_recall': 0.3463414634146341, 'crest_f1': 0.461038961038961}","{'closeness': 0.9659462999345121, 'similarity_metrics': 0.9904941, 'contradiction': 0.020253248512744904, 'evidence_accuracy': 0.6176470588235294, 'evidence_precision': 0.22115384615384615, 'evidence_recall': 0.3194444444444444, 'evidence_f1': 0.2613636363636363, 'crest_accuracy': 0.5088235294117647, 'crest_precision': 0.6826923076923077, 'crest_recall': 0.3463414634146341, 'crest_f1': 0.459546925566343}","{'closeness': 0.9659462999345121, 'similarity_metrics': 0.99538875, 'contradiction': 0.14382079243659973, 'evidence_accuracy': 0.6205882352941177, 'evidence_precision': 0.22330097087378642, 'evidence_recall': 0.3194444444444444, 'evidence_f1': 0.2628571428571429, 'crest_accuracy': 0.5117647058823529, 'crest_precision': 0.6893203883495146, 'crest_recall': 0.3463414634146341, 'crest_f1': 0.461038961038961}","{'closeness': 0.9790438768827767, 'similarity_metrics': 1.0000001, 'contradiction': 0.04874853789806366, 'evidence_accuracy': 0.6470588235294118, 'evidence_precision': 0.11290322580645161, 'evidence_recall': 0.09722222222222222, 'evidence_f1': 0.1044776119402985, 'crest_accuracy': 0.46176470588235297, 'crest_precision': 0.6774193548387096, 'crest_recall': 0.2048780487804878, 'crest_f1': 0.3146067415730337}"
"{'closeness': 1.0, 'similarity_metrics': 0.9835925, 'contradiction': 0.027184756472706795, 'evidence_accuracy': 0.9871559633027523, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.410958904109589, 'crest_precision': 1.0, 'crest_recall': 0.004629629629629629, 'crest_f1': 0.009216589861751152}","{'closeness': 0.21829603455045155, 'similarity_metrics': 0.69755435, 'contradiction': 0.2827983498573303, 'evidence_accuracy': 0.1706422018348624, 'evidence_precision': 0.013100436681222707, 'evidence_recall': 1.0, 'evidence_f1': 0.02586206896551724, 'crest_accuracy': 0.5945205479452055, 'crest_precision': 0.6223021582733813, 'crest_recall': 0.8009259259259259, 'crest_f1': 0.7004048582995952}","{'closeness': 0.21829603455045155, 'similarity_metrics': 0.69755435, 'contradiction': 0.2827983498573303, 'evidence_accuracy': 0.1706422018348624, 'evidence_precision': 0.013100436681222707, 'evidence_recall': 1.0, 'evidence_f1': 0.02586206896551724, 'crest_accuracy': 0.5945205479452055, 'crest_precision': 0.6223021582733813, 'crest_recall': 0.8009259259259259, 'crest_f1': 0.7004048582995952}","{'closeness': 0.955634079308991, 'similarity_metrics': 0.95947933, 'contradiction': 0.11769302934408188, 'evidence_accuracy': 0.5871559633027523, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3643835616438356, 'crest_precision': 0.45604395604395603, 'crest_recall': 0.38425925925925924, 'crest_f1': 0.41708542713567837}","{'closeness': 0.14330585001963092, 'similarity_metrics': 0.66271424, 'contradiction': 0.15233033895492554, 'evidence_accuracy': 0.11376146788990826, 'evidence_precision': 0.012269938650306749, 'evidence_recall': 1.0, 'evidence_f1': 0.024242424242424246, 'crest_accuracy': 0.6465753424657534, 'crest_precision': 0.6407766990291263, 'crest_recall': 0.9166666666666666, 'crest_f1': 0.7542857142857143}","{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.004206925630569458, 'evidence_accuracy': 0.9889908256880734, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.40821917808219177, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 0.9995615957913196, 'similarity_metrics': 0.99999994, 'contradiction': 0.009764284826815128, 'evidence_accuracy': 0.6085106382978723, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3951367781155015, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9583333333333334, 'similarity_metrics': 0.99828744, 'contradiction': 0.24793218076229095, 'evidence_accuracy': 0.4297872340425532, 'evidence_precision': 0.2961165048543689, 'evidence_recall': 0.33152173913043476, 'evidence_f1': 0.3128205128205128, 'crest_accuracy': 0.46504559270516715, 'crest_precision': 0.5793103448275863, 'crest_recall': 0.4221105527638191, 'crest_f1': 0.4883720930232558}","{'closeness': 0.9583333333333334, 'similarity_metrics': 0.99828744, 'contradiction': 0.24793218076229095, 'evidence_accuracy': 0.4297872340425532, 'evidence_precision': 0.2961165048543689, 'evidence_recall': 0.33152173913043476, 'evidence_f1': 0.3128205128205128, 'crest_accuracy': 0.46504559270516715, 'crest_precision': 0.5793103448275863, 'crest_recall': 0.4221105527638191, 'crest_f1': 0.4883720930232558}","{'closeness': 0.9583333333333334, 'similarity_metrics': 0.97510177, 'contradiction': 0.7966180443763733, 'evidence_accuracy': 0.4297872340425532, 'evidence_precision': 0.2961165048543689, 'evidence_recall': 0.33152173913043476, 'evidence_f1': 0.3128205128205128, 'crest_accuracy': 0.46504559270516715, 'crest_precision': 0.5793103448275863, 'crest_recall': 0.4221105527638191, 'crest_f1': 0.4883720930232558}","{'closeness': 1.0, 'similarity_metrics': 0.99999994, 'contradiction': 0.009764284826815128, 'evidence_accuracy': 0.6085106382978723, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3951367781155015, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9995615957913196, 'similarity_metrics': 0.99999994, 'contradiction': 0.009764284826815128, 'evidence_accuracy': 0.6085106382978723, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3951367781155015, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 0.9662921348314607, 'similarity_metrics': 0.99274397, 'contradiction': 0.061700038611888885, 'evidence_accuracy': 0.6479690522243714, 'evidence_precision': 0.23776223776223776, 'evidence_recall': 0.3177570093457944, 'evidence_f1': 0.27199999999999996, 'crest_accuracy': 0.5405405405405406, 'crest_precision': 0.6851851851851852, 'crest_recall': 0.3523809523809524, 'crest_f1': 0.4654088050314466}","{'closeness': 0.9662921348314607, 'similarity_metrics': 0.9936105, 'contradiction': 0.061947423964738846, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.22448979591836735, 'evidence_recall': 0.308411214953271, 'evidence_f1': 0.2598425196850394, 'crest_accuracy': 0.5513513513513514, 'crest_precision': 0.6896551724137931, 'crest_recall': 0.38095238095238093, 'crest_f1': 0.49079754601226994}","{'closeness': 0.9662921348314607, 'similarity_metrics': 0.99329126, 'contradiction': 0.061947423964738846, 'evidence_accuracy': 0.6344294003868471, 'evidence_precision': 0.2152777777777778, 'evidence_recall': 0.2897196261682243, 'evidence_f1': 0.24701195219123503, 'crest_accuracy': 0.5459459459459459, 'crest_precision': 0.6875, 'crest_recall': 0.36666666666666664, 'crest_f1': 0.47826086956521735}","{'closeness': 0.9662921348314607, 'similarity_metrics': 0.99329126, 'contradiction': 0.061947423964738846, 'evidence_accuracy': 0.6344294003868471, 'evidence_precision': 0.2152777777777778, 'evidence_recall': 0.2897196261682243, 'evidence_f1': 0.24701195219123503, 'crest_accuracy': 0.5459459459459459, 'crest_precision': 0.6875, 'crest_recall': 0.36666666666666664, 'crest_f1': 0.47826086956521735}","{'closeness': 0.9662921348314607, 'similarity_metrics': 0.9936105, 'contradiction': 0.061947423964738846, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.22448979591836735, 'evidence_recall': 0.308411214953271, 'evidence_f1': 0.2598425196850394, 'crest_accuracy': 0.5513513513513514, 'crest_precision': 0.6896551724137931, 'crest_recall': 0.38095238095238093, 'crest_f1': 0.49079754601226994}","{'closeness': 0.9662921348314607, 'similarity_metrics': 0.99591076, 'contradiction': 0.11242165416479111, 'evidence_accuracy': 0.6460348162475822, 'evidence_precision': 0.24666666666666667, 'evidence_recall': 0.34579439252336447, 'evidence_f1': 0.28793774319066145, 'crest_accuracy': 0.5378378378378378, 'crest_precision': 0.672566371681416, 'crest_recall': 0.3619047619047619, 'crest_f1': 0.47058823529411764}"
"{'closeness': 0.5681992337164751, 'similarity_metrics': 0.99998266, 'contradiction': 0.019070181995630264, 'evidence_accuracy': 0.39451219512195124, 'evidence_precision': 0.10653409090909091, 'evidence_recall': 0.17084282460136674, 'evidence_f1': 0.13123359580052496, 'crest_accuracy': 0.4116161616161616, 'crest_precision': 1.0, 'crest_recall': 0.004273504273504274, 'crest_f1': 0.00851063829787234}","{'closeness': 0.14495530012771396, 'similarity_metrics': 0.84978926, 'contradiction': 0.027164941653609276, 'evidence_accuracy': 0.2579268292682927, 'evidence_precision': 0.23356164383561645, 'evidence_recall': 0.7767653758542141, 'evidence_f1': 0.35913638757240657, 'crest_accuracy': 0.4696969696969697, 'crest_precision': 0.5555555555555556, 'crest_recall': 0.5128205128205128, 'crest_f1': 0.5333333333333333}","{'closeness': 0.01826309067688381, 'similarity_metrics': 0.7349452, 'contradiction': 0.06244827061891556, 'evidence_accuracy': 0.2634146341463415, 'evidence_precision': 0.2622139764996908, 'evidence_recall': 0.9658314350797267, 'evidence_f1': 0.41245136186770437, 'crest_accuracy': 0.6136363636363636, 'crest_precision': 0.6085790884718498, 'crest_recall': 0.9700854700854701, 'crest_f1': 0.7479406919275123}","{'closeness': 0.5702426564495531, 'similarity_metrics': 0.994666, 'contradiction': 0.07224985212087631, 'evidence_accuracy': 0.3957317073170732, 'evidence_precision': 0.10683760683760683, 'evidence_recall': 0.17084282460136674, 'evidence_f1': 0.13146362839614373, 'crest_accuracy': 0.4065656565656566, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.01826309067688381, 'similarity_metrics': 0.7349452, 'contradiction': 0.06244827061891556, 'evidence_accuracy': 0.2634146341463415, 'evidence_precision': 0.2622139764996908, 'evidence_recall': 0.9658314350797267, 'evidence_f1': 0.41245136186770437, 'crest_accuracy': 0.6136363636363636, 'crest_precision': 0.6085790884718498, 'crest_recall': 0.9700854700854701, 'crest_f1': 0.7479406919275123}","{'closeness': 0.5710089399744572, 'similarity_metrics': 0.99455684, 'contradiction': 0.07174407690763474, 'evidence_accuracy': 0.3957317073170732, 'evidence_precision': 0.10683760683760683, 'evidence_recall': 0.17084282460136674, 'evidence_f1': 0.13146362839614373, 'crest_accuracy': 0.4090909090909091, 'crest_precision': 0.5, 'crest_recall': 0.004273504273504274, 'crest_f1': 0.008474576271186442}"
"{'closeness': 0.874031007751938, 'similarity_metrics': 0.9918337, 'contradiction': 0.012147834524512291, 'evidence_accuracy': 0.5800947867298578, 'evidence_precision': 0.3224043715846995, 'evidence_recall': 0.3769968051118211, 'evidence_f1': 0.3475699558173785, 'crest_accuracy': 0.489247311827957, 'crest_precision': 0.7662337662337663, 'crest_recall': 0.2554112554112554, 'crest_f1': 0.38311688311688313}","{'closeness': 0.8885658914728682, 'similarity_metrics': 0.9918337, 'contradiction': 0.008522824384272099, 'evidence_accuracy': 0.6786729857819905, 'evidence_precision': 0.4015151515151515, 'evidence_recall': 0.16932907348242812, 'evidence_f1': 0.23820224719101127, 'crest_accuracy': 0.3844086021505376, 'crest_precision': 1.0, 'crest_recall': 0.004347826086956522, 'crest_f1': 0.008658008658008658}","{'closeness': 0.8885658914728682, 'similarity_metrics': 0.9918337, 'contradiction': 0.008522824384272099, 'evidence_accuracy': 0.6786729857819905, 'evidence_precision': 0.4015151515151515, 'evidence_recall': 0.16932907348242812, 'evidence_f1': 0.23820224719101127, 'crest_accuracy': 0.3844086021505376, 'crest_precision': 1.0, 'crest_recall': 0.004347826086956522, 'crest_f1': 0.008658008658008658}","{'closeness': 0.8872093023255814, 'similarity_metrics': 0.9904014, 'contradiction': 0.6015976071357727, 'evidence_accuracy': 0.6824644549763034, 'evidence_precision': 0.4236111111111111, 'evidence_recall': 0.19488817891373802, 'evidence_f1': 0.26695842450765866, 'crest_accuracy': 0.4032258064516129, 'crest_precision': 0.8, 'crest_recall': 0.05194805194805195, 'crest_f1': 0.0975609756097561}","{'closeness': 0.8885658914728682, 'similarity_metrics': 0.9918337, 'contradiction': 0.008522824384272099, 'evidence_accuracy': 0.6786729857819905, 'evidence_precision': 0.4015151515151515, 'evidence_recall': 0.16932907348242812, 'evidence_f1': 0.23820224719101127, 'crest_accuracy': 0.3844086021505376, 'crest_precision': 1.0, 'crest_recall': 0.004347826086956522, 'crest_f1': 0.008658008658008658}","{'closeness': 0.01782945736434105, 'similarity_metrics': 0.64534473, 'contradiction': 0.35393622517585754, 'evidence_accuracy': 0.3118483412322275, 'evidence_precision': 0.3012512030798845, 'evidence_recall': 1.0, 'evidence_f1': 0.4630177514792899, 'crest_accuracy': 0.6451612903225806, 'crest_precision': 0.6376404494382022, 'crest_recall': 0.9869565217391304, 'crest_f1': 0.7747440273037542}"
"{'closeness': 0.9223753546817998, 'similarity_metrics': 0.9927944, 'contradiction': 0.010209745727479458, 'evidence_accuracy': 0.762396694214876, 'evidence_precision': 0.6753246753246753, 'evidence_recall': 0.20233463035019456, 'evidence_f1': 0.31137724550898205, 'crest_accuracy': 0.3834808259587021, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.014795297932711837, 'similarity_metrics': 0.7431128, 'contradiction': 0.025169072672724724, 'evidence_accuracy': 0.27582644628099173, 'evidence_precision': 0.26826722338204595, 'evidence_recall': 1.0, 'evidence_f1': 0.42304526748971194, 'crest_accuracy': 0.6253687315634219, 'crest_precision': 0.6231003039513677, 'crest_recall': 0.9855769230769231, 'crest_f1': 0.7635009310986963}","{'closeness': 0.014795297932711837, 'similarity_metrics': 0.7431128, 'contradiction': 0.025169072672724724, 'evidence_accuracy': 0.27582644628099173, 'evidence_precision': 0.26826722338204595, 'evidence_recall': 1.0, 'evidence_f1': 0.42304526748971194, 'crest_accuracy': 0.6253687315634219, 'crest_precision': 0.6231003039513677, 'crest_recall': 0.9855769230769231, 'crest_f1': 0.7635009310986963}","{'closeness': 0.9552087555735711, 'similarity_metrics': 0.99406415, 'contradiction': 0.01315392553806305, 'evidence_accuracy': 0.5041322314049587, 'evidence_precision': 0.19452054794520549, 'evidence_recall': 0.27626459143968873, 'evidence_f1': 0.22829581993569134, 'crest_accuracy': 0.4749262536873156, 'crest_precision': 0.5961538461538461, 'crest_recall': 0.44711538461538464, 'crest_f1': 0.510989010989011}","{'closeness': 0.014795297932711837, 'similarity_metrics': 0.7431128, 'contradiction': 0.025169072672724724, 'evidence_accuracy': 0.27582644628099173, 'evidence_precision': 0.26826722338204595, 'evidence_recall': 1.0, 'evidence_f1': 0.42304526748971194, 'crest_accuracy': 0.6253687315634219, 'crest_precision': 0.6231003039513677, 'crest_recall': 0.9855769230769231, 'crest_f1': 0.7635009310986963}","{'closeness': 0.014187271990271588, 'similarity_metrics': 0.730883, 'contradiction': 0.02932737022638321, 'evidence_accuracy': 0.2809917355371901, 'evidence_precision': 0.2696747114375656, 'evidence_recall': 1.0, 'evidence_f1': 0.4247933884297521, 'crest_accuracy': 0.6460176991150443, 'crest_precision': 0.6358024691358025, 'crest_recall': 0.9903846153846154, 'crest_f1': 0.7744360902255639}"
"{'closeness': 1.0, 'similarity_metrics': 1.0000001, 'contradiction': 0.022969240322709084, 'evidence_accuracy': 0.6500829187396352, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.42134831460674155, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9996569468267581, 'similarity_metrics': 1.0000001, 'contradiction': 0.022969240322709084, 'evidence_accuracy': 0.6500829187396352, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.42134831460674155, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9996569468267581, 'similarity_metrics': 1.0000001, 'contradiction': 0.022969240322709084, 'evidence_accuracy': 0.6500829187396352, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.42134831460674155, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9643102264927934, 'similarity_metrics': 0.98594695, 'contradiction': 0.04226979985833168, 'evidence_accuracy': 0.548922056384743, 'evidence_precision': 0.3105590062111801, 'evidence_recall': 0.23696682464454977, 'evidence_f1': 0.2688172043010753, 'crest_accuracy': 0.5224719101123596, 'crest_precision': 0.6875, 'crest_recall': 0.32038834951456313, 'crest_f1': 0.4370860927152318}","{'closeness': 0.9996569468267581, 'similarity_metrics': 1.0000001, 'contradiction': 0.022969240322709084, 'evidence_accuracy': 0.6500829187396352, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.42134831460674155, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9581331503088538, 'similarity_metrics': 0.8308418, 'contradiction': 0.05432048439979553, 'evidence_accuracy': 0.6218905472636815, 'evidence_precision': 0.20689655172413793, 'evidence_recall': 0.02843601895734597, 'evidence_f1': 0.049999999999999996, 'crest_accuracy': 0.35674157303370785, 'crest_precision': 0.12903225806451613, 'crest_recall': 0.019417475728155338, 'crest_f1': 0.03375527426160337}"
"{'closeness': 0.9992622648469199, 'similarity_metrics': 0.9994577, 'contradiction': 0.24300715327262878, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4277286135693215, 'crest_precision': 1.0, 'crest_recall': 0.015228426395939087, 'crest_f1': 0.030000000000000002}","{'closeness': 0.9568424935448174, 'similarity_metrics': 0.995942, 'contradiction': 0.05997755005955696, 'evidence_accuracy': 0.43252595155709345, 'evidence_precision': 0.41350210970464135, 'evidence_recall': 0.34146341463414637, 'evidence_f1': 0.37404580152671757, 'crest_accuracy': 0.5162241887905604, 'crest_precision': 0.6095890410958904, 'crest_recall': 0.45408163265306123, 'crest_f1': 0.52046783625731}","{'closeness': 0.9568424935448174, 'similarity_metrics': 0.995942, 'contradiction': 0.05997755005955696, 'evidence_accuracy': 0.43252595155709345, 'evidence_precision': 0.41350210970464135, 'evidence_recall': 0.34146341463414637, 'evidence_f1': 0.37404580152671757, 'crest_accuracy': 0.5162241887905604, 'crest_precision': 0.6095890410958904, 'crest_recall': 0.45408163265306123, 'crest_f1': 0.52046783625731}","{'closeness': 0.9981556621172999, 'similarity_metrics': 0.9991113, 'contradiction': 0.11229991912841797, 'evidence_accuracy': 0.49653979238754326, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4277286135693215, 'crest_precision': 0.8, 'crest_recall': 0.02030456852791878, 'crest_f1': 0.039603960396039604}","{'closeness': 0.9568424935448174, 'similarity_metrics': 0.995942, 'contradiction': 0.05997755005955696, 'evidence_accuracy': 0.43252595155709345, 'evidence_precision': 0.41350210970464135, 'evidence_recall': 0.34146341463414637, 'evidence_f1': 0.37404580152671757, 'crest_accuracy': 0.5162241887905604, 'crest_precision': 0.6095890410958904, 'crest_recall': 0.45408163265306123, 'crest_f1': 0.52046783625731}","{'closeness': 0.99963113242346, 'similarity_metrics': 0.99947333, 'contradiction': 0.0187405776232481, 'evidence_accuracy': 0.5017301038062284, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4247787610619469, 'crest_precision': 1.0, 'crest_recall': 0.00510204081632653, 'crest_f1': 0.01015228426395939}"
"{'closeness': 0.5038610038610039, 'similarity_metrics': 0.9885882, 'contradiction': 0.031760141253471375, 'evidence_accuracy': 0.7895569620253164, 'evidence_precision': 0.6514657980456026, 'evidence_recall': 0.8849557522123894, 'evidence_f1': 0.75046904315197, 'crest_accuracy': 0.4672131147540984, 'crest_precision': 0.8048780487804879, 'crest_recall': 0.15, 'crest_f1': 0.2528735632183908}","{'closeness': 0.9993569131832798, 'similarity_metrics': 1.0000001, 'contradiction': 0.031760141253471375, 'evidence_accuracy': 0.6424050632911392, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3989071038251366, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9993569131832798, 'similarity_metrics': 1.0000001, 'contradiction': 0.031760141253471375, 'evidence_accuracy': 0.6424050632911392, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3989071038251366, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9993564993564994, 'similarity_metrics': 0.99834836, 'contradiction': 0.7260276079177856, 'evidence_accuracy': 0.6392405063291139, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4016393442622951, 'crest_precision': 0.6666666666666666, 'crest_recall': 0.00909090909090909, 'crest_f1': 0.017937219730941704}","{'closeness': 0.09009009009009006, 'similarity_metrics': 0.5384042, 'contradiction': 0.04826279357075691, 'evidence_accuracy': 0.4161392405063291, 'evidence_precision': 0.3798319327731092, 'evidence_recall': 1.0, 'evidence_f1': 0.5505481120584653, 'crest_accuracy': 0.5983606557377049, 'crest_precision': 0.6109422492401215, 'crest_recall': 0.9136363636363637, 'crest_f1': 0.73224043715847}","{'closeness': 1.0, 'similarity_metrics': 1.0000001, 'contradiction': 0.08672278374433517, 'evidence_accuracy': 0.6424050632911392, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3989071038251366, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.017652831971645355, 'evidence_accuracy': 0.8884615384615384, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3827893175074184, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.017652831971645355, 'evidence_accuracy': 0.8884615384615384, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3827893175074184, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.017652831971645355, 'evidence_accuracy': 0.8884615384615384, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3827893175074184, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 1.0, 'similarity_metrics': 0.9780555, 'contradiction': 0.01779256761074066, 'evidence_accuracy': 0.8865384615384615, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3798219584569733, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9996, 'similarity_metrics': 1.0, 'contradiction': 0.017652831971645355, 'evidence_accuracy': 0.8884615384615384, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3827893175074184, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.017652831971645355, 'evidence_accuracy': 0.8884615384615384, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3827893175074184, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}"
