baseline,e-persona-you,e-persona-human,e-implcit-target,e-implcit-target-e-persona-you,e-implcit-target-e-persona-human,TextFoolerJin2019
"{'distance': 0.854586129753915, 'evidence_accuracy': 0.4357142857142857, 'evidence_precision': 0.3847352024922118, 'evidence_recall': 1.0, 'evidence_f1': 0.5556805399325084, 'similarity_metrics': np.float32(0.9300052), 'contradiction': 0.007860102690756321}","{'distance': 0.8378995433789954, 'evidence_accuracy': 0.4228571428571429, 'evidence_precision': 0.37598736176935227, 'evidence_recall': 0.9635627530364372, 'evidence_f1': 0.5409090909090908, 'similarity_metrics': np.float32(0.9303881), 'contradiction': 0.897424578666687}","{'distance': 0.9152173913043479, 'evidence_accuracy': 0.4085714285714286, 'evidence_precision': 0.37367624810892586, 'evidence_recall': 1.0, 'evidence_f1': 0.5440528634361232, 'similarity_metrics': np.float32(0.93416715), 'contradiction': 0.18523089587688446}","{'distance': 0.21915820029027577, 'evidence_accuracy': 0.6514285714285715, 'evidence_precision': 0.509090909090909, 'evidence_recall': 0.340080971659919, 'evidence_f1': 0.40776699029126207, 'similarity_metrics': np.float32(0.97268665), 'contradiction': 0.9946038126945496}","{'distance': 0.20293040293040288, 'evidence_accuracy': 0.6328571428571429, 'evidence_precision': 0.46835443037974683, 'evidence_recall': 0.29959514170040485, 'evidence_f1': 0.36543209876543215, 'similarity_metrics': np.float32(0.97222614), 'contradiction': 0.9950398802757263}","{'distance': 0.21449704142011838, 'evidence_accuracy': 0.7028571428571428, 'evidence_precision': 0.6140350877192983, 'evidence_recall': 0.4251012145748988, 'evidence_f1': 0.5023923444976077, 'similarity_metrics': np.float32(0.9743482), 'contradiction': 0.9953403472900391}",
"{'distance': 0.9618874773139746, 'evidence_accuracy': 0.09290187891440502, 'evidence_precision': 0.07257203842049093, 'evidence_recall': 1.0, 'evidence_f1': 0.13532338308457711, 'similarity_metrics': np.float32(0.7845888), 'contradiction': 0.07859889417886734}","{'distance': 0.9492293744333635, 'evidence_accuracy': 0.05845511482254697, 'evidence_precision': 0.05161290322580645, 'evidence_recall': 0.7058823529411765, 'evidence_f1': 0.09619238476953908, 'similarity_metrics': np.float32(0.7518018), 'contradiction': 0.7293834090232849}","{'distance': 0.9505041246562786, 'evidence_accuracy': 0.08663883089770355, 'evidence_precision': 0.06659505907626208, 'evidence_recall': 0.9117647058823529, 'evidence_f1': 0.12412412412412412, 'similarity_metrics': np.float32(0.7568679), 'contradiction': 0.68499356508255}","{'distance': 0.29688354291962826, 'evidence_accuracy': 0.6482254697286013, 'evidence_precision': 0.08099688473520249, 'evidence_recall': 0.38235294117647056, 'evidence_f1': 0.13367609254498714, 'similarity_metrics': np.float32(0.89973027), 'contradiction': 0.9591667056083679}","{'distance': 0.31434830230010957, 'evidence_accuracy': 0.6576200417536534, 'evidence_precision': 0.11077844311377245, 'evidence_recall': 0.5441176470588235, 'evidence_f1': 0.18407960199004972, 'similarity_metrics': np.float32(0.8999015), 'contradiction': 0.9881294965744019}","{'distance': 0.22283205268935236, 'evidence_accuracy': 0.7056367432150313, 'evidence_precision': 0.07874015748031496, 'evidence_recall': 0.29411764705882354, 'evidence_f1': 0.12422360248447203, 'similarity_metrics': np.float32(0.9415194), 'contradiction': 0.9866986274719238}",
"{'distance': 0.2335933914639743, 'evidence_accuracy': 0.601420678768745, 'evidence_precision': 0.008264462809917356, 'evidence_recall': 0.13793103448275862, 'evidence_f1': 0.015594541910331385, 'similarity_metrics': np.float32(0.9880836), 'contradiction': 0.9751338958740234}",,,,,,"{'distance': 0.0023677979479084232, 'evidence_accuracy': 0.9747434885556433, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.99734926), 'contradiction': 0.03264826908707619}"
"{'distance': 0.7784011220196354, 'evidence_accuracy': 0.36122448979591837, 'evidence_precision': 0.26150121065375304, 'evidence_recall': 0.9310344827586207, 'evidence_f1': 0.4083175803402647, 'similarity_metrics': np.float32(0.8619645), 'contradiction': 0.024736519902944565}","{'distance': 0.7465648854961833, 'evidence_accuracy': 0.37142857142857144, 'evidence_precision': 0.2658536585365854, 'evidence_recall': 0.9396551724137931, 'evidence_f1': 0.4144486692015209, 'similarity_metrics': np.float32(0.7541237), 'contradiction': 0.019889093935489655}","{'distance': 0.8006042296072508, 'evidence_accuracy': 0.363265306122449, 'evidence_precision': 0.2699530516431925, 'evidence_recall': 0.9913793103448276, 'evidence_f1': 0.42435424354243545, 'similarity_metrics': np.float32(0.8184302), 'contradiction': 0.14391450583934784}","{'distance': 0.1896373056994819, 'evidence_accuracy': 0.746938775510204, 'evidence_precision': 0.46078431372549017, 'evidence_recall': 0.4051724137931034, 'evidence_f1': 0.43119266055045874, 'similarity_metrics': np.float32(0.9936174), 'contradiction': 0.976571798324585}",,"{'distance': 0.2154006243496358, 'evidence_accuracy': 0.689795918367347, 'evidence_precision': 0.3548387096774194, 'evidence_recall': 0.3793103448275862, 'evidence_f1': 0.36666666666666664, 'similarity_metrics': np.float32(0.9907241), 'contradiction': 0.9467328786849976}",
,"{'distance': 0.5455568053993252, 'evidence_accuracy': 0.4307692307692308, 'evidence_precision': 0.21069182389937108, 'evidence_recall': 0.5982142857142857, 'evidence_f1': 0.31162790697674425, 'similarity_metrics': np.float32(0.9073775), 'contradiction': 0.6091058254241943}","{'distance': 0.738562091503268, 'evidence_accuracy': 0.36153846153846153, 'evidence_precision': 0.23809523809523808, 'evidence_recall': 0.8928571428571429, 'evidence_f1': 0.37593984962406013, 'similarity_metrics': np.float32(0.85929465), 'contradiction': 0.07842545956373215}",,"{'distance': 0.27217741935483875, 'evidence_accuracy': 0.6076923076923076, 'evidence_precision': 0.2125, 'evidence_recall': 0.30357142857142855, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.8828461), 'contradiction': 0.47962167859077454}","{'distance': 0.30841121495327106, 'evidence_accuracy': 0.5173076923076924, 'evidence_precision': 0.12834224598930483, 'evidence_recall': 0.21428571428571427, 'evidence_f1': 0.1605351170568562, 'similarity_metrics': np.float32(0.8653034), 'contradiction': 0.4643174409866333}",
,,"{'distance': 0.5711462450592886, 'evidence_accuracy': 0.4538087520259319, 'evidence_precision': 0.28, 'evidence_recall': 0.6956521739130435, 'evidence_f1': 0.3992869875222817, 'similarity_metrics': np.float32(0.9349843), 'contradiction': 0.9322572350502014}",,,,
"{'distance': 0.5642343268242549, 'evidence_accuracy': 0.5180722891566265, 'evidence_precision': 0.5283018867924528, 'evidence_recall': 0.6511627906976745, 'evidence_f1': 0.5833333333333333, 'similarity_metrics': np.float32(0.92027307), 'contradiction': 0.9174931645393372}","{'distance': 0.5942622950819672, 'evidence_accuracy': 0.5215146299483648, 'evidence_precision': 0.5298701298701298, 'evidence_recall': 0.6777408637873754, 'evidence_f1': 0.5947521865889213, 'similarity_metrics': np.float32(0.92314625), 'contradiction': 0.9208192229270935}","{'distance': 0.8120978120978121, 'evidence_accuracy': 0.5628227194492255, 'evidence_precision': 0.5458089668615984, 'evidence_recall': 0.9302325581395349, 'evidence_f1': 0.6879606879606879, 'similarity_metrics': np.float32(0.83736694), 'contradiction': 0.4308820068836212}","{'distance': 0.5681592039800996, 'evidence_accuracy': 0.43029259896729777, 'evidence_precision': 0.4603174603174603, 'evidence_recall': 0.5780730897009967, 'evidence_f1': 0.512518409425626, 'similarity_metrics': np.float32(0.96297765), 'contradiction': 0.9858885407447815}","{'distance': 0.533066132264529, 'evidence_accuracy': 0.4612736660929432, 'evidence_precision': 0.4827586206896552, 'evidence_recall': 0.5581395348837209, 'evidence_f1': 0.5177195685670262, 'similarity_metrics': np.float32(0.9526926), 'contradiction': 0.8997591733932495}","{'distance': 0.5746785361028685, 'evidence_accuracy': 0.43201376936316693, 'evidence_precision': 0.46194225721784776, 'evidence_recall': 0.584717607973422, 'evidence_f1': 0.5161290322580646, 'similarity_metrics': np.float32(0.9508475), 'contradiction': 0.95793217420578}",
"{'distance': 0.42345033607169524, 'evidence_accuracy': 0.5217391304347826, 'evidence_precision': 0.3485714285714286, 'evidence_recall': 0.4959349593495935, 'evidence_f1': 0.40939597315436244, 'similarity_metrics': np.float32(0.98970085), 'contradiction': 0.028725767508149147}","{'distance': 0.6151809355692851, 'evidence_accuracy': 0.529891304347826, 'evidence_precision': 0.4034749034749035, 'evidence_recall': 0.8495934959349594, 'evidence_f1': 0.5471204188481675, 'similarity_metrics': np.float32(0.96099937), 'contradiction': 0.057927846908569336}","{'distance': 0.6006711409395973, 'evidence_accuracy': 0.5271739130434783, 'evidence_precision': 0.39759036144578314, 'evidence_recall': 0.8048780487804879, 'evidence_f1': 0.532258064516129, 'similarity_metrics': np.float32(0.9602306), 'contradiction': 0.16067121922969818}",,,,"{'distance': 0.0720108695652174, 'evidence_accuracy': 0.623641304347826, 'evidence_precision': 0.20754716981132076, 'evidence_recall': 0.044715447154471545, 'evidence_f1': 0.07357859531772575, 'similarity_metrics': np.float32(0.95986944), 'contradiction': 0.10696320980787277}"
"{'distance': 0.9175704989154013, 'evidence_accuracy': 0.5021582733812949, 'evidence_precision': 0.5083713850837138, 'evidence_recall': 0.9355742296918768, 'evidence_f1': 0.6587771203155818, 'similarity_metrics': np.float32(0.912902), 'contradiction': 0.07657789438962936}",,"{'distance': 0.918412348401323, 'evidence_accuracy': 0.5280575539568345, 'evidence_precision': 0.5220030349013657, 'evidence_recall': 0.9635854341736695, 'evidence_f1': 0.6771653543307087, 'similarity_metrics': np.float32(0.90935916), 'contradiction': 0.009274046868085861}","{'distance': 0.12518195050946146, 'evidence_accuracy': 0.543884892086331, 'evidence_precision': 0.7127659574468085, 'evidence_recall': 0.1876750700280112, 'evidence_f1': 0.29711751662971175, 'similarity_metrics': np.float32(0.99149066), 'contradiction': 0.9913115501403809}",,,
"{'distance': 0.20203045685279186, 'evidence_accuracy': 0.7154150197628458, 'evidence_precision': 0.6842105263157895, 'evidence_recall': 0.41935483870967744, 'evidence_f1': 0.5200000000000001, 'similarity_metrics': np.float32(0.96186686), 'contradiction': 0.8231462836265564}","{'distance': 0.1828396322778345, 'evidence_accuracy': 0.7213438735177866, 'evidence_precision': 0.7102803738317757, 'evidence_recall': 0.40860215053763443, 'evidence_f1': 0.5187713310580205, 'similarity_metrics': np.float32(0.9717844), 'contradiction': 0.6524224281311035}","{'distance': 0.1727642276422764, 'evidence_accuracy': 0.7055335968379447, 'evidence_precision': 0.6868686868686869, 'evidence_recall': 0.3655913978494624, 'evidence_f1': 0.4771929824561403, 'similarity_metrics': np.float32(0.9575641), 'contradiction': 0.2522141635417938}","{'distance': 0.14541832669322707, 'evidence_accuracy': 0.6640316205533597, 'evidence_precision': 0.6, 'evidence_recall': 0.25806451612903225, 'evidence_f1': 0.3609022556390977, 'similarity_metrics': np.float32(0.9922603), 'contradiction': 0.9918389916419983}","{'distance': 0.14342629482071712, 'evidence_accuracy': 0.6739130434782609, 'evidence_precision': 0.6329113924050633, 'evidence_recall': 0.26881720430107525, 'evidence_f1': 0.3773584905660377, 'similarity_metrics': np.float32(0.99316), 'contradiction': 0.991872251033783}","{'distance': 0.12512512512512508, 'evidence_accuracy': 0.6758893280632411, 'evidence_precision': 0.6571428571428571, 'evidence_recall': 0.24731182795698925, 'evidence_f1': 0.359375, 'similarity_metrics': np.float32(0.98280346), 'contradiction': 0.9879122376441956}",
"{'distance': 0.7272727272727273, 'evidence_accuracy': 0.37771739130434784, 'evidence_precision': 0.23591549295774647, 'evidence_recall': 0.8481012658227848, 'evidence_f1': 0.3691460055096419, 'similarity_metrics': np.float32(0.97174203), 'contradiction': 0.02716097980737686}","{'distance': 0.7938517179023508, 'evidence_accuracy': 0.32065217391304346, 'evidence_precision': 0.2302839116719243, 'evidence_recall': 0.9240506329113924, 'evidence_f1': 0.36868686868686873, 'similarity_metrics': np.float32(0.96708405), 'contradiction': 0.0038638426922261715}","{'distance': 0.646677471636953, 'evidence_accuracy': 0.44021739130434784, 'evidence_precision': 0.2548262548262548, 'evidence_recall': 0.8354430379746836, 'evidence_f1': 0.3905325443786982, 'similarity_metrics': np.float32(0.9670562), 'contradiction': 0.9725216627120972}","{'distance': 0.5879556259904912, 'evidence_accuracy': 0.421195652173913, 'evidence_precision': 0.2184873949579832, 'evidence_recall': 0.6582278481012658, 'evidence_f1': 0.32807570977917977, 'similarity_metrics': np.float32(0.97665596), 'contradiction': 0.9756917357444763}","{'distance': 0.5879556259904912, 'evidence_accuracy': 0.421195652173913, 'evidence_precision': 0.2184873949579832, 'evidence_recall': 0.6582278481012658, 'evidence_f1': 0.32807570977917977, 'similarity_metrics': np.float32(0.97665596), 'contradiction': 0.9756917357444763}",,"{'distance': 0.2663043478260869, 'evidence_accuracy': 0.6059782608695652, 'evidence_precision': 0.16326530612244897, 'evidence_recall': 0.20253164556962025, 'evidence_f1': 0.1807909604519774, 'similarity_metrics': np.float32(0.95125484), 'contradiction': 0.7532343864440918}"
"{'distance': 0.5220630372492836, 'evidence_accuracy': 0.5238095238095238, 'evidence_precision': 0.4727272727272727, 'evidence_recall': 0.6724137931034483, 'evidence_f1': 0.5551601423487544, 'similarity_metrics': np.float32(0.9013166), 'contradiction': 0.9940717816352844}","{'distance': 0.4162627894453419, 'evidence_accuracy': 0.5276190476190477, 'evidence_precision': 0.468503937007874, 'evidence_recall': 0.5129310344827587, 'evidence_f1': 0.4897119341563786, 'similarity_metrics': np.float32(0.8940326), 'contradiction': 0.993835985660553}","{'distance': 0.44719101123595506, 'evidence_accuracy': 0.49238095238095236, 'evidence_precision': 0.43828264758497315, 'evidence_recall': 0.5280172413793104, 'evidence_f1': 0.4789833822091886, 'similarity_metrics': np.float32(0.9123941), 'contradiction': 0.9903016686439514}","{'distance': 0.20042083114150444, 'evidence_accuracy': 0.6352380952380953, 'evidence_precision': 0.6391752577319587, 'evidence_recall': 0.40086206896551724, 'evidence_f1': 0.4927152317880794, 'similarity_metrics': np.float32(0.98248535), 'contradiction': 0.992927610874176}","{'distance': 0.18674381904260917, 'evidence_accuracy': 0.6266666666666667, 'evidence_precision': 0.6294964028776978, 'evidence_recall': 0.3771551724137931, 'evidence_f1': 0.4716981132075472, 'similarity_metrics': np.float32(0.9826971), 'contradiction': 0.9935259819030762}","{'distance': 0.20693277310924374, 'evidence_accuracy': 0.6523809523809524, 'evidence_precision': 0.6622950819672131, 'evidence_recall': 0.4353448275862069, 'evidence_f1': 0.5253576072821847, 'similarity_metrics': np.float32(0.9797298), 'contradiction': 0.992229163646698}",
"{'distance': 0.7735849056603774, 'evidence_accuracy': 0.38461538461538464, 'evidence_precision': 0.29337539432176657, 'evidence_recall': 0.9207920792079208, 'evidence_f1': 0.44497607655502397, 'similarity_metrics': np.float32(0.85677135), 'contradiction': 0.1344292014837265}","{'distance': 0.6446700507614214, 'evidence_accuracy': 0.44297082228116713, 'evidence_precision': 0.3046594982078853, 'evidence_recall': 0.8415841584158416, 'evidence_f1': 0.4473684210526315, 'similarity_metrics': np.float32(0.9169606), 'contradiction': 0.751374363899231}","{'distance': 0.6379928315412187, 'evidence_accuracy': 0.41909814323607425, 'evidence_precision': 0.286231884057971, 'evidence_recall': 0.7821782178217822, 'evidence_f1': 0.4190981432360743, 'similarity_metrics': np.float32(0.8699328), 'contradiction': 0.0043252562172710896}",,,,"{'distance': 0.23342175066312998, 'evidence_accuracy': 0.636604774535809, 'evidence_precision': 0.29545454545454547, 'evidence_recall': 0.25742574257425743, 'evidence_f1': 0.2751322751322752, 'similarity_metrics': np.float32(0.76031697), 'contradiction': 0.13455098867416382}"
