baseline,e-persona-you,e-persona-human,e-implcit-target,e-implcit-target-e-persona-you,e-implcit-target-e-persona-human,TextFoolerJin2019
"{'distance': 0.8258766626360339, 'evidence_accuracy': 0.5692041522491349, 'evidence_precision': 0.5375494071146245, 'evidence_recall': 0.9477351916376306, 'evidence_f1': 0.6860025220680959, 'similarity_metrics': np.float32(0.8874294), 'contradiction': 0.040237121284008026}","{'distance': 0.8272841051314143, 'evidence_accuracy': 0.5622837370242214, 'evidence_precision': 0.5333333333333333, 'evidence_recall': 0.9477351916376306, 'evidence_f1': 0.6825595984943538, 'similarity_metrics': np.float32(0.88909656), 'contradiction': 0.0783742293715477}","{'distance': 0.8247809762202754, 'evidence_accuracy': 0.5657439446366782, 'evidence_precision': 0.5354330708661418, 'evidence_recall': 0.9477351916376306, 'evidence_f1': 0.6842767295597484, 'similarity_metrics': np.float32(0.8909199), 'contradiction': 0.08831318467855453}","{'distance': 0.8020477815699658, 'evidence_accuracy': 0.5692041522491349, 'evidence_precision': 0.5386178861788617, 'evidence_recall': 0.9233449477351916, 'evidence_f1': 0.6803594351732991, 'similarity_metrics': np.float32(0.9391779), 'contradiction': 0.9734116792678833}","{'distance': 0.8042452830188679, 'evidence_accuracy': 0.5916955017301038, 'evidence_precision': 0.5515151515151515, 'evidence_recall': 0.9512195121951219, 'evidence_f1': 0.6982097186700766, 'similarity_metrics': np.float32(0.92665267), 'contradiction': 0.9660674333572388}","{'distance': 0.7949886104783599, 'evidence_accuracy': 0.5743944636678201, 'evidence_precision': 0.5419222903885481, 'evidence_recall': 0.9233449477351916, 'evidence_f1': 0.6829896907216496, 'similarity_metrics': np.float32(0.9432018), 'contradiction': 0.9823355078697205}","{'distance': 0.0743944636678201, 'evidence_accuracy': 0.5259515570934256, 'evidence_precision': 0.6511627906976745, 'evidence_recall': 0.0975609756097561, 'evidence_f1': 0.1696969696969697, 'similarity_metrics': np.float32(0.9688741), 'contradiction': 0.1032072901725769}"
"{'distance': 0.8901660280970626, 'evidence_accuracy': 0.34651898734177217, 'evidence_precision': 0.3474714518760196, 'evidence_recall': 0.9424778761061947, 'evidence_f1': 0.5077473182359952, 'similarity_metrics': np.float32(0.8913413), 'contradiction': 0.1340305656194687}","{'distance': 0.9358974358974359, 'evidence_accuracy': 0.3860759493670886, 'evidence_precision': 0.3667763157894737, 'evidence_recall': 0.9867256637168141, 'evidence_f1': 0.5347721822541968, 'similarity_metrics': np.float32(0.9083762), 'contradiction': 0.49163585901260376}","{'distance': 0.8565840938722294, 'evidence_accuracy': 0.4161392405063291, 'evidence_precision': 0.3769363166953528, 'evidence_recall': 0.9690265486725663, 'evidence_f1': 0.5427509293680297, 'similarity_metrics': np.float32(0.90079415), 'contradiction': 0.5354668498039246}","{'distance': 0.904, 'evidence_accuracy': 0.3939873417721519, 'evidence_precision': 0.36717428087986465, 'evidence_recall': 0.9601769911504425, 'evidence_f1': 0.5312117503059975, 'similarity_metrics': np.float32(0.90785307), 'contradiction': 0.33342763781547546}","{'distance': 0.8726851851851851, 'evidence_accuracy': 0.38924050632911394, 'evidence_precision': 0.363481228668942, 'evidence_recall': 0.9424778761061947, 'evidence_f1': 0.5246305418719213, 'similarity_metrics': np.float32(0.91945463), 'contradiction': 0.045134544372558594}","{'distance': 0.9343493552168816, 'evidence_accuracy': 0.40189873417721517, 'evidence_precision': 0.3741721854304636, 'evidence_recall': 1.0, 'evidence_f1': 0.5445783132530121, 'similarity_metrics': np.float32(0.91687953), 'contradiction': 0.08378386497497559}","{'distance': 0.1487341772151899, 'evidence_accuracy': 0.6376582278481012, 'evidence_precision': 0.4842105263157895, 'evidence_recall': 0.20353982300884957, 'evidence_f1': 0.2866043613707165, 'similarity_metrics': np.float32(0.8835113), 'contradiction': 0.2535557746887207}"
"{'distance': 0.5641931684334511, 'evidence_accuracy': 0.42115384615384616, 'evidence_precision': 0.1373134328358209, 'evidence_recall': 0.7931034482758621, 'evidence_f1': 0.23409669211195933, 'similarity_metrics': np.float32(0.8294687), 'contradiction': 0.23457038402557373}","{'distance': 0.48810872027180063, 'evidence_accuracy': 0.5038461538461538, 'evidence_precision': 0.1598639455782313, 'evidence_recall': 0.8103448275862069, 'evidence_f1': 0.26704545454545453, 'similarity_metrics': np.float32(0.96847695), 'contradiction': 0.03929142653942108}",,"{'distance': 0.5557851239669421, 'evidence_accuracy': 0.4576923076923077, 'evidence_precision': 0.13398692810457516, 'evidence_recall': 0.7068965517241379, 'evidence_f1': 0.22527472527472528, 'similarity_metrics': np.float32(0.8800106), 'contradiction': 0.15790699422359467}","{'distance': 0.6035634743875278, 'evidence_accuracy': 0.41923076923076924, 'evidence_precision': 0.14327485380116958, 'evidence_recall': 0.8448275862068966, 'evidence_f1': 0.245, 'similarity_metrics': np.float32(0.7574572), 'contradiction': 0.16036082804203033}","{'distance': 0.9554973821989529, 'evidence_accuracy': 0.1423076923076923, 'evidence_precision': 0.11507936507936507, 'evidence_recall': 1.0, 'evidence_f1': 0.2064056939501779, 'similarity_metrics': np.float32(0.74330485), 'contradiction': 0.9383360743522644}","{'distance': 0.05384615384615388, 'evidence_accuracy': 0.8653846153846154, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 0.13793103448275862, 'evidence_f1': 0.18604651162790697, 'similarity_metrics': np.float32(0.9412925), 'contradiction': 0.08939550071954727}"
"{'distance': 0.8885245901639345, 'evidence_accuracy': 0.8418367346938775, 'evidence_precision': 0.9111111111111111, 'evidence_recall': 0.9162011173184358, 'evidence_f1': 0.9136490250696379, 'similarity_metrics': np.float32(0.72732127), 'contradiction': 0.9946216344833374}","{'distance': 0.7515151515151515, 'evidence_accuracy': 0.7448979591836735, 'evidence_precision': 0.9161290322580645, 'evidence_recall': 0.7932960893854749, 'evidence_f1': 0.8502994011976048, 'similarity_metrics': np.float32(0.8018848), 'contradiction': 0.998275637626648}","{'distance': 0.8853503184713376, 'evidence_accuracy': 0.8520408163265306, 'evidence_precision': 0.9213483146067416, 'evidence_recall': 0.9162011173184358, 'evidence_f1': 0.9187675070028011, 'similarity_metrics': np.float32(0.9034108), 'contradiction': 0.9968703389167786}","{'distance': 0.7840909090909091, 'evidence_accuracy': 0.7704081632653061, 'evidence_precision': 0.91875, 'evidence_recall': 0.8212290502793296, 'evidence_f1': 0.8672566371681416, 'similarity_metrics': np.float32(0.77641135), 'contradiction': 0.9958037734031677}","{'distance': 0.8626865671641791, 'evidence_accuracy': 0.8316326530612245, 'evidence_precision': 0.9195402298850575, 'evidence_recall': 0.8938547486033519, 'evidence_f1': 0.9065155807365438, 'similarity_metrics': np.float32(0.79480124), 'contradiction': 0.9979251623153687}","{'distance': 0.7759103641456583, 'evidence_accuracy': 0.7602040816326531, 'evidence_precision': 0.9230769230769231, 'evidence_recall': 0.8044692737430168, 'evidence_f1': 0.8597014925373135, 'similarity_metrics': np.float32(0.82834554), 'contradiction': 0.9921494722366333}",
"{'distance': 0.8868312757201646, 'evidence_accuracy': 0.5063131313131313, 'evidence_precision': 0.4756756756756757, 'evidence_recall': 0.9915492957746479, 'evidence_f1': 0.6429223744292237, 'similarity_metrics': np.float32(0.88377535), 'contradiction': 0.01089058443903923}","{'distance': 0.9447983014861996, 'evidence_accuracy': 0.476010101010101, 'evidence_precision': 0.4608355091383812, 'evidence_recall': 0.9943661971830986, 'evidence_f1': 0.6297948260481714, 'similarity_metrics': np.float32(0.7485454), 'contradiction': 0.0013794680126011372}","{'distance': 0.9414951245937161, 'evidence_accuracy': 0.4696969696969697, 'evidence_precision': 0.45751633986928103, 'evidence_recall': 0.9859154929577465, 'evidence_f1': 0.625, 'similarity_metrics': np.float32(0.8128121), 'contradiction': 0.004068756476044655}","{'distance': 0.9446808510638298, 'evidence_accuracy': 0.4722222222222222, 'evidence_precision': 0.4589308996088657, 'evidence_recall': 0.9915492957746479, 'evidence_f1': 0.6274509803921569, 'similarity_metrics': np.float32(0.8419446), 'contradiction': 0.0024757403880357742}","{'distance': 0.8924949290060852, 'evidence_accuracy': 0.49747474747474746, 'evidence_precision': 0.4709066305818674, 'evidence_recall': 0.9802816901408451, 'evidence_f1': 0.6361974405850092, 'similarity_metrics': np.float32(0.8354216), 'contradiction': 0.011122498661279678}","{'distance': 0.9017763845350052, 'evidence_accuracy': 0.5, 'evidence_precision': 0.47248322147651006, 'evidence_recall': 0.9915492957746479, 'evidence_f1': 0.64, 'similarity_metrics': np.float32(0.7010829), 'contradiction': 0.784913957118988}","{'distance': 0.13131313131313127, 'evidence_accuracy': 0.5290404040404041, 'evidence_precision': 0.41346153846153844, 'evidence_recall': 0.12112676056338029, 'evidence_f1': 0.18736383442265797, 'similarity_metrics': np.float32(0.8807719), 'contradiction': 0.06265527009963989}"
"{'distance': 0.8336633663366336, 'evidence_accuracy': 0.7465667915106118, 'evidence_precision': 0.7350069735006973, 'evidence_recall': 0.975925925925926, 'evidence_f1': 0.8385043754972156, 'similarity_metrics': np.float32(0.80774975), 'contradiction': 0.4198787212371826}","{'distance': 0.8102189781021898, 'evidence_accuracy': 0.7590511860174781, 'evidence_precision': 0.7440225035161744, 'evidence_recall': 0.9796296296296296, 'evidence_f1': 0.8457234212629895, 'similarity_metrics': np.float32(0.8320353), 'contradiction': 0.839802622795105}","{'distance': 0.750253807106599, 'evidence_accuracy': 0.8077403245942572, 'evidence_precision': 0.7846607669616519, 'evidence_recall': 0.9851851851851852, 'evidence_f1': 0.8735632183908046, 'similarity_metrics': np.float32(0.82257754), 'contradiction': 0.8669089674949646}","{'distance': 0.8539435248296008, 'evidence_accuracy': 0.7278401997503121, 'evidence_precision': 0.721763085399449, 'evidence_recall': 0.9703703703703703, 'evidence_f1': 0.8278041074249605, 'similarity_metrics': np.float32(0.8280395), 'contradiction': 0.002775477943941951}","{'distance': 0.8542274052478134, 'evidence_accuracy': 0.7253433208489388, 'evidence_precision': 0.7203856749311295, 'evidence_recall': 0.9685185185185186, 'evidence_f1': 0.8262243285939969, 'similarity_metrics': np.float32(0.8088677), 'contradiction': 0.15925626456737518}","{'distance': 0.8712871287128713, 'evidence_accuracy': 0.7228464419475655, 'evidence_precision': 0.7160326086956522, 'evidence_recall': 0.975925925925926, 'evidence_f1': 0.8260188087774295, 'similarity_metrics': np.float32(0.83615845), 'contradiction': 0.051995743066072464}",
"{'distance': 0.8687150837988826, 'evidence_accuracy': 0.6727272727272727, 'evidence_precision': 0.6798418972332015, 'evidence_recall': 0.9502762430939227, 'evidence_f1': 0.7926267281105991, 'similarity_metrics': np.float32(0.7278211), 'contradiction': 0.995246946811676}","{'distance': 0.970193740685544, 'evidence_accuracy': 0.509090909090909, 'evidence_precision': 0.5737179487179487, 'evidence_recall': 0.988950276243094, 'evidence_f1': 0.7261663286004056, 'similarity_metrics': np.float32(0.71568775), 'contradiction': 0.9837851524353027}","{'distance': 0.9457013574660633, 'evidence_accuracy': 0.6345454545454545, 'evidence_precision': 0.651031894934334, 'evidence_recall': 0.9585635359116023, 'evidence_f1': 0.7754189944134078, 'similarity_metrics': np.float32(0.7822223), 'contradiction': 0.961985170841217}","{'distance': 0.7301038062283737, 'evidence_accuracy': 0.6654545454545454, 'evidence_precision': 0.7050691244239631, 'evidence_recall': 0.8453038674033149, 'evidence_f1': 0.7688442211055275, 'similarity_metrics': np.float32(0.86980665), 'contradiction': 0.9970009922981262}","{'distance': 0.6004206098843323, 'evidence_accuracy': 0.6472727272727272, 'evidence_precision': 0.7320441988950276, 'evidence_recall': 0.7320441988950276, 'evidence_f1': 0.7320441988950276, 'similarity_metrics': np.float32(0.86863315), 'contradiction': 0.993194580078125}","{'distance': 0.7959697732997482, 'evidence_accuracy': 0.7054545454545454, 'evidence_precision': 0.7127659574468085, 'evidence_recall': 0.925414364640884, 'evidence_f1': 0.8052884615384615, 'similarity_metrics': np.float32(0.8721502), 'contradiction': 0.9921899437904358}",
"{'distance': 0.8929633300297324, 'evidence_accuracy': 0.6009791921664627, 'evidence_precision': 0.5971316818774446, 'evidence_recall': 0.9642105263157895, 'evidence_f1': 0.7375201288244767, 'similarity_metrics': np.float32(0.87005496), 'contradiction': 0.9113247990608215}","{'distance': 0.9106598984771573, 'evidence_accuracy': 0.594859241126071, 'evidence_precision': 0.5930232558139535, 'evidence_recall': 0.9663157894736842, 'evidence_f1': 0.734987990392314, 'similarity_metrics': np.float32(0.85011435), 'contradiction': 0.9764299988746643}",,"{'distance': 0.7497872340425532, 'evidence_accuracy': 0.631578947368421, 'evidence_precision': 0.6298507462686567, 'evidence_recall': 0.888421052631579, 'evidence_f1': 0.737117903930131, 'similarity_metrics': np.float32(0.9094671), 'contradiction': 0.9938015341758728}","{'distance': 0.4569343065693431, 'evidence_accuracy': 0.6230110159118727, 'evidence_precision': 0.6876404494382022, 'evidence_recall': 0.6442105263157895, 'evidence_f1': 0.6652173913043479, 'similarity_metrics': np.float32(0.93471503), 'contradiction': 0.9920639395713806}","{'distance': 0.6448, 'evidence_accuracy': 0.620563035495716, 'evidence_precision': 0.6386554621848739, 'evidence_recall': 0.8, 'evidence_f1': 0.7102803738317757, 'similarity_metrics': np.float32(0.92273647), 'contradiction': 0.9916859269142151}","{'distance': 0.1468788249694002, 'evidence_accuracy': 0.4724602203182375, 'evidence_precision': 0.6833333333333333, 'evidence_recall': 0.1726315789473684, 'evidence_f1': 0.2756302521008403, 'similarity_metrics': np.float32(0.91998285), 'contradiction': 0.11542829871177673}"
"{'distance': 0.9005524861878453, 'evidence_accuracy': 0.5199335548172758, 'evidence_precision': 0.5176678445229682, 'evidence_recall': 0.948220064724919, 'evidence_f1': 0.6697142857142857, 'similarity_metrics': np.float32(0.8516667), 'contradiction': 0.665194034576416}","{'distance': 0.8917456021650879, 'evidence_accuracy': 0.5199335548172758, 'evidence_precision': 0.5177935943060499, 'evidence_recall': 0.941747572815534, 'evidence_f1': 0.6681974741676234, 'similarity_metrics': np.float32(0.85365057), 'contradiction': 0.8664485812187195}","{'distance': 0.8650472334682862, 'evidence_accuracy': 0.5299003322259136, 'evidence_precision': 0.5235507246376812, 'evidence_recall': 0.9352750809061489, 'evidence_f1': 0.6713124274099884, 'similarity_metrics': np.float32(0.8321754), 'contradiction': 0.8419303297996521}","{'distance': 0.8774509803921569, 'evidence_accuracy': 0.5049833887043189, 'evidence_precision': 0.5097690941385435, 'evidence_recall': 0.9288025889967637, 'evidence_f1': 0.658256880733945, 'similarity_metrics': np.float32(0.8698609), 'contradiction': 0.859815776348114}","{'distance': 0.6629213483146068, 'evidence_accuracy': 0.632890365448505, 'evidence_precision': 0.5944206008583691, 'evidence_recall': 0.8964401294498382, 'evidence_f1': 0.7148387096774194, 'similarity_metrics': np.float32(0.9217644), 'contradiction': 0.9039201140403748}","{'distance': 0.6469273743016759, 'evidence_accuracy': 0.606312292358804, 'evidence_precision': 0.581081081081081, 'evidence_recall': 0.8349514563106796, 'evidence_f1': 0.6852589641434262, 'similarity_metrics': np.float32(0.88577735), 'contradiction': 0.9630188941955566}","{'distance': 0.154485049833887, 'evidence_accuracy': 0.5348837209302325, 'evidence_precision': 0.6559139784946236, 'evidence_recall': 0.19741100323624594, 'evidence_f1': 0.3034825870646766, 'similarity_metrics': np.float32(0.9632526), 'contradiction': 0.030746981501579285}"
"{'distance': 0.9370249728555917, 'evidence_accuracy': 0.7206632653061225, 'evidence_precision': 0.7258278145695364, 'evidence_recall': 0.9785714285714285, 'evidence_f1': 0.8334600760456273, 'similarity_metrics': np.float32(0.85235834), 'contradiction': 0.9619951248168945}","{'distance': 0.9309576837416481, 'evidence_accuracy': 0.7308673469387755, 'evidence_precision': 0.7317397078353254, 'evidence_recall': 0.9839285714285714, 'evidence_f1': 0.8392993145468393, 'similarity_metrics': np.float32(0.8486029), 'contradiction': 0.8806204199790955}","{'distance': 0.9160387513455328, 'evidence_accuracy': 0.7206632653061225, 'evidence_precision': 0.7288590604026846, 'evidence_recall': 0.9696428571428571, 'evidence_f1': 0.8321839080459771, 'similarity_metrics': np.float32(0.85119855), 'contradiction': 0.940419614315033}","{'distance': 0.9127962085308057, 'evidence_accuracy': 0.7232142857142857, 'evidence_precision': 0.7302013422818792, 'evidence_recall': 0.9714285714285714, 'evidence_f1': 0.8337164750957855, 'similarity_metrics': np.float32(0.8679056), 'contradiction': 0.9615545868873596}","{'distance': 0.8675373134328358, 'evidence_accuracy': 0.7512755102040817, 'evidence_precision': 0.7559607293127629, 'evidence_recall': 0.9625, 'evidence_f1': 0.8468185388845247, 'similarity_metrics': np.float32(0.9245493), 'contradiction': 0.9591512084007263}","{'distance': 0.9282945736434108, 'evidence_accuracy': 0.7346938775510204, 'evidence_precision': 0.7352941176470589, 'evidence_recall': 0.9821428571428571, 'evidence_f1': 0.8409785932721712, 'similarity_metrics': np.float32(0.89292186), 'contradiction': 0.9601755142211914}",
"{'distance': 0.769811320754717, 'evidence_accuracy': 0.6111111111111112, 'evidence_precision': 0.5957446808510638, 'evidence_recall': 0.8983957219251337, 'evidence_f1': 0.7164179104477613, 'similarity_metrics': np.float32(0.8329217), 'contradiction': 0.320153146982193}","{'distance': 0.7631067961165049, 'evidence_accuracy': 0.6228070175438597, 'evidence_precision': 0.6028368794326241, 'evidence_recall': 0.9090909090909091, 'evidence_f1': 0.7249466950959488, 'similarity_metrics': np.float32(0.8335849), 'contradiction': 0.5114406943321228}","{'distance': 0.581151832460733, 'evidence_accuracy': 0.5292397660818714, 'evidence_precision': 0.5585585585585585, 'evidence_recall': 0.6631016042780749, 'evidence_f1': 0.6063569682151588, 'similarity_metrics': np.float32(0.7682786), 'contradiction': 0.38169264793395996}","{'distance': 0.8532818532818532, 'evidence_accuracy': 0.5029239766081871, 'evidence_precision': 0.5255255255255256, 'evidence_recall': 0.9358288770053476, 'evidence_f1': 0.6730769230769231, 'similarity_metrics': np.float32(0.8149197), 'contradiction': 0.9448705315589905}","{'distance': 0.8003913894324853, 'evidence_accuracy': 0.5350877192982456, 'evidence_precision': 0.5445859872611465, 'evidence_recall': 0.9144385026737968, 'evidence_f1': 0.6826347305389222, 'similarity_metrics': np.float32(0.83321774), 'contradiction': 0.8327034711837769}","{'distance': 0.8618042226487523, 'evidence_accuracy': 0.5994152046783626, 'evidence_precision': 0.5816993464052288, 'evidence_recall': 0.9518716577540107, 'evidence_f1': 0.72210953346856, 'similarity_metrics': np.float32(0.8047693), 'contradiction': 0.8488017916679382}","{'distance': 0.1578947368421053, 'evidence_accuracy': 0.4824561403508772, 'evidence_precision': 0.5925925925925926, 'evidence_recall': 0.1711229946524064, 'evidence_f1': 0.2655601659751037, 'similarity_metrics': np.float32(0.8900807), 'contradiction': 0.040674321353435516}"
"{'distance': 0.9262569832402234, 'evidence_accuracy': 0.8741058655221745, 'evidence_precision': 0.8918918918918919, 'evidence_recall': 0.9737704918032787, 'evidence_f1': 0.9310344827586207, 'similarity_metrics': np.float32(0.78965914), 'contradiction': 0.05862077325582504}","{'distance': 0.5175438596491229, 'evidence_accuracy': 0.6080114449213162, 'evidence_precision': 0.8962264150943396, 'evidence_recall': 0.6229508196721312, 'evidence_f1': 0.735009671179884, 'similarity_metrics': np.float32(0.9002275), 'contradiction': 0.5648834705352783}","{'distance': 0.8766519823788547, 'evidence_accuracy': 0.8755364806866953, 'evidence_precision': 0.9066874027993779, 'evidence_recall': 0.9557377049180328, 'evidence_f1': 0.9305666400638468, 'similarity_metrics': np.float32(0.81054294), 'contradiction': 0.5553305745124817}","{'distance': 0.9371614301191766, 'evidence_accuracy': 0.8597997138769671, 'evidence_precision': 0.8820895522388059, 'evidence_recall': 0.9688524590163935, 'evidence_f1': 0.9234375, 'similarity_metrics': np.float32(0.8028352), 'contradiction': 0.1547851264476776}","{'distance': 0.5048701298701299, 'evidence_accuracy': 0.5608011444921316, 'evidence_precision': 0.8835443037974684, 'evidence_recall': 0.5721311475409836, 'evidence_f1': 0.6945273631840796, 'similarity_metrics': np.float32(0.93151486), 'contradiction': 0.9903484582901001}","{'distance': 0.850632911392405, 'evidence_accuracy': 0.8454935622317596, 'evidence_precision': 0.8921875, 'evidence_recall': 0.9360655737704918, 'evidence_f1': 0.9136000000000001, 'similarity_metrics': np.float32(0.7728877), 'contradiction': 0.9829617142677307}",
"{'distance': 0.911190053285968, 'evidence_accuracy': 0.5409139213602551, 'evidence_precision': 0.5525727069351231, 'evidence_recall': 0.9391634980988594, 'evidence_f1': 0.6957746478873239, 'similarity_metrics': np.float32(0.88900375), 'contradiction': 0.4234176278114319}","{'distance': 0.9270462633451957, 'evidence_accuracy': 0.5472901168969182, 'evidence_precision': 0.5555555555555556, 'evidence_recall': 0.9505703422053232, 'evidence_f1': 0.7012622720897616, 'similarity_metrics': np.float32(0.8768447), 'contradiction': 0.4081818163394928}","{'distance': 0.9162956366874444, 'evidence_accuracy': 0.5345377258235919, 'evidence_precision': 0.5491071428571429, 'evidence_recall': 0.935361216730038, 'evidence_f1': 0.6919831223628692, 'similarity_metrics': np.float32(0.8414346), 'contradiction': 0.5796241760253906}","{'distance': 0.9826539462272333, 'evidence_accuracy': 0.5504782146652497, 'evidence_precision': 0.5553168635875403, 'evidence_recall': 0.9828897338403042, 'evidence_f1': 0.7096774193548386, 'similarity_metrics': np.float32(0.8316256), 'contradiction': 0.7981218099594116}","{'distance': 0.8722764838467318, 'evidence_accuracy': 0.5717321997874601, 'evidence_precision': 0.5710982658959538, 'evidence_recall': 0.9391634980988594, 'evidence_f1': 0.7102803738317758, 'similarity_metrics': np.float32(0.8606093), 'contradiction': 0.9182916283607483}","{'distance': 0.9089481946624803, 'evidence_accuracy': 0.5823591923485654, 'evidence_precision': 0.5751412429378531, 'evidence_recall': 0.967680608365019, 'evidence_f1': 0.7214741318214032, 'similarity_metrics': np.float32(0.85416144), 'contradiction': 0.9538648724555969}",
"{'distance': 0.8346368715083798, 'evidence_accuracy': 0.3193384223918575, 'evidence_precision': 0.28019662921348315, 'evidence_recall': 0.8986486486486487, 'evidence_f1': 0.42719486081370445, 'similarity_metrics': np.float32(0.89393973), 'contradiction': 0.056012943387031555}","{'distance': 0.8147321428571428, 'evidence_accuracy': 0.3282442748091603, 'evidence_precision': 0.28236130867709813, 'evidence_recall': 0.8941441441441441, 'evidence_f1': 0.42918918918918925, 'similarity_metrics': np.float32(0.89863455), 'contradiction': 0.02515823021531105}","{'distance': 0.8204127161182376, 'evidence_accuracy': 0.32506361323155214, 'evidence_precision': 0.2813607370659107, 'evidence_recall': 0.8941441441441441, 'evidence_f1': 0.42803234501347703, 'similarity_metrics': np.float32(0.89141667), 'contradiction': 0.007659152150154114}","{'distance': 0.8438371444506414, 'evidence_accuracy': 0.32061068702290074, 'evidence_precision': 0.28212290502793297, 'evidence_recall': 0.9099099099099099, 'evidence_f1': 0.4307036247334755, 'similarity_metrics': np.float32(0.8251847), 'contradiction': 0.28966644406318665}","{'distance': 0.8368715083798883, 'evidence_accuracy': 0.3244274809160305, 'evidence_precision': 0.28330995792426367, 'evidence_recall': 0.9099099099099099, 'evidence_f1': 0.43208556149732624, 'similarity_metrics': np.float32(0.88073874), 'contradiction': 0.583888590335846}","{'distance': 0.9841359773371104, 'evidence_accuracy': 0.2837150127226463, 'evidence_precision': 0.2825255102040816, 'evidence_recall': 0.9977477477477478, 'evidence_f1': 0.44035785288270374, 'similarity_metrics': np.float32(0.74297875), 'contradiction': 0.045983340591192245}","{'distance': 0.007633587786259555, 'evidence_accuracy': 0.7150127226463104, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.009009009009009009, 'evidence_f1': 0.017543859649122806, 'similarity_metrics': np.float32(0.9997164), 'contradiction': 0.01552942581474781}"
"{'distance': 0.938945420906568, 'evidence_accuracy': 0.3360995850622407, 'evidence_precision': 0.31901181525241673, 'evidence_recall': 0.9801980198019802, 'evidence_f1': 0.4813614262560777, 'similarity_metrics': np.float32(0.7907021), 'contradiction': 0.7114193439483643}","{'distance': 0.95077484047402, 'evidence_accuracy': 0.31742738589211617, 'evidence_precision': 0.3105656350053362, 'evidence_recall': 0.9603960396039604, 'evidence_f1': 0.46935483870967737, 'similarity_metrics': np.float32(0.7472427), 'contradiction': 0.6322683691978455}","{'distance': 0.9654859218891917, 'evidence_accuracy': 0.31742738589211617, 'evidence_precision': 0.31216931216931215, 'evidence_recall': 0.9735973597359736, 'evidence_f1': 0.47275641025641024, 'similarity_metrics': np.float32(0.7705159), 'contradiction': 0.5821180939674377}","{'distance': 0.8205928237129485, 'evidence_accuracy': 0.3703319502074689, 'evidence_precision': 0.3211764705882353, 'evidence_recall': 0.900990099009901, 'evidence_f1': 0.4735472679965308, 'similarity_metrics': np.float32(0.929991), 'contradiction': 0.9904758334159851}","{'distance': 0.945531914893617, 'evidence_accuracy': 0.30809128630705396, 'evidence_precision': 0.30472103004291845, 'evidence_recall': 0.9372937293729373, 'evidence_f1': 0.45991902834008097, 'similarity_metrics': np.float32(0.85553014), 'contradiction': 0.9009702801704407}","{'distance': 0.8278443113772456, 'evidence_accuracy': 0.37344398340248963, 'evidence_precision': 0.32314923619271446, 'evidence_recall': 0.9075907590759076, 'evidence_f1': 0.4766031195840555, 'similarity_metrics': np.float32(0.90255564), 'contradiction': 0.9797537922859192}",
"{'distance': 0.9319066147859922, 'evidence_accuracy': 0.40973871733966744, 'evidence_precision': 0.402200488997555, 'evidence_recall': 0.9762611275964391, 'evidence_f1': 0.5696969696969697, 'similarity_metrics': np.float32(0.86173147), 'contradiction': 0.16637323796749115}","{'distance': 0.9435736677115988, 'evidence_accuracy': 0.41092636579572445, 'evidence_precision': 0.40245398773006136, 'evidence_recall': 0.973293768545994, 'evidence_f1': 0.5694444444444444, 'similarity_metrics': np.float32(0.8227634), 'contradiction': 0.17713682353496552}","{'distance': 0.9304703476482618, 'evidence_accuracy': 0.4192399049881235, 'evidence_precision': 0.40617283950617283, 'evidence_recall': 0.9762611275964391, 'evidence_f1': 0.5736704446381865, 'similarity_metrics': np.float32(0.8238822), 'contradiction': 0.42799249291419983}","{'distance': 0.8156378600823045, 'evidence_accuracy': 0.501187648456057, 'evidence_precision': 0.4432284541723666, 'evidence_recall': 0.9614243323442137, 'evidence_f1': 0.6067415730337078, 'similarity_metrics': np.float32(0.91528), 'contradiction': 0.37736329436302185}","{'distance': 0.8870370370370371, 'evidence_accuracy': 0.45724465558194777, 'evidence_precision': 0.42327365728900257, 'evidence_recall': 0.9821958456973294, 'evidence_f1': 0.5915996425379804, 'similarity_metrics': np.float32(0.9232322), 'contradiction': 0.019977586343884468}",,
