baseline,e-persona-you,e-persona-human,e-implcit-target,e-implcit-target-e-persona-you,e-implcit-target-e-persona-human,TextFoolerJin2019
,,,,"{'distance': 0.9157427937915743, 'evidence_accuracy': 0.3442857142857143, 'evidence_precision': 0.33987915407854985, 'evidence_recall': 0.9109311740890689, 'evidence_f1': 0.49504950495049505, 'similarity_metrics': np.float32(0.35220402), 'contradiction': 0.4022400975227356}",,"{'distance': 0.040000000000000036, 'evidence_accuracy': 0.6185714285714285, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 0.016194331983805668, 'evidence_f1': 0.029090909090909094, 'similarity_metrics': np.float32(0.98740005), 'contradiction': 0.026578450575470924}"
"{'distance': 0.998730964467005, 'evidence_accuracy': 0.06993736951983298, 'evidence_precision': 0.07001044932079414, 'evidence_recall': 0.9852941176470589, 'evidence_f1': 0.13073170731707315, 'similarity_metrics': np.float32(0.18487746), 'contradiction': 0.09174618124961853}","{'distance': 0.9937823834196892, 'evidence_accuracy': 0.07411273486430063, 'evidence_precision': 0.0712041884816754, 'evidence_recall': 1.0, 'evidence_f1': 0.13294232649071358, 'similarity_metrics': np.float32(0.13607305), 'contradiction': 0.3215217888355255}","{'distance': 0.9979253112033195, 'evidence_accuracy': 0.06993736951983298, 'evidence_precision': 0.07001044932079414, 'evidence_recall': 0.9852941176470589, 'evidence_f1': 0.13073170731707315, 'similarity_metrics': np.float32(0.12129244), 'contradiction': 0.23876672983169556}",,"{'distance': 0.8408360128617364, 'evidence_accuracy': 0.15762004175365343, 'evidence_precision': 0.06984866123399301, 'evidence_recall': 0.8823529411764706, 'evidence_f1': 0.12944983818770225, 'similarity_metrics': np.float32(0.27796057), 'contradiction': 0.7499399185180664}","{'distance': 0.9792060491493384, 'evidence_accuracy': 0.08037578288100208, 'evidence_precision': 0.07074973600844774, 'evidence_recall': 0.9852941176470589, 'evidence_f1': 0.13201970443349756, 'similarity_metrics': np.float32(0.48573866), 'contradiction': 0.06720133125782013}","{'distance': 0.0020876826722338038, 'evidence_accuracy': 0.9269311064718163, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9981784), 'contradiction': 0.047970350831747055}"
,"{'distance': 0.9952904238618524, 'evidence_accuracy': 0.025256511444356748, 'evidence_precision': 0.022943037974683545, 'evidence_recall': 1.0, 'evidence_f1': 0.0448569218870843, 'similarity_metrics': np.float32(0.18313259), 'contradiction': 0.33900323510169983}","{'distance': 0.9984276729559748, 'evidence_accuracy': 0.02367797947908445, 'evidence_precision': 0.022906793048973143, 'evidence_recall': 1.0, 'evidence_f1': 0.044787644787644784, 'similarity_metrics': np.float32(0.10619989), 'contradiction': 0.3476378321647644}",,,,"{'distance': 0.0023677979479084232, 'evidence_accuracy': 0.9747434885556433, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9926133), 'contradiction': 0.023212293162941933}"
,,,,,,"{'distance': 0.042857142857142816, 'evidence_accuracy': 0.7408163265306122, 'evidence_precision': 0.23809523809523808, 'evidence_recall': 0.04310344827586207, 'evidence_f1': 0.07299270072992702, 'similarity_metrics': np.float32(0.9381654), 'contradiction': 0.21988032758235931}"
,,,,,,"{'distance': 0.007692307692307665, 'evidence_accuracy': 0.7846153846153846, 'evidence_precision': 0.5, 'evidence_recall': 0.017857142857142856, 'evidence_f1': 0.03448275862068965, 'similarity_metrics': np.float32(0.9953481), 'contradiction': 0.012762072496116161}"
,,,,,,"{'distance': 0.037277147487844386, 'evidence_accuracy': 0.7212317666126418, 'evidence_precision': 0.2608695652173913, 'evidence_recall': 0.037267080745341616, 'evidence_f1': 0.06521739130434782, 'similarity_metrics': np.float32(0.9340546), 'contradiction': 0.02940036542713642}"
,,,,,,"{'distance': 0.07228915662650603, 'evidence_accuracy': 0.48881239242685026, 'evidence_precision': 0.5476190476190477, 'evidence_recall': 0.07641196013289037, 'evidence_f1': 0.1341107871720117, 'similarity_metrics': np.float32(0.9505745), 'contradiction': 0.02062477171421051}"
,,,,,,"{'distance': 0.02309782608695654, 'evidence_accuracy': 0.6535326086956522, 'evidence_precision': 0.23529411764705882, 'evidence_recall': 0.016260162601626018, 'evidence_f1': 0.030418250950570346, 'similarity_metrics': np.float32(0.9739809), 'contradiction': 0.015465797856450081}"
,,,,,,
,,,,,"{'distance': 0.3389296956977964, 'evidence_accuracy': 0.4288537549407115, 'evidence_precision': 0.23979591836734693, 'evidence_recall': 0.25133689839572193, 'evidence_f1': 0.2454308093994778, 'similarity_metrics': np.float32(0.99263096), 'contradiction': 0.12491150200366974}","{'distance': 0.005928853754940677, 'evidence_accuracy': 0.6343873517786561, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.010752688172043012, 'evidence_f1': 0.021164021164021166, 'similarity_metrics': np.float32(0.99916387), 'contradiction': 0.056733906269073486}"
,,,,,,"{'distance': 0.06521739130434778, 'evidence_accuracy': 0.7364130434782609, 'evidence_precision': 0.125, 'evidence_recall': 0.0379746835443038, 'evidence_f1': 0.05825242718446602, 'similarity_metrics': np.float32(0.98653007), 'contradiction': 0.6461642980575562}"
,"{'distance': 0.9981060606060606, 'evidence_accuracy': 0.44285714285714284, 'evidence_precision': 0.44232602478551003, 'evidence_recall': 1.0, 'evidence_f1': 0.6133509583608724, 'similarity_metrics': np.float32(0.1265473), 'contradiction': 0.5344669818878174}",,,,,"{'distance': 0.0028571428571428914, 'evidence_accuracy': 0.559047619047619, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.004310344827586207, 'evidence_f1': 0.008565310492505354, 'similarity_metrics': np.float32(0.996203), 'contradiction': 0.004049395676702261}"
,,,,,,"{'distance': 0.04509283819628651, 'evidence_accuracy': 0.7082228116710876, 'evidence_precision': 0.23529411764705882, 'evidence_recall': 0.039603960396039604, 'evidence_f1': 0.06779661016949154, 'similarity_metrics': np.float32(0.98335344), 'contradiction': 0.010356063023209572}"
,,,,,,"{'distance': 0.0011198208286674616, 'evidence_accuracy': 0.6774916013437849, 'evidence_precision': 1.0, 'evidence_recall': 0.0034602076124567475, 'evidence_f1': 0.006896551724137931, 'similarity_metrics': np.float32(1.0000001), 'contradiction': 0.020191235467791557}"
,,"{'distance': 0.4086206896551724, 'evidence_accuracy': 0.5138461538461538, 'evidence_precision': 0.23452768729641693, 'evidence_recall': 0.47058823529411764, 'evidence_f1': 0.31304347826086953, 'similarity_metrics': np.float32(0.99249744), 'contradiction': 0.47755539417266846}","{'distance': 0.4386266094420601, 'evidence_accuracy': 0.5307692307692308, 'evidence_precision': 0.2654320987654321, 'evidence_recall': 0.5620915032679739, 'evidence_f1': 0.360587002096436, 'similarity_metrics': np.float32(0.987497), 'contradiction': 0.9029804468154907}",,,"{'distance': 0.007692307692307665, 'evidence_accuracy': 0.7661538461538462, 'evidence_precision': 0.6, 'evidence_recall': 0.0196078431372549, 'evidence_f1': 0.0379746835443038, 'similarity_metrics': np.float32(0.9957912), 'contradiction': 0.07642757147550583}"
,,,,,,"{'distance': 0.05779334500875655, 'evidence_accuracy': 0.6339754816112084, 'evidence_precision': 0.4411764705882353, 'evidence_recall': 0.07317073170731707, 'evidence_f1': 0.12552301255230128, 'similarity_metrics': np.float32(0.954492), 'contradiction': 0.4622519910335541}"
,"{'distance': 0.996537795729948, 'evidence_accuracy': 0.5382387022016223, 'evidence_precision': 0.539175856065003, 'evidence_recall': 0.9967811158798283, 'evidence_f1': 0.6998116760828625, 'similarity_metrics': np.float32(0.08768918), 'contradiction': 0.1271483302116394}",,,,"{'distance': 0.9844357976653697, 'evidence_accuracy': 0.5388180764774044, 'evidence_precision': 0.5397196261682243, 'evidence_recall': 0.9914163090128756, 'evidence_f1': 0.6989409984871408, 'similarity_metrics': np.float32(0.5418204), 'contradiction': 0.7079517841339111}","{'distance': 0.0034762456546929554, 'evidence_accuracy': 0.4600231749710313, 'evidence_precision': 0.5, 'evidence_recall': 0.003218884120171674, 'evidence_f1': 0.006396588486140725, 'similarity_metrics': np.float32(0.9999111), 'contradiction': 0.029173532500863075}"
"{'distance': 0.3252734599884859, 'evidence_accuracy': 0.461864406779661, 'evidence_precision': 0.28888888888888886, 'evidence_recall': 0.29213483146067415, 'evidence_f1': 0.2905027932960894, 'similarity_metrics': np.float32(0.9977112), 'contradiction': 0.22676756978034973}","{'distance': 0.9978947368421053, 'evidence_accuracy': 0.3781779661016949, 'evidence_precision': 0.37751855779427357, 'evidence_recall': 1.0, 'evidence_f1': 0.548113933795227, 'similarity_metrics': np.float32(0.18799455), 'contradiction': 0.9090725779533386}","{'distance': 0.3252734599884859, 'evidence_accuracy': 0.461864406779661, 'evidence_precision': 0.28888888888888886, 'evidence_recall': 0.29213483146067415, 'evidence_f1': 0.2905027932960894, 'similarity_metrics': np.float32(0.9977112), 'contradiction': 0.22676756978034973}","{'distance': 0.3271889400921659, 'evidence_accuracy': 0.461864406779661, 'evidence_precision': 0.2900552486187845, 'evidence_recall': 0.2949438202247191, 'evidence_f1': 0.29247910863509746, 'similarity_metrics': np.float32(0.9977112), 'contradiction': 0.22676756978034973}","{'distance': 0.3271889400921659, 'evidence_accuracy': 0.461864406779661, 'evidence_precision': 0.2900552486187845, 'evidence_recall': 0.2949438202247191, 'evidence_f1': 0.29247910863509746, 'similarity_metrics': np.float32(0.9977112), 'contradiction': 0.22676756978034973}","{'distance': 0.3325635103926097, 'evidence_accuracy': 0.4555084745762712, 'evidence_precision': 0.28532608695652173, 'evidence_recall': 0.2949438202247191, 'evidence_f1': 0.2900552486187845, 'similarity_metrics': np.float32(0.9972257), 'contradiction': 0.1951097846031189}","{'distance': 0.0021186440677966045, 'evidence_accuracy': 0.6207627118644068, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.99690986), 'contradiction': 0.024262243881821632}"
"{'distance': 0.4644351464435147, 'evidence_accuracy': 0.5340236686390533, 'evidence_precision': 0.42783505154639173, 'evidence_recall': 0.640926640926641, 'evidence_f1': 0.5131375579598145, 'similarity_metrics': np.float32(0.98011965), 'contradiction': 0.17678050696849823}","{'distance': 0.9955849889624724, 'evidence_accuracy': 0.3853550295857988, 'evidence_precision': 0.3839881393624907, 'evidence_recall': 1.0, 'evidence_f1': 0.5549009105516872, 'similarity_metrics': np.float32(0.15501541), 'contradiction': 0.20268607139587402}","{'distance': 0.466046511627907, 'evidence_accuracy': 0.5310650887573964, 'evidence_precision': 0.4254498714652956, 'evidence_recall': 0.638996138996139, 'evidence_f1': 0.5108024691358025, 'similarity_metrics': np.float32(0.98117083), 'contradiction': 0.14983287453651428}","{'distance': 0.4669767441860465, 'evidence_accuracy': 0.5318047337278107, 'evidence_precision': 0.42618741976893454, 'evidence_recall': 0.640926640926641, 'evidence_f1': 0.5119506553585196, 'similarity_metrics': np.float32(0.9798894), 'contradiction': 0.7724883556365967}","{'distance': 0.49120304327151687, 'evidence_accuracy': 0.5539940828402367, 'evidence_precision': 0.4479804161566707, 'evidence_recall': 0.7065637065637066, 'evidence_f1': 0.548314606741573, 'similarity_metrics': np.float32(0.98025554), 'contradiction': 0.7739739418029785}","{'distance': 0.9666897987508675, 'evidence_accuracy': 0.39571005917159763, 'evidence_precision': 0.3878469617404351, 'evidence_recall': 0.9980694980694981, 'evidence_f1': 0.5586169638033496, 'similarity_metrics': np.float32(0.6793098), 'contradiction': 0.2125159651041031}","{'distance': 0.00295857988165682, 'evidence_accuracy': 0.6153846153846154, 'evidence_precision': 0.25, 'evidence_recall': 0.0019305019305019305, 'evidence_f1': 0.003831417624521073, 'similarity_metrics': np.float32(0.98934186), 'contradiction': 0.0824945867061615}"
,,,,,,"{'distance': 0.02352941176470591, 'evidence_accuracy': 0.7705882352941177, 'evidence_precision': 0.125, 'evidence_recall': 0.013888888888888888, 'evidence_f1': 0.024999999999999998, 'similarity_metrics': np.float32(0.96154624), 'contradiction': 0.10215947031974792}"
,,,"{'distance': 0.20465567410281282, 'evidence_accuracy': 0.7412844036697248, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.94056046), 'contradiction': 0.9776291847229004}","{'distance': 0.9244186046511628, 'evidence_accuracy': 0.05871559633027523, 'evidence_precision': 0.011560693641618497, 'evidence_recall': 1.0, 'evidence_f1': 0.022857142857142854, 'similarity_metrics': np.float32(0.39182657), 'contradiction': 0.005202693399041891}",,"{'distance': 0.00917431192660545, 'evidence_accuracy': 0.9834862385321101, 'evidence_precision': 0.2, 'evidence_recall': 0.16666666666666666, 'evidence_f1': 0.1818181818181818, 'similarity_metrics': np.float32(0.9877957), 'contradiction': 0.020636890083551407}"
,,,"{'distance': 0.987603305785124, 'evidence_accuracy': 0.39787234042553193, 'evidence_precision': 0.39400428265524623, 'evidence_recall': 1.0, 'evidence_f1': 0.5652841781874041, 'similarity_metrics': np.float32(0.40216094), 'contradiction': 0.9095895886421204}",,,
,,,,"{'distance': 0.9404096834264432, 'evidence_accuracy': 0.2127659574468085, 'evidence_precision': 0.20119521912350596, 'evidence_recall': 0.9439252336448598, 'evidence_f1': 0.33169129720853857, 'similarity_metrics': np.float32(0.44175196), 'contradiction': 0.6395936608314514}",,"{'distance': 0.009671179883945835, 'evidence_accuracy': 0.7911025145067698, 'evidence_precision': 0.4, 'evidence_recall': 0.018691588785046728, 'evidence_f1': 0.03571428571428571, 'similarity_metrics': np.float32(0.97797114), 'contradiction': 0.006952849216759205}"
,,,,"{'distance': 0.5474031327287716, 'evidence_accuracy': 0.38658536585365855, 'evidence_precision': 0.24014665444546288, 'evidence_recall': 0.5968109339407744, 'evidence_f1': 0.34248366013071896, 'similarity_metrics': np.float32(0.8877605), 'contradiction': 0.924113929271698}",,"{'distance': 0.008536585365853666, 'evidence_accuracy': 0.7298780487804878, 'evidence_precision': 0.35714285714285715, 'evidence_recall': 0.011389521640091117, 'evidence_f1': 0.022075055187637974, 'similarity_metrics': np.float32(0.9984353), 'contradiction': 0.05073758214712143}"
,,,,,,"{'distance': 0.009478672985781977, 'evidence_accuracy': 0.70521327014218, 'evidence_precision': 0.6, 'evidence_recall': 0.019169329073482427, 'evidence_f1': 0.03715170278637771, 'similarity_metrics': np.float32(0.97859585), 'contradiction': 0.0031626801937818527}"
,,,,,,"{'distance': 0.013429752066115741, 'evidence_accuracy': 0.737603305785124, 'evidence_precision': 0.6153846153846154, 'evidence_recall': 0.0311284046692607, 'evidence_f1': 0.05925925925925926, 'similarity_metrics': np.float32(0.9934302), 'contradiction': 0.05225537717342377}"
,"{'distance': 0.9901639344262295, 'evidence_accuracy': 0.3449419568822554, 'evidence_precision': 0.3466666666666667, 'evidence_recall': 0.985781990521327, 'evidence_f1': 0.5129469790382244, 'similarity_metrics': np.float32(0.14958999), 'contradiction': 0.19589905440807343}",,"{'distance': 0.987012987012987, 'evidence_accuracy': 0.35323383084577115, 'evidence_precision': 0.35058430717863104, 'evidence_recall': 0.995260663507109, 'evidence_f1': 0.5185185185185185, 'similarity_metrics': np.float32(0.092539966), 'contradiction': 0.34560897946357727}","{'distance': 0.9329446064139941, 'evidence_accuracy': 0.3548922056384743, 'evidence_precision': 0.3476027397260274, 'evidence_recall': 0.9620853080568721, 'evidence_f1': 0.5106918238993712, 'similarity_metrics': np.float32(0.3328691), 'contradiction': 0.22902846336364746}","{'distance': 0.9313304721030042, 'evidence_accuracy': 0.3482587064676617, 'evidence_precision': 0.3431034482758621, 'evidence_recall': 0.943127962085308, 'evidence_f1': 0.5031605562579015, 'similarity_metrics': np.float32(0.9231076), 'contradiction': 0.10187388956546783}","{'distance': 0.0016583747927031434, 'evidence_accuracy': 0.648424543946932, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.97064245), 'contradiction': 0.016638943925499916}"
,"{'distance': 0.9863247863247864, 'evidence_accuracy': 0.4930795847750865, 'evidence_precision': 0.49477351916376305, 'evidence_recall': 0.9895470383275261, 'evidence_f1': 0.659698025551684, 'similarity_metrics': np.float32(0.080261745), 'contradiction': 0.29871314764022827}",,,,,"{'distance': 0.0034602076124568004, 'evidence_accuracy': 0.5069204152249135, 'evidence_precision': 1.0, 'evidence_recall': 0.006968641114982578, 'evidence_f1': 0.01384083044982699, 'similarity_metrics': np.float32(0.9993199), 'contradiction': 0.04952661320567131}"
,,,,,,"{'distance': 0.006329113924050667, 'evidence_accuracy': 0.6424050632911392, 'evidence_precision': 0.5, 'evidence_recall': 0.008849557522123894, 'evidence_f1': 0.017391304347826087, 'similarity_metrics': np.float32(0.99579453), 'contradiction': 0.07874924689531326}"
"{'distance': 0.37184873949579833, 'evidence_accuracy': 0.5192307692307693, 'evidence_precision': 0.06756756756756757, 'evidence_recall': 0.25862068965517243, 'evidence_f1': 0.10714285714285715, 'similarity_metrics': np.float32(0.9976558), 'contradiction': 0.05195000395178795}",,"{'distance': 0.25391849529780564, 'evidence_accuracy': 0.6134615384615385, 'evidence_precision': 0.06134969325153374, 'evidence_recall': 0.1724137931034483, 'evidence_f1': 0.09049773755656108, 'similarity_metrics': np.float32(0.9958236), 'contradiction': 0.06344546377658844}",,"{'distance': 0.37184873949579833, 'evidence_accuracy': 0.5192307692307693, 'evidence_precision': 0.06756756756756757, 'evidence_recall': 0.25862068965517243, 'evidence_f1': 0.10714285714285715, 'similarity_metrics': np.float32(0.9976558), 'contradiction': 0.05195000395178795}","{'distance': 0.9058823529411765, 'evidence_accuracy': 0.16538461538461538, 'evidence_precision': 0.11788617886178862, 'evidence_recall': 1.0, 'evidence_f1': 0.2109090909090909, 'similarity_metrics': np.float32(0.7136451), 'contradiction': 0.13298332691192627}","{'distance': 0.0019230769230769162, 'evidence_accuracy': 0.8865384615384615, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(1.0), 'contradiction': 0.01765289157629013}"
,,,,,"{'distance': 0.37874659400544963, 'evidence_accuracy': 0.3520408163265306, 'evidence_precision': 0.8170731707317073, 'evidence_recall': 0.3743016759776536, 'evidence_f1': 0.5134099616858236, 'similarity_metrics': np.float32(0.97793514), 'contradiction': 0.9960086345672607}","{'distance': 0.18877551020408168, 'evidence_accuracy': 0.25510204081632654, 'evidence_precision': 0.9459459459459459, 'evidence_recall': 0.19553072625698323, 'evidence_f1': 0.32407407407407407, 'similarity_metrics': np.float32(0.91575825), 'contradiction': 0.012072017416357994}"
,"{'distance': 0.9974937343358397, 'evidence_accuracy': 0.4494949494949495, 'evidence_precision': 0.44879898862199746, 'evidence_recall': 1.0, 'evidence_f1': 0.6195462478184991, 'similarity_metrics': np.float32(0.07227166), 'contradiction': 0.6735179424285889}","{'distance': 0.9974905897114178, 'evidence_accuracy': 0.4494949494949495, 'evidence_precision': 0.44879898862199746, 'evidence_recall': 1.0, 'evidence_f1': 0.6195462478184991, 'similarity_metrics': np.float32(0.05234781), 'contradiction': 0.6768786907196045}",,,,"{'distance': 0.002525252525252486, 'evidence_accuracy': 0.5542929292929293, 'evidence_precision': 1.0, 'evidence_recall': 0.005633802816901409, 'evidence_f1': 0.011204481792717087, 'similarity_metrics': np.float32(0.98264754), 'contradiction': 0.06064489856362343}"
,,,,"{'distance': 0.9754299754299754, 'evidence_accuracy': 0.66167290886392, 'evidence_precision': 0.6700379266750948, 'evidence_recall': 0.9814814814814815, 'evidence_f1': 0.7963936889556724, 'similarity_metrics': np.float32(0.6012012), 'contradiction': 0.9229871034622192}",,"{'distance': 0.04744069912609239, 'evidence_accuracy': 0.35830212234706615, 'evidence_precision': 0.8421052631578947, 'evidence_recall': 0.05925925925925926, 'evidence_f1': 0.11072664359861592, 'similarity_metrics': np.float32(0.9813818), 'contradiction': 0.006329636089503765}"
,,,"{'distance': 0.2894482090997096, 'evidence_accuracy': 0.4636363636363636, 'evidence_precision': 0.6830601092896175, 'evidence_recall': 0.3453038674033149, 'evidence_f1': 0.4587155963302752, 'similarity_metrics': np.float32(0.92465454), 'contradiction': 0.9942541718482971}","{'distance': 0.2836398838334947, 'evidence_accuracy': 0.4581818181818182, 'evidence_precision': 0.6777777777777778, 'evidence_recall': 0.3370165745856354, 'evidence_f1': 0.45018450184501846, 'similarity_metrics': np.float32(0.9450594), 'contradiction': 0.9912290573120117}","{'distance': 0.287512100677638, 'evidence_accuracy': 0.4618181818181818, 'evidence_precision': 0.6813186813186813, 'evidence_recall': 0.3425414364640884, 'evidence_f1': 0.45588235294117646, 'similarity_metrics': np.float32(0.94373024), 'contradiction': 0.9915163516998291}","{'distance': 0.09636363636363632, 'evidence_accuracy': 0.3618181818181818, 'evidence_precision': 0.6037735849056604, 'evidence_recall': 0.08839779005524862, 'evidence_f1': 0.15421686746987953, 'similarity_metrics': np.float32(0.82937026), 'contradiction': 0.013751806691288948}"
"{'distance': 0.9109364767518009, 'evidence_accuracy': 0.5385556915544676, 'evidence_precision': 0.5653333333333334, 'evidence_recall': 0.8926315789473684, 'evidence_f1': 0.6922448979591838, 'similarity_metrics': np.float32(0.57793903), 'contradiction': 0.2448846697807312}","{'distance': 0.9927184466019418, 'evidence_accuracy': 0.5850673194614443, 'evidence_precision': 0.5835380835380836, 'evidence_recall': 1.0, 'evidence_f1': 0.7370054305663306, 'similarity_metrics': np.float32(0.103125736), 'contradiction': 0.5385938882827759}","{'distance': 0.9927184466019418, 'evidence_accuracy': 0.5850673194614443, 'evidence_precision': 0.5835380835380836, 'evidence_recall': 1.0, 'evidence_f1': 0.7370054305663306, 'similarity_metrics': np.float32(0.103125736), 'contradiction': 0.5385938882827759}",,"{'distance': 0.9568500539374326, 'evidence_accuracy': 0.5691554467564259, 'evidence_precision': 0.5771643663739021, 'evidence_recall': 0.968421052631579, 'evidence_f1': 0.7232704402515724, 'similarity_metrics': np.float32(0.31933445), 'contradiction': 0.1323852837085724}","{'distance': 0.9677072120559742, 'evidence_accuracy': 0.5789473684210527, 'evidence_precision': 0.5815691158156912, 'evidence_recall': 0.9831578947368421, 'evidence_f1': 0.730829420970266, 'similarity_metrics': np.float32(0.7772549), 'contradiction': 0.6829094886779785}","{'distance': 0.07221542227662181, 'evidence_accuracy': 0.4222766217870257, 'evidence_precision': 0.5254237288135594, 'evidence_recall': 0.06526315789473684, 'evidence_f1': 0.11610486891385768, 'similarity_metrics': np.float32(0.93731815), 'contradiction': 0.028361806645989418}"
,,,,"{'distance': 0.9304733727810651, 'evidence_accuracy': 0.4418604651162791, 'evidence_precision': 0.4756756756756757, 'evidence_recall': 0.8543689320388349, 'evidence_f1': 0.611111111111111, 'similarity_metrics': np.float32(0.34908557), 'contradiction': 0.02533835731446743}",,"{'distance': 0.08139534883720934, 'evidence_accuracy': 0.4950166112956811, 'evidence_precision': 0.5510204081632653, 'evidence_recall': 0.08737864077669903, 'evidence_f1': 0.15083798882681565, 'similarity_metrics': np.float32(0.9466981), 'contradiction': 0.016040200367569923}"
,,,,,,"{'distance': 0.06632653061224492, 'evidence_accuracy': 0.3086734693877551, 'evidence_precision': 0.6730769230769231, 'evidence_recall': 0.0625, 'evidence_f1': 0.11437908496732026, 'similarity_metrics': np.float32(0.8950137), 'contradiction': 0.03551538288593292}"
