baseline,e-persona-you,e-persona-human,e-implcit-target,e-implcit-target-e-persona-you,e-implcit-target-e-persona-human,TextFoolerJin2019
"{'distance': 0.7311960542540075, 'evidence_accuracy': 0.6894308943089431, 'evidence_precision': 0.717948717948718, 'evidence_recall': 0.883495145631068, 'evidence_f1': 0.7921653971708378, 'similarity_metrics': np.float32(0.8553216), 'contradiction': 0.729698896408081}","{'distance': 0.7920410783055198, 'evidence_accuracy': 0.7040650406504065, 'evidence_precision': 0.7153558052434457, 'evidence_recall': 0.9271844660194175, 'evidence_f1': 0.8076109936575053, 'similarity_metrics': np.float32(0.834287), 'contradiction': 0.9295734167098999}","{'distance': 0.7518248175182481, 'evidence_accuracy': 0.6878048780487804, 'evidence_precision': 0.7140077821011673, 'evidence_recall': 0.8907766990291263, 'evidence_f1': 0.7926565874730022, 'similarity_metrics': np.float32(0.8561121), 'contradiction': 0.8079498410224915}","{'distance': 0.8682080924855491, 'evidence_accuracy': 0.656910569105691, 'evidence_precision': 0.6797853309481217, 'evidence_recall': 0.9223300970873787, 'evidence_f1': 0.7826982492276005, 'similarity_metrics': np.float32(0.80298007), 'contradiction': 0.5933674573898315}","{'distance': 0.8548185231539425, 'evidence_accuracy': 0.6585365853658537, 'evidence_precision': 0.6810035842293907, 'evidence_recall': 0.9223300970873787, 'evidence_f1': 0.7835051546391752, 'similarity_metrics': np.float32(0.8106932), 'contradiction': 0.9685332775115967}","{'distance': 0.9093023255813953, 'evidence_accuracy': 0.6617886178861788, 'evidence_precision': 0.6770833333333334, 'evidence_recall': 0.9466019417475728, 'evidence_f1': 0.7894736842105264, 'similarity_metrics': np.float32(0.74654055), 'contradiction': 0.766059935092926}",
"{'distance': 0.9558359621451105, 'evidence_accuracy': 0.23980222496909764, 'evidence_precision': 0.2880371660859466, 'evidence_recall': 0.992, 'evidence_f1': 0.4464446444644464, 'similarity_metrics': np.float32(0.8668939), 'contradiction': 0.019129762426018715}","{'distance': 0.6963528413910094, 'evidence_accuracy': 0.36093943139678614, 'evidence_precision': 0.30338733431516934, 'evidence_recall': 0.824, 'evidence_f1': 0.44348762109795475, 'similarity_metrics': np.float32(0.893899), 'contradiction': 0.16622738540172577}","{'distance': 0.9518324607329843, 'evidence_accuracy': 0.32014833127317677, 'evidence_precision': 0.30916030534351147, 'evidence_recall': 0.972, 'evidence_f1': 0.4691119691119692, 'similarity_metrics': np.float32(0.8399719), 'contradiction': 0.01996237225830555}",,,"{'distance': 0.8661567877629063, 'evidence_accuracy': 0.3337453646477132, 'evidence_precision': 0.3044654939106901, 'evidence_recall': 0.9, 'evidence_f1': 0.45500505561172905, 'similarity_metrics': np.float32(0.85830843), 'contradiction': 0.3481943905353546}",
"{'distance': 0.8941798941798942, 'evidence_accuracy': 0.5336322869955157, 'evidence_precision': 0.5288461538461539, 'evidence_recall': 0.9482758620689655, 'evidence_f1': 0.6790123456790123, 'similarity_metrics': np.float32(0.8448723), 'contradiction': 0.9868115782737732}","{'distance': 0.8973451327433628, 'evidence_accuracy': 0.5515695067264574, 'evidence_precision': 0.5382775119617225, 'evidence_recall': 0.9698275862068966, 'evidence_f1': 0.6923076923076923, 'similarity_metrics': np.float32(0.81093603), 'contradiction': 0.3148737847805023}","{'distance': 0.9283018867924528, 'evidence_accuracy': 0.49551569506726456, 'evidence_precision': 0.5081967213114754, 'evidence_recall': 0.9353448275862069, 'evidence_f1': 0.6585735963581184, 'similarity_metrics': np.float32(0.8694598), 'contradiction': 0.19839484989643097}","{'distance': 0.7111801242236024, 'evidence_accuracy': 0.5, 'evidence_precision': 0.5126760563380282, 'evidence_recall': 0.7844827586206896, 'evidence_f1': 0.6201022146507665, 'similarity_metrics': np.float32(0.91270846), 'contradiction': 0.9852988719940186}","{'distance': 0.35388409371146734, 'evidence_accuracy': 0.5695067264573991, 'evidence_precision': 0.6075268817204301, 'evidence_recall': 0.4870689655172414, 'evidence_f1': 0.5406698564593301, 'similarity_metrics': np.float32(0.9802757), 'contradiction': 0.983150064945221}","{'distance': 0.8636363636363636, 'evidence_accuracy': 0.47533632286995514, 'evidence_precision': 0.49754901960784315, 'evidence_recall': 0.875, 'evidence_f1': 0.634375, 'similarity_metrics': np.float32(0.8902532), 'contradiction': 0.9987725615501404}",
"{'distance': 0.9641909814323607, 'evidence_accuracy': 0.5597069597069597, 'evidence_precision': 0.5638536221060493, 'evidence_recall': 0.977979274611399, 'evidence_f1': 0.7153008053055424, 'similarity_metrics': np.float32(0.7897066), 'contradiction': 0.17216593027114868}","{'distance': 0.9636608344549125, 'evidence_accuracy': 0.5597069597069597, 'evidence_precision': 0.5638536221060493, 'evidence_recall': 0.977979274611399, 'evidence_f1': 0.7153008053055424, 'similarity_metrics': np.float32(0.79072833), 'contradiction': 0.3542380630970001}","{'distance': 0.9655884377150723, 'evidence_accuracy': 0.5604395604395604, 'evidence_precision': 0.5640834575260805, 'evidence_recall': 0.9805699481865285, 'evidence_f1': 0.7161778618732261, 'similarity_metrics': np.float32(0.77608687), 'contradiction': 0.39736613631248474}","{'distance': 0.8342089900758902, 'evidence_accuracy': 0.504029304029304, 'evidence_precision': 0.5387755102040817, 'evidence_recall': 0.8549222797927462, 'evidence_f1': 0.6609914872308462, 'similarity_metrics': np.float32(0.87528265), 'contradiction': 0.9862026572227478}","{'distance': 0.90311004784689, 'evidence_accuracy': 0.5347985347985348, 'evidence_precision': 0.553307392996109, 'evidence_recall': 0.9209844559585493, 'evidence_f1': 0.6912980068060284, 'similarity_metrics': np.float32(0.82283604), 'contradiction': 0.7587864995002747}","{'distance': 0.7414634146341463, 'evidence_accuracy': 0.5787545787545788, 'evidence_precision': 0.5894641235240691, 'evidence_recall': 0.8406735751295337, 'evidence_f1': 0.6930058729311266, 'similarity_metrics': np.float32(0.84565204), 'contradiction': 0.695642352104187}",
"{'distance': 0.7319884726224783, 'evidence_accuracy': 0.7139830508474576, 'evidence_precision': 0.8601583113456465, 'evidence_recall': 0.7990196078431373, 'evidence_f1': 0.8284625158831004, 'similarity_metrics': np.float32(0.8463699), 'contradiction': 0.2847677767276764}",,,"{'distance': 0.454335260115607, 'evidence_accuracy': 0.4936440677966102, 'evidence_precision': 0.8565400843881856, 'evidence_recall': 0.49754901960784315, 'evidence_f1': 0.6294573643410853, 'similarity_metrics': np.float32(0.96761364), 'contradiction': 0.9829672574996948}","{'distance': 0.34900117508813155, 'evidence_accuracy': 0.4322033898305085, 'evidence_precision': 0.8571428571428571, 'evidence_recall': 0.4117647058823529, 'evidence_f1': 0.5562913907284768, 'similarity_metrics': np.float32(0.9673414), 'contradiction': 0.982864499092102}","{'distance': 0.9261637239165329, 'evidence_accuracy': 0.826271186440678, 'evidence_precision': 0.8606194690265486, 'evidence_recall': 0.9534313725490197, 'evidence_f1': 0.9046511627906977, 'similarity_metrics': np.float32(0.8209788), 'contradiction': 0.8922052979469299}",
"{'distance': 0.9043173862310385, 'evidence_accuracy': 0.5560897435897436, 'evidence_precision': 0.5351629502572899, 'evidence_recall': 0.9811320754716981, 'evidence_f1': 0.6925638179800222, 'similarity_metrics': np.float32(0.8424251), 'contradiction': 0.024313874542713165}",,,,"{'distance': 0.40372670807453415, 'evidence_accuracy': 0.4983974358974359, 'evidence_precision': 0.5086505190311419, 'evidence_recall': 0.46226415094339623, 'evidence_f1': 0.4843492586490939, 'similarity_metrics': np.float32(0.9436607), 'contradiction': 0.988807737827301}","{'distance': 0.6335583413693346, 'evidence_accuracy': 0.4855769230769231, 'evidence_precision': 0.4965675057208238, 'evidence_recall': 0.6823899371069182, 'evidence_f1': 0.5748344370860926, 'similarity_metrics': np.float32(0.918118), 'contradiction': 0.9796849489212036}",
"{'distance': 0.779837775202781, 'evidence_accuracy': 0.6963746223564955, 'evidence_precision': 0.6878306878306878, 'evidence_recall': 0.9420289855072463, 'evidence_f1': 0.7951070336391438, 'similarity_metrics': np.float32(0.9020981), 'contradiction': 0.13124404847621918}",,"{'distance': 0.9715025906735751, 'evidence_accuracy': 0.6148036253776435, 'evidence_precision': 0.6221198156682027, 'evidence_recall': 0.9782608695652174, 'evidence_f1': 0.76056338028169, 'similarity_metrics': np.float32(0.8226323), 'contradiction': 0.9583389163017273}","{'distance': 0.42175066312997345, 'evidence_accuracy': 0.5755287009063444, 'evidence_precision': 0.6985074626865672, 'evidence_recall': 0.5652173913043478, 'evidence_f1': 0.6248331108144192, 'similarity_metrics': np.float32(0.9512962), 'contradiction': 0.9793322086334229}","{'distance': 0.5872093023255813, 'evidence_accuracy': 0.6858006042296072, 'evidence_precision': 0.7172995780590717, 'evidence_recall': 0.821256038647343, 'evidence_f1': 0.7657657657657657, 'similarity_metrics': np.float32(0.951897), 'contradiction': 0.9813799262046814}","{'distance': 0.9209157127991675, 'evidence_accuracy': 0.6435045317220544, 'evidence_precision': 0.64171974522293, 'evidence_recall': 0.9734299516908212, 'evidence_f1': 0.7735124760076775, 'similarity_metrics': np.float32(0.8584526), 'contradiction': 0.7944968938827515}",
"{'distance': 0.8748627881448957, 'evidence_accuracy': 0.1939655172413793, 'evidence_precision': 0.1265625, 'evidence_recall': 0.9759036144578314, 'evidence_f1': 0.22406639004149376, 'similarity_metrics': np.float32(0.8975513), 'contradiction': 0.8083856105804443}","{'distance': 0.8314014752370917, 'evidence_accuracy': 0.21264367816091953, 'evidence_precision': 0.12560386473429952, 'evidence_recall': 0.9397590361445783, 'evidence_f1': 0.2215909090909091, 'similarity_metrics': np.float32(0.8772744), 'contradiction': 0.3767193555831909}","{'distance': 0.9163987138263665, 'evidence_accuracy': 0.16666666666666666, 'evidence_precision': 0.121765601217656, 'evidence_recall': 0.963855421686747, 'evidence_f1': 0.2162162162162162, 'similarity_metrics': np.float32(0.88255346), 'contradiction': 0.06988616287708282}","{'distance': 0.8568548387096774, 'evidence_accuracy': 0.21551724137931033, 'evidence_precision': 0.13078149920255183, 'evidence_recall': 0.9879518072289156, 'evidence_f1': 0.23098591549295774, 'similarity_metrics': np.float32(0.8880817), 'contradiction': 0.9341445565223694}","{'distance': 0.8981581798483207, 'evidence_accuracy': 0.17959770114942528, 'evidence_precision': 0.12691131498470948, 'evidence_recall': 1.0, 'evidence_f1': 0.22523744911804613, 'similarity_metrics': np.float32(0.8766737), 'contradiction': 0.856103777885437}","{'distance': 0.8716904276985743, 'evidence_accuracy': 0.1997126436781609, 'evidence_precision': 0.12618296529968454, 'evidence_recall': 0.963855421686747, 'evidence_f1': 0.22315202231520218, 'similarity_metrics': np.float32(0.8945252), 'contradiction': 0.8508703112602234}",
"{'distance': 0.9416666666666667, 'evidence_accuracy': 0.20105820105820105, 'evidence_precision': 0.18681318681318682, 'evidence_recall': 0.918918918918919, 'evidence_f1': 0.3105022831050228, 'similarity_metrics': np.float32(0.87778527), 'contradiction': 0.32469379901885986}","{'distance': 0.8562628336755647, 'evidence_accuracy': 0.26455026455026454, 'evidence_precision': 0.20348837209302326, 'evidence_recall': 0.9459459459459459, 'evidence_f1': 0.3349282296650718, 'similarity_metrics': np.float32(0.8767073), 'contradiction': 0.0611477866768837}","{'distance': 0.9319148936170213, 'evidence_accuracy': 0.2222222222222222, 'evidence_precision': 0.1978021978021978, 'evidence_recall': 0.972972972972973, 'evidence_f1': 0.32876712328767127, 'similarity_metrics': np.float32(0.79914415), 'contradiction': 0.26092272996902466}","{'distance': 0.8576779026217228, 'evidence_accuracy': 0.2222222222222222, 'evidence_precision': 0.19444444444444445, 'evidence_recall': 0.9459459459459459, 'evidence_f1': 0.32258064516129026, 'similarity_metrics': np.float32(0.871235), 'contradiction': 0.9954894185066223}","{'distance': 0.8574257425742574, 'evidence_accuracy': 0.2671957671957672, 'evidence_precision': 0.20408163265306123, 'evidence_recall': 0.9459459459459459, 'evidence_f1': 0.33573141486810554, 'similarity_metrics': np.float32(0.862486), 'contradiction': 0.9927748441696167}","{'distance': 0.8714555765595463, 'evidence_accuracy': 0.25396825396825395, 'evidence_precision': 0.19767441860465115, 'evidence_recall': 0.918918918918919, 'evidence_f1': 0.3253588516746411, 'similarity_metrics': np.float32(0.8375247), 'contradiction': 0.9859122633934021}",
"{'distance': 0.927007299270073, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.2564102564102564, 'evidence_recall': 0.9937888198757764, 'evidence_f1': 0.40764331210191074, 'similarity_metrics': np.float32(0.91154194), 'contradiction': 0.0021565405186265707}","{'distance': 0.9312101910828026, 'evidence_accuracy': 0.28417818740399386, 'evidence_precision': 0.2567783094098884, 'evidence_recall': 1.0, 'evidence_f1': 0.40862944162436554, 'similarity_metrics': np.float32(0.8363297), 'contradiction': 0.006080251652747393}","{'distance': 0.9443037974683545, 'evidence_accuracy': 0.2764976958525346, 'evidence_precision': 0.254746835443038, 'evidence_recall': 1.0, 'evidence_f1': 0.4060529634300126, 'similarity_metrics': np.float32(0.84410167), 'contradiction': 0.0058509306982159615}","{'distance': 0.7232142857142857, 'evidence_accuracy': 0.34101382488479265, 'evidence_precision': 0.24621212121212122, 'evidence_recall': 0.8074534161490683, 'evidence_f1': 0.37735849056603776, 'similarity_metrics': np.float32(0.9107893), 'contradiction': 0.907747209072113}","{'distance': 0.44252873563218387, 'evidence_accuracy': 0.5345622119815668, 'evidence_precision': 0.30277777777777776, 'evidence_recall': 0.6770186335403726, 'evidence_f1': 0.418426103646833, 'similarity_metrics': np.float32(0.96613204), 'contradiction': 0.9235184192657471}","{'distance': 0.8890173410404625, 'evidence_accuracy': 0.28110599078341014, 'evidence_precision': 0.24543946932006633, 'evidence_recall': 0.9192546583850931, 'evidence_f1': 0.38743455497382195, 'similarity_metrics': np.float32(0.8001935), 'contradiction': 0.01936253532767296}","{'distance': 0.03533026113671278, 'evidence_accuracy': 0.7235023041474654, 'evidence_precision': 0.08695652173913043, 'evidence_recall': 0.012422360248447204, 'evidence_f1': 0.021739130434782608, 'similarity_metrics': np.float32(0.9849065), 'contradiction': 0.08983788639307022}"
"{'distance': 0.938, 'evidence_accuracy': 0.47540983606557374, 'evidence_precision': 0.48839907192575405, 'evidence_recall': 0.9836448598130841, 'evidence_f1': 0.6527131782945735, 'similarity_metrics': np.float32(0.93072546), 'contradiction': 0.6369011402130127}",,,"{'distance': 0.8771454381210478, 'evidence_accuracy': 0.47306791569086654, 'evidence_precision': 0.4860050890585242, 'evidence_recall': 0.8925233644859814, 'evidence_f1': 0.6293245469522241, 'similarity_metrics': np.float32(0.90435165), 'contradiction': 0.9336951971054077}","{'distance': 0.5251690458302029, 'evidence_accuracy': 0.531615925058548, 'evidence_precision': 0.5259259259259259, 'evidence_recall': 0.6635514018691588, 'evidence_f1': 0.5867768595041322, 'similarity_metrics': np.float32(0.9794475), 'contradiction': 0.9900111556053162}","{'distance': 0.339622641509434, 'evidence_accuracy': 0.5023419203747073, 'evidence_precision': 0.5059880239520959, 'evidence_recall': 0.3939393939393939, 'evidence_f1': 0.4429882044560944, 'similarity_metrics': np.float32(0.9831531), 'contradiction': 0.9903960227966309}",
,"{'distance': 0.7019438444924406, 'evidence_accuracy': 0.3841642228739003, 'evidence_precision': 0.29908256880733947, 'evidence_recall': 0.8109452736318408, 'evidence_f1': 0.43699731903485256, 'similarity_metrics': np.float32(0.90337265), 'contradiction': 0.10493194311857224}","{'distance': 0.7600872410032715, 'evidence_accuracy': 0.40615835777126097, 'evidence_precision': 0.32167832167832167, 'evidence_recall': 0.9154228855721394, 'evidence_f1': 0.4760672703751617, 'similarity_metrics': np.float32(0.8911656), 'contradiction': 0.017366982996463776}","{'distance': 0.44966442953020136, 'evidence_accuracy': 0.5293255131964809, 'evidence_precision': 0.3305084745762712, 'evidence_recall': 0.582089552238806, 'evidence_f1': 0.42162162162162165, 'similarity_metrics': np.float32(0.9522555), 'contradiction': 0.8604729771614075}",,,
,,,,,,
"{'distance': 0.816235504014273, 'evidence_accuracy': 0.4246737841043891, 'evidence_precision': 0.3716216216216216, 'evidence_recall': 0.9322033898305084, 'evidence_f1': 0.5314009661835748, 'similarity_metrics': np.float32(0.92902476), 'contradiction': 0.024433724582195282}","{'distance': 0.6911519198664441, 'evidence_accuracy': 0.49110320284697506, 'evidence_precision': 0.3981762917933131, 'evidence_recall': 0.888135593220339, 'evidence_f1': 0.5498426023084995, 'similarity_metrics': np.float32(0.94363016), 'contradiction': 0.9128764867782593}","{'distance': 0.6992604765817585, 'evidence_accuracy': 0.4863582443653618, 'evidence_precision': 0.39545454545454545, 'evidence_recall': 0.8847457627118644, 'evidence_f1': 0.5465968586387434, 'similarity_metrics': np.float32(0.9437737), 'contradiction': 0.9645558595657349}","{'distance': 0.47389033942558745, 'evidence_accuracy': 0.5100830367734283, 'evidence_precision': 0.3659090909090909, 'evidence_recall': 0.5457627118644067, 'evidence_f1': 0.4380952380952381, 'similarity_metrics': np.float32(0.96832967), 'contradiction': 0.9956258535385132}","{'distance': 0.5042180402336145, 'evidence_accuracy': 0.5326215895610913, 'evidence_precision': 0.3930885529157667, 'evidence_recall': 0.6169491525423729, 'evidence_f1': 0.4802110817941953, 'similarity_metrics': np.float32(0.9789577), 'contradiction': 0.9965575933456421}","{'distance': 0.5019710906701709, 'evidence_accuracy': 0.5172004744958482, 'evidence_precision': 0.3798283261802575, 'evidence_recall': 0.6, 'evidence_f1': 0.46517739816031534, 'similarity_metrics': np.float32(0.98650813), 'contradiction': 0.9963656663894653}",
"{'distance': 0.7167019027484144, 'evidence_accuracy': 0.2037037037037037, 'evidence_precision': 0.12323943661971831, 'evidence_recall': 0.5343511450381679, 'evidence_f1': 0.20028612303290416, 'similarity_metrics': np.float32(0.86514664), 'contradiction': 0.030804412439465523}",,"{'distance': 0.9265605875152999, 'evidence_accuracy': 0.1794871794871795, 'evidence_precision': 0.16939078751857356, 'evidence_recall': 0.8702290076335878, 'evidence_f1': 0.28358208955223885, 'similarity_metrics': np.float32(0.830637), 'contradiction': 0.009929284453392029}","{'distance': 0.26708074534161486, 'evidence_accuracy': 0.5769230769230769, 'evidence_precision': 0.1483050847457627, 'evidence_recall': 0.26717557251908397, 'evidence_f1': 0.19073569482288827, 'similarity_metrics': np.float32(0.9854335), 'contradiction': 0.04041058197617531}","{'distance': 0.27825409197194073, 'evidence_accuracy': 0.5811965811965812, 'evidence_precision': 0.1673469387755102, 'evidence_recall': 0.31297709923664124, 'evidence_f1': 0.21808510638297876, 'similarity_metrics': np.float32(0.9843867), 'contradiction': 0.026280993595719337}","{'distance': 0.2959747434885557, 'evidence_accuracy': 0.5470085470085471, 'evidence_precision': 0.149812734082397, 'evidence_recall': 0.3053435114503817, 'evidence_f1': 0.20100502512562815, 'similarity_metrics': np.float32(0.9866441), 'contradiction': 0.026799509301781654}","{'distance': 0.021367521367521403, 'evidence_accuracy': 0.8091168091168092, 'evidence_precision': 0.4, 'evidence_recall': 0.04580152671755725, 'evidence_f1': 0.0821917808219178, 'similarity_metrics': np.float32(0.98449814), 'contradiction': 0.010169822722673416}"
,,,,,,
"{'distance': 0.8770949720670391, 'evidence_accuracy': 0.5105633802816901, 'evidence_precision': 0.4961832061068702, 'evidence_recall': 0.948905109489051, 'evidence_f1': 0.6516290726817042, 'similarity_metrics': np.float32(0.80865157), 'contradiction': 0.13725899159908295}","{'distance': 0.7135549872122762, 'evidence_accuracy': 0.573943661971831, 'evidence_precision': 0.5350877192982456, 'evidence_recall': 0.8905109489051095, 'evidence_f1': 0.6684931506849314, 'similarity_metrics': np.float32(0.87044674), 'contradiction': 0.008844454772770405}","{'distance': 0.6612529002320185, 'evidence_accuracy': 0.5880281690140845, 'evidence_precision': 0.5467289719626168, 'evidence_recall': 0.8540145985401459, 'evidence_f1': 0.6666666666666667, 'similarity_metrics': np.float32(0.88588065), 'contradiction': 0.014936771243810654}","{'distance': 0.8314606741573034, 'evidence_accuracy': 0.47183098591549294, 'evidence_precision': 0.47280334728033474, 'evidence_recall': 0.8248175182481752, 'evidence_f1': 0.601063829787234, 'similarity_metrics': np.float32(0.87750614), 'contradiction': 0.5851122736930847}","{'distance': 0.5674603174603174, 'evidence_accuracy': 0.5070422535211268, 'evidence_precision': 0.49162011173184356, 'evidence_recall': 0.6423357664233577, 'evidence_f1': 0.5569620253164556, 'similarity_metrics': np.float32(0.8972707), 'contradiction': 0.9560480117797852}","{'distance': 0.8259187620889749, 'evidence_accuracy': 0.5563380281690141, 'evidence_precision': 0.5230125523012552, 'evidence_recall': 0.9124087591240876, 'evidence_f1': 0.6648936170212766, 'similarity_metrics': np.float32(0.8791331), 'contradiction': 0.5584091544151306}",
"{'distance': 0.9658119658119658, 'evidence_accuracy': 0.34424498416050686, 'evidence_precision': 0.3622291021671827, 'evidence_recall': 0.9915254237288136, 'evidence_f1': 0.5306122448979592, 'similarity_metrics': np.float32(0.84533936), 'contradiction': 0.8617773652076721}","{'distance': 0.946969696969697, 'evidence_accuracy': 0.3801478352692714, 'evidence_precision': 0.37323177366702937, 'evidence_recall': 0.9689265536723164, 'evidence_f1': 0.5388845247446975, 'similarity_metrics': np.float32(0.82246196), 'contradiction': 0.567319929599762}","{'distance': 0.9566854990583804, 'evidence_accuracy': 0.3453009503695882, 'evidence_precision': 0.36116910229645094, 'evidence_recall': 0.9774011299435028, 'evidence_f1': 0.5274390243902439, 'similarity_metrics': np.float32(0.83882654), 'contradiction': 0.036912865936756134}","{'distance': 0.31704479348458403, 'evidence_accuracy': 0.5058078141499472, 'evidence_precision': 0.3425414364640884, 'evidence_recall': 0.3502824858757062, 'evidence_f1': 0.34636871508379885, 'similarity_metrics': np.float32(0.98491496), 'contradiction': 0.9929072856903076}","{'distance': 0.3760896637608966, 'evidence_accuracy': 0.4952481520591341, 'evidence_precision': 0.36283185840707965, 'evidence_recall': 0.4632768361581921, 'evidence_f1': 0.40694789081885857, 'similarity_metrics': np.float32(0.9834985), 'contradiction': 0.9933671355247498}","{'distance': 0.30990783410138245, 'evidence_accuracy': 0.515311510031679, 'evidence_precision': 0.3495702005730659, 'evidence_recall': 0.3446327683615819, 'evidence_f1': 0.34708392603129445, 'similarity_metrics': np.float32(0.97782254), 'contradiction': 0.9901987314224243}",
"{'distance': 0.5990853658536586, 'evidence_accuracy': 0.5195530726256983, 'evidence_precision': 0.3686708860759494, 'evidence_recall': 0.8825757575757576, 'evidence_f1': 0.5200892857142858, 'similarity_metrics': np.float32(0.7701121), 'contradiction': 0.964853048324585}","{'distance': 0.29620253164556964, 'evidence_accuracy': 0.623463687150838, 'evidence_precision': 0.39233038348082594, 'evidence_recall': 0.5037878787878788, 'evidence_f1': 0.44112769485903813, 'similarity_metrics': np.float32(0.9292308), 'contradiction': 0.9908214807510376}","{'distance': 0.4305912596401028, 'evidence_accuracy': 0.6312849162011173, 'evidence_precision': 0.4269911504424779, 'evidence_recall': 0.7310606060606061, 'evidence_f1': 0.5391061452513968, 'similarity_metrics': np.float32(0.9298917), 'contradiction': 0.9855719804763794}","{'distance': 0.33579335793357934, 'evidence_accuracy': 0.587709497206704, 'evidence_precision': 0.3569482288828338, 'evidence_recall': 0.4962121212121212, 'evidence_f1': 0.4152139461172742, 'similarity_metrics': np.float32(0.9648113), 'contradiction': 0.991828978061676}","{'distance': 0.30624620982413586, 'evidence_accuracy': 0.6167597765363129, 'evidence_precision': 0.37770897832817335, 'evidence_recall': 0.4621212121212121, 'evidence_f1': 0.4156729131175468, 'similarity_metrics': np.float32(0.96329606), 'contradiction': 0.9948329925537109}","{'distance': 0.37985436893203883, 'evidence_accuracy': 0.5843575418994413, 'evidence_precision': 0.359375, 'evidence_recall': 0.5227272727272727, 'evidence_f1': 0.4259259259259259, 'similarity_metrics': np.float32(0.97665584), 'contradiction': 0.9929555654525757}",
"{'distance': 0.9558232931726908, 'evidence_accuracy': 0.28080568720379145, 'evidence_precision': 0.26277372262773724, 'evidence_recall': 0.9953917050691244, 'evidence_f1': 0.41578440808469685, 'similarity_metrics': np.float32(0.8973334), 'contradiction': 0.4926500618457794}","{'distance': 0.8811681772406847, 'evidence_accuracy': 0.31516587677725116, 'evidence_precision': 0.2700636942675159, 'evidence_recall': 0.9769585253456221, 'evidence_f1': 0.4231536926147705, 'similarity_metrics': np.float32(0.9144347), 'contradiction': 0.36536186933517456}","{'distance': 0.9468503937007874, 'evidence_accuracy': 0.20734597156398105, 'evidence_precision': 0.24434389140271492, 'evidence_recall': 0.9953917050691244, 'evidence_f1': 0.3923705722070845, 'similarity_metrics': np.float32(0.89406854), 'contradiction': 0.6201353669166565}","{'distance': 0.7199091597274792, 'evidence_accuracy': 0.3305687203791469, 'evidence_precision': 0.23716012084592145, 'evidence_recall': 0.7235023041474654, 'evidence_f1': 0.3572241183162685, 'similarity_metrics': np.float32(0.90731597), 'contradiction': 0.862415611743927}","{'distance': 0.34151065203357, 'evidence_accuracy': 0.566350710900474, 'evidence_precision': 0.27761194029850744, 'evidence_recall': 0.42857142857142855, 'evidence_f1': 0.33695652173913043, 'similarity_metrics': np.float32(0.9877075), 'contradiction': 0.9847533702850342}","{'distance': 0.9397697077059345, 'evidence_accuracy': 0.28791469194312796, 'evidence_precision': 0.2641277641277641, 'evidence_recall': 0.9907834101382489, 'evidence_f1': 0.4170708050436469, 'similarity_metrics': np.float32(0.8583201), 'contradiction': 0.002161349169909954}",
"{'distance': 0.9303225806451613, 'evidence_accuracy': 0.28325859491778776, 'evidence_precision': 0.2819314641744548, 'evidence_recall': 0.9072681704260651, 'evidence_f1': 0.43018419489007714, 'similarity_metrics': np.float32(0.7278227), 'contradiction': 0.9901971817016602}","{'distance': 0.9243313763861709, 'evidence_accuracy': 0.28400597907324365, 'evidence_precision': 0.28316524437548485, 'evidence_recall': 0.9147869674185464, 'evidence_f1': 0.4324644549763033, 'similarity_metrics': np.float32(0.5998472), 'contradiction': 0.963905930519104}","{'distance': 0.9252095422308189, 'evidence_accuracy': 0.28774289985052315, 'evidence_precision': 0.28359375, 'evidence_recall': 0.9097744360902256, 'evidence_f1': 0.4324002382370458, 'similarity_metrics': np.float32(0.6016289), 'contradiction': 0.9932295083999634}","{'distance': 0.8321759259259259, 'evidence_accuracy': 0.31689088191330345, 'evidence_precision': 0.28415758591785417, 'evidence_recall': 0.849624060150376, 'evidence_f1': 0.4258793969849246, 'similarity_metrics': np.float32(0.8096634), 'contradiction': 0.993208110332489}","{'distance': 0.8404452690166976, 'evidence_accuracy': 0.32286995515695066, 'evidence_precision': 0.2903225806451613, 'evidence_recall': 0.8796992481203008, 'evidence_f1': 0.4365671641791045, 'similarity_metrics': np.float32(0.78357387), 'contradiction': 0.9935362339019775}","{'distance': 0.9170854271356784, 'evidence_accuracy': 0.30269058295964124, 'evidence_precision': 0.29009433962264153, 'evidence_recall': 0.924812030075188, 'evidence_f1': 0.4416517055655297, 'similarity_metrics': np.float32(0.7017355), 'contradiction': 0.9938176274299622}",
