"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"A group of women is drinking wine. Two [[men]] with [[black]] [[glasses]] are holding [[food]], one [[appears]] to [[be]] [[eating]].","A group of women is drinking wine. Two [[man]] with [[niro]] [[glass]] are holding [[lunch]], one [[visualize]] to [[represented]] [[lunches]].",0.19808876514434814,0.7073819041252136,0,1,0,205,"Successful"
"There are two men with food. Two men with black glasses are holding [[food]], one [[appears]] to be [[eating]].","There are two men with food. Two men with black glasses are holding [[nutrition]], one [[exposition]] to be [[dinners]].",0.1924571990966797,0.7605812549591064,0,1,0,115,"Successful"
"A woman is checking out the men. [[A]] boy [[watches]] a [[woman]] walking [[amidst]] [[many]] concrete [[boxes]].","A woman is checking out the men. [[para]] boy [[chronometer]] a [[hoochie]] walking [[powerhouse]] [[considerable]] concrete [[coffers]].",0.20636510848999023,0.7052109837532043,0,1,0,131,"Successful"
"A boy is watching a woman. [[A]] boy [[watches]] a [[woman]] walking amidst [[many]] concrete boxes.","A boy is watching a woman. [[para]] boy [[chronometer]] a [[hoochie]] walking amidst [[considerable]] concrete boxes.",0.19014865159988403,0.7197006940841675,0,1,0,84,"Successful"
"The people are working at an office. Three [[people]] are [[dressed]] in [[costumes]] and [[playing]] musical [[instruments]].","The people are working at an office. Three [[personas]] are [[parading]] in [[sportswear]] and [[plays]] musical [[apparatus]].",0.2180769443511963,0.5,0,0,0,176,"Failed"
"The people are in costume and playing music. [[Three]] [[people]] are [[dressed]] in [[costumes]] and [[playing]] musical [[instruments]].","The people are in costume and playing music. [[Four]] [[males]] are [[culled]] in [[sportswear]] and [[games]] musical [[materials]].",0.1779322624206543,0.2390928864479065,0,0,0,184,"Failed"
"The Indians are building sand castles. The indian's are [[performing]] a [[sacred]] [[dance]].","The Indians are building sand castles. The indian's are [[realization]] a [[sacrosanct]] [[cotillion]].",0.17500317096710205,0.2256031036376953,0,0,0,91,"Failed"
"The people are dancing. [[The]] indian's are [[performing]] a [[sacred]] [[dance]].","The people are dancing. [[Both]] indian's are [[realization]] a [[sacrosanct]] [[dancing]].",0.16460144519805908,0.20849823951721191,0,0,0,89,"Failed"
"A young woman drank a lot of soda. An [[elderly]] [[man]] is [[smiling]] while [[sitting]] in [[front]] of a [[row]] of [[soda]] [[cans]].","A young woman drank a lot of soda. An [[old]] [[humans]] is [[grin]] while [[hearing]] in [[frontal]] of a [[hallway]] of [[carbonate]] [[cylinders]].",0.1898719072341919,0.24384939670562744,0,0,0,213,"Failed"
"An old man smiles in front of soda cans. An elderly man is smiling while sitting in [[front]] of a row of soda cans.","An old man smiles in front of soda cans. An elderly man is smiling while sitting in [[frente]] of a row of soda cans.",0.16472041606903076,0.8196238279342651,1,0,1,25,"Successful"
"There are people standing by benches in public. People sitting on benches in a [[public]] area.","There are people standing by benches in public. People sitting on benches in a [[civic]] area.",0.177329421043396,0.8304003477096558,0,1,0,20,"Successful"
"There are people sitting on benches outdoors. People [[sitting]] on benches in a public area.","There are people sitting on benches outdoors. People [[hearing]] on benches in a public area.",0.16601431369781494,0.8304508328437805,0,1,0,30,"Successful"
"There is a bald man. A bald [[man]] with a white shirt and watch eating food and drinking wine.","There is a bald man. A bald [[homme]] with a white shirt and watch eating food and drinking wine.",0.19476318359375,0.7821656465530396,1,0,1,63,"Successful"
"a family of cats resting. [[The]] 3 [[dogs]] are cruising down the [[street]].","a family of cats resting. [[Both]] 3 [[pinscher]] are cruising down the [[road]].",0.22985446453094482,0.79352205991745,0,1,0,76,"Successful"
"three dogs together. The 3 dogs are cruising down the [[street]].","three dogs together. The 3 dogs are cruising down the [[boardwalk]].",0.208429217338562,0.8127272129058838,0,1,0,29,"Successful"
"A biker rides next to the ocean. [[A]] biker wearing [[glass]] and a [[backpack]] [[rides]] [[near]] a fountain.","A biker rides next to the ocean. [[para]] biker wearing [[crystal]] and a [[briefcase]] [[wrinkles]] [[about]] a fountain.",0.2021348476409912,0.5,0,0,0,156,"Failed"
"A biker is close to the fountain. A biker wearing glass and a backpack [[rides]] near a fountain.","A biker is close to the fountain. A biker wearing glass and a backpack [[strolls]] near a fountain.",0.1859566569328308,0.7880864143371582,1,0,1,19,"Successful"
"A woman is riding a unicycle past a building. [[Two]] [[people]] are [[riding]] [[bicycles]] next to a [[building]].","A woman is riding a unicycle past a building. [[Three]] [[compatriots]] are [[horses]] [[biker]] next to a [[capitalize]].",0.20374608039855957,0.26588863134384155,0,0,0,122,"Failed"
"Two people are riding bikes near a building. [[Two]] [[people]] are [[riding]] [[bicycles]] next to a [[building]].","Two people are riding bikes near a building. [[Three]] [[personas]] are [[horses]] [[motorcyclist]] next to a [[forge]].",0.1753218173980713,0.2481527328491211,0,0,0,122,"Failed"
"The cyclist is riding on water. A [[hurried]] bicycler moves along a car in a busy street on an allowed bike path.","The cyclist is riding on water. A [[dizzying]] bicycler moves along a car in a busy street on an allowed bike path.",0.18341922760009766,0.8344696760177612,0,1,0,46,"Successful"
"The cyclist rides on a public street. A hurried bicycler moves along a car in a busy street on an allowed [[bike]] path.","The cyclist rides on a public street. A hurried bicycler moves along a car in a busy street on an allowed [[bikes]] path.",0.1475508213043213,0.8300918340682983,1,0,1,39,"Successful"
"Three young woman are sleeping in a crowded hall. [[Three]] [[young]] [[women]] [[perform]] a [[dance]] in a [[crowded]] [[hall]].","Three young woman are sleeping in a crowded hall. [[Four]] [[junior]] [[chick]] [[implementation]] a [[danced]] in a [[overworked]] [[chambers]].",0.21392953395843506,0.9273098707199097,0,1,0,214,"Successful"
"Three young women are performing in front of a big audience. [[Three]] young [[women]] [[perform]] a [[dance]] in a [[crowded]] hall.","Three young women are performing in front of a big audience. [[C]] young [[hens]] [[discharging]] a [[dancing]] in a [[overloaded]] hall.",0.19666969776153564,0.9393182992935181,0,1,0,173,"Successful"
"The young men are in complete agreement. [[Sexy]] young men stand on a balcony having a heated conversation.","The young men are in complete agreement. [[Sexiest]] young men stand on a balcony having a heated conversation.",0.26550090312957764,0.7473956942558289,1,0,1,62,"Successful"
"Young men are arguing. Sexy young men stand on a balcony having a heated [[conversation]].","Young men are arguing. Sexy young men stand on a balcony having a heated [[discussing]].",0.20144939422607422,0.7737808227539062,1,0,1,61,"Successful"
"The boy is in Kansas. A boy splashing through the [[ocean]].","The boy is in Kansas. A boy splashing through the [[armada]].",0.20660769939422607,0.9494704008102417,0,1,0,38,"Successful"
"The boy is at the beach. A boy [[splashing]] through the ocean.","The boy is at the beach. A boy [[sprinkler]] through the ocean.",0.164758563041687,0.8422858715057373,1,0,1,31,"Successful"
"The boy is swimming. A boy [[splashing]] through the ocean.","The boy is swimming. A boy [[sprinkler]] through the ocean.",0.1662413477897644,0.838105320930481,1,0,1,31,"Successful"
"The men are wearing blue uniforms and wrestling in a competition. [[A]] [[man]] in a [[dark]] [[jacket]] [[stands]] next to a [[man]] [[dressed]] in [[brown]] [[reaching]] down into a [[bag]].","The men are wearing blue uniforms and wrestling in a competition. [[another]] [[pal]] in a [[overshadow]] [[petticoat]] [[hubs]] next to a [[humans]] [[culled]] in [[brun]] [[realization]] down into a [[baggage]].",0.1611553430557251,0.2608684301376343,0,0,0,297,"Failed"
"Two men in dark clothing, one is reaching into a bag. A man in a dark jacket [[stands]] next to a man dressed in brown [[reaching]] down into a bag.","Two men in dark clothing, one is reaching into a bag. A man in a dark jacket [[bleachers]] next to a man dressed in brown [[getting]] down into a bag.",0.19064879417419434,0.7794101238250732,0,1,0,73,"Successful"
"A man is eating his tv dinner. A woman in a [[white]] [[apron]] [[prepares]] [[various]] [[meats]] on a [[large]] grill.","A man is eating his tv dinner. A woman in a [[polar]] [[decking]] [[elaborate]] [[alternative]] [[bacon]] on a [[momentous]] grill.",0.18936288356781006,0.5,0,0,0,203,"Failed"
"A woman is preparing meat. A woman in a white apron prepares various meats on a large [[grill]].","A woman is preparing meat. A woman in a white apron prepares various meats on a large [[deflector]].",0.14916718006134033,0.8492742776870728,1,0,1,29,"Successful"
"A woman is beginning to cook. A woman in a white [[apron]] [[prepares]] various [[meats]] on a large grill.","A woman is beginning to cook. A woman in a white [[decks]] [[devised]] various [[chops]] on a large grill.",0.1689765453338623,0.7893276214599609,1,0,1,106,"Successful"
"A medic is treating someones wounds with bandages he is holding. An [[elderly]] [[firefighter]] in an orange [[suit]] is [[holding]] a [[fire]] [[hose]] with [[water]] [[coming]] out.","A medic is treating someones wounds with bandages he is holding. An [[ages]] [[fire]] in an orange [[weave]] is [[conducting]] a [[torch]] [[pipe]] with [[river]] [[inward]] out.",0.1881195306777954,0.22704750299453735,0,0,0,242,"Failed"
"A firefighter is holding a fire hose with water comping out. An [[elderly]] [[firefighter]] in an orange [[suit]] is [[holding]] a [[fire]] [[hose]] with [[water]] [[coming]] out.","A firefighter is holding a fire hose with water comping out. An [[alumni]] [[fires]] in an orange [[armored]] is [[arranging]] a [[torch]] [[cuff]] with [[aqueduct]] [[inward]] out.",0.17221760749816895,0.21910983324050903,0,0,0,250,"Failed"
"A man is playing video games on his phone. A [[man]] is reading a [[book]] while [[sitting]] on a [[bench]] [[outside]] of a [[bookstore]].","A man is playing video games on his phone. A [[laddie]] is reading a [[lbs]] while [[hearings]] on a [[judiciary]] [[diplomacy]] of a [[libraries]].",0.2019796371459961,0.24065786600112915,0,0,0,151,"Failed"
"A man is reading on a bench outside of a store. [[A]] [[man]] is [[reading]] a [[book]] while [[sitting]] on a [[bench]] [[outside]] of a [[bookstore]].","A man is reading on a bench outside of a store. [[another]] [[humans]] is [[readings]] a [[lbs]] while [[sit]] on a [[pew]] [[apart]] of a [[libraries]].",0.18185102939605713,0.22756338119506836,0,0,0,137,"Failed"
"The child is riding a swing in the rain. The [[sun]] breaks through the trees as a child rides a swing.","The child is riding a swing in the rain. The [[twilight]] breaks through the trees as a child rides a swing.",0.1628408432006836,0.8580097556114197,0,1,0,24,"Successful"
"A child rides a swing in the daytime. The sun [[breaks]] through the trees as a child rides a swing.","A child rides a swing in the daytime. The sun [[breaking]] through the trees as a child rides a swing.",0.1746029257774353,0.8385454416275024,0,1,0,63,"Successful"
"A man is pushing a pear and picking up boxes. A [[man]] [[pushing]] a hand-truck of [[boxes]] is [[bending]] over to [[pick]] up a [[pear]].","A man is pushing a pear and picking up boxes. A [[laddie]] [[urgent]] a hand-truck of [[shoebox]] is [[deformity]] over to [[mukhtar]] up a [[pears]].",0.17942172288894653,0.23762190341949463,0,0,0,156,"Failed"
"A man is pushing a hand truck. A [[man]] [[pushing]] a hand-truck of [[boxes]] is [[bending]] over to [[pick]] up a pear.","A man is pushing a hand truck. A [[laddie]] [[momentum]] a hand-truck of [[casks]] is [[kink]] over to [[mukhtar]] up a pear.",0.16844451427459717,0.24049103260040283,0,0,0,160,"Failed"
"A happy man is picking up a pear. [[A]] [[man]] [[pushing]] a hand-truck of [[boxes]] is [[bending]] over to [[pick]] up a pear.","A happy man is picking up a pear. [[paras]] [[laddie]] [[impetus]] a hand-truck of [[shoebox]] is [[deviation]] over to [[mukhtar]] up a pear.",0.18292272090911865,0.25415652990341187,0,0,0,153,"Failed"
"The band is backstage. A band singing and playing electric guitar for a crowd of [[people]].","The band is backstage. A band singing and playing electric guitar for a crowd of [[resident]].",0.15433162450790405,0.8251665830612183,1,0,1,53,"Successful"
"A band is playing a concert. A band singing and playing electric guitar for a crowd of [[people]].","A band is playing a concert. A band singing and playing electric guitar for a crowd of [[beings]].",0.1700536012649536,0.8112279772758484,1,0,1,54,"Successful"
"The band is playing music at a large venue. A band performing at a local bar or [[club]].","The band is playing music at a large venue. A band performing at a local bar or [[gym]].",0.12899404764175415,0.8513197898864746,1,0,1,22,"Successful"
"The band is playing music. A [[band]] performing at a local [[bar]] or [[club]].","The band is playing music. A [[ribbons]] performing at a local [[handrail]] or [[gym]].",0.11763870716094971,0.8436028361320496,1,0,1,71,"Successful"
"The boy is upset. a boy in a red hooded top is smiling whilst looking away from his [[reflection]].","The boy is upset. a boy in a red hooded top is smiling whilst looking away from his [[gazing]].",0.17612802982330322,0.8160261511802673,1,0,1,47,"Successful"
"A boy in a red hood is happy. a [[boy]] in a red [[hooded]] [[top]] is [[smiling]] [[whilst]] [[looking]] [[away]] from his [[reflection]].","A boy in a red hood is happy. a [[fellas]] in a red [[obscured]] [[tertiary]] is [[chuckles]] [[spite]] [[researching]] [[externally]] from his [[introspection]].",0.2001236081123352,0.2446560263633728,0,0,0,199,"Failed"
"A man wearing very formal colorful clothing and she seems to be dancing. A [[woman]] [[wearing]] [[very]] [[formal]] [[colorful]] [[clothing]] and she [[seems]] to be [[dancing]].","A man wearing very formal colorful clothing and she seems to be dancing. A [[chick]] [[ports]] [[altogether]] [[agent]] [[colours]] [[garnish]] and she [[listens]] to be [[dance]].",0.1869964599609375,0.24630606174468994,0,0,0,275,"Failed"
"A person wearing very formal colorful clothing and she seems to be dancing. A woman wearing very formal [[colorful]] clothing and she seems to be dancing.","A person wearing very formal colorful clothing and she seems to be dancing. A woman wearing very formal [[colored]] clothing and she seems to be dancing.",0.17536908388137817,0.8188719153404236,1,0,1,61,"Successful"
"The workers are mute. Two construction workers [[talk]] while looking at a Naval ship.","The workers are mute. Two construction workers [[chatter]] while looking at a Naval ship.",0.5,0.9452515840530396,0,1,0,149,"Successful"
"The little boy is playing video games. Young boy smiles at the camera from the [[tire]] swing.","The little boy is playing video games. Young boy smiles at the camera from the [[bouncy]] swing.",0.21459448337554932,0.7963039875030518,0,1,0,22,"Successful"
"He is outside. Young boy [[smiles]] at the camera from the tire swing.","He is outside. Young boy [[winked]] at the camera from the tire swing.",0.24882912635803223,0.7778204679489136,1,0,1,56,"Successful"
"Girls set down in the street. The girls [[walk]] down the [[street]].","Girls set down in the street. The girls [[walking]] down the [[rau]].",0.2010045051574707,0.5,0,0,0,94,"Failed"
"Girls walk down the street. The [[girls]] [[walk]] down the [[street]].","Girls walk down the street. The [[hoes]] [[walking]] down the [[rau]].",0.15120363235473633,0.5,0,0,0,94,"Failed"
"A group of people got ran over by a bus. [[A]] [[group]] of women [[observing]] an [[event]] while one in [[military]] [[attire]] takes a [[photograph]]","A group of people got ran over by a bus. [[para]] [[roundtable]] of women [[commentary]] an [[happenings]] while one in [[militarily]] [[petticoat]] takes a [[photographer]]",0.1938389539718628,0.5,0,0,0,287,"Failed"
"A group of people are watching something and one takes a picture. A [[group]] of [[women]] [[observing]] an [[event]] while one in [[military]] [[attire]] [[takes]] a photograph","A group of people are watching something and one takes a picture. A [[reunion]] of [[lady]] [[observational]] an [[examples]] while one in [[martial]] [[frock]] [[assuming]] a photograph",0.1875162124633789,0.727849006652832,0,1,0,221,"Successful"
"THe chef is eating fried chicken. A chef explains different varieties of Tomatoes to consumers.","THe chef is eating fried chicken. A chef explains different varieties of Tomatoes to consumers.",0.5,0.5,0,0,0,221,"Failed"
"A man in a colorful shirt and a lady in a white blouse give candy to people. A man in a [[colorful]] [[shirt]] and a [[lady]] in a [[white]] [[blouse]] sign [[copies]] of books for [[people]].","A man in a colorful shirt and a lady in a white blouse give candy to people. A man in a [[delightful]] [[folders]] and a [[damsel]] in a [[caucasian]] [[bodice]] sign [[transcribed]] of books for [[beings]].",0.18255329132080078,0.5,0,0,0,363,"Failed"
"Two people sign copies of books. A man in a colorful [[shirt]] and a lady in a white blouse sign [[copies]] of books for [[people]].","Two people sign copies of books. A man in a colorful [[blouses]] and a lady in a white blouse sign [[impressions]] of books for [[countrymen]].",0.19948065280914307,0.7415174841880798,0,1,0,139,"Successful"
"Two people sign copies of their latest novel. A man in a colorful [[shirt]] and a lady in a white [[blouse]] sign [[copies]] of books for [[people]].","Two people sign copies of their latest novel. A man in a colorful [[tunic]] and a lady in a white [[petticoat]] sign [[impressions]] of books for [[personas]].",0.19139313697814941,0.7675246596336365,0,1,0,180,"Successful"
"a child is wrestling with bears. [[A]] [[child]] in a ninja [[outfit]] [[does]] a [[jumping]] [[kick]].","a child is wrestling with bears. [[another]] [[puerile]] in a ninja [[standup]] [[wishes]] a [[breaks]] [[grabbing]].",0.17365586757659912,0.5,0,0,0,181,"Failed"
"a child does a jumping kick. A [[child]] in a [[ninja]] [[outfit]] [[does]] a [[jumping]] [[kick]].","a child does a jumping kick. A [[kinder]] in a [[shinobi]] [[frock]] [[wishes]] a [[skips]] [[beneath]].",0.18627947568893433,0.266695499420166,0,0,0,182,"Failed"
"Two girls wearing blue sit on a couch. Two little [[girls]], [[wearing]] [[pink]] hanging on a [[tube]].","Two girls wearing blue sit on a couch. Two little [[whores]], [[oporto]] [[soars]] hanging on a [[blowjob]].",0.22258281707763672,0.5,0,0,0,174,"Failed"
"Two girls on a tube. Two little girls, wearing pink hanging on a [[tube]].","Two girls on a tube. Two little girls, wearing pink hanging on a [[blowjob]].",0.21800094842910767,0.5,0,0,0,161,"Failed"
"Two girls playing on a tube. Two little girls, wearing pink hanging on a [[tube]].","Two girls playing on a tube. Two little girls, wearing pink hanging on a [[blowjob]].",0.21652674674987793,0.5,0,0,0,160,"Failed"
"A boy in a green shirt rollerblading through the tunnel. A boy in a green shirt on a skateboard on a stone wall with [[graffiti]]","A boy in a green shirt rollerblading through the tunnel. A boy in a green shirt on a skateboard on a stone wall with [[banksy]]",0.1538691520690918,0.843207597732544,1,0,1,16,"Successful"
"A boy riding a skateboard on a stone wall. A boy in a green shirt on a [[skateboard]] on a stone wall with graffiti","A boy riding a skateboard on a stone wall. A boy in a green shirt on a [[skating]] on a stone wall with graffiti",0.16472768783569336,0.8150110244750977,1,0,1,29,"Successful"
