"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Policemen stand outside of their firetruck with all its lights on. Firemen [[stand]] outside of their firetruck with all its lights on.","Policemen stand outside of their firetruck with all its lights on. Firemen [[stands]] outside of their firetruck with all its lights on.",0.21764832735061646,0.8003088235855103,1,0,1,25,"Successful"
"People stand outside of their firetruck with all its lights on. [[Firemen]] stand outside of their firetruck with all its lights on.","People stand outside of their firetruck with all its lights on. [[Fires]] stand outside of their firetruck with all its lights on.",0.1830310821533203,0.8248118162155151,1,0,1,46,"Successful"
"The traffic was not to bad today the guy made it home early and took a nap. [[A]] [[man]] laying down in middle of street during [[heavy]] traffic.","The traffic was not to bad today the guy made it home early and took a nap. [[para]] [[homie]] laying down in middle of street during [[considerable]] traffic.",0.2486802339553833,0.2616460919380188,0,0,0,198,"Failed"
"A person has lost it by laying down in a busy street while there is bad traffic. A man laying down in [[middle]] of street during heavy traffic.","A person has lost it by laying down in a busy street while there is bad traffic. A man laying down in [[mid]] of street during heavy traffic.",0.21995997428894043,0.758171796798706,0,1,0,49,"Successful"
"The boy is at a boxing match. [[A]] [[girl]] [[playfully]] [[kicks]] a [[guy]] in the [[face]] while another person makes [[faces]].","The boy is at a boxing match. [[paras]] [[baroness]] [[awkwardly]] [[sparring]] a [[boy]] in the [[encounter]] while another person makes [[confront]].",0.14609378576278687,0.26055431365966797,0,0,0,304,"Failed"
"A girl is play fighting. A girl [[playfully]] kicks a guy in the face while another person makes faces.","A girl is play fighting. A girl [[jokingly]] kicks a guy in the face while another person makes faces.",0.20646154880523682,0.819113552570343,1,0,1,46,"Successful"
"A brown dog is running down the road chasing the mailman. [[A]] brown [[dog]] [[plays]] in a deep [[pile]] of [[snow]].","A brown dog is running down the road chasing the mailman. [[paras]] brown [[collie]] [[game]] in a deep [[piled]] of [[thawing]].",0.1265159249305725,0.2676270604133606,0,0,0,160,"Failed"
"A brown dog plays in snow. A brown dog plays in a deep pile of [[snow]].","A brown dog plays in snow. A brown dog plays in a deep pile of [[sleet]].",0.16757696866989136,0.8180108666419983,1,0,1,46,"Successful"
"A young woman working in the snow. A [[man]] shoveling snow off the roof of a [[building]].","A young woman working in the snow. A [[mec]] shoveling snow off the roof of a [[build]].",0.15365898609161377,0.7616783380508423,0,1,0,100,"Successful"
"A man working in the snow. A man [[shoveling]] snow off the roof of a building.","A man working in the snow. A man [[ransacking]] snow off the roof of a building.",0.19943767786026,0.8049859404563904,1,0,1,36,"Successful"
"They are at the bar. Two [[women]] are hugging on a [[path]] through a [[grassy]] [[area]] with a [[cow]] [[visible]] [[past]] them.","They are at the bar. Two [[baroness]] are hugging on a [[menu]] through a [[sod]] [[campos]] with a [[beef]] [[akin]] [[ago]] them.",0.16295993328094482,0.23845112323760986,0,0,0,219,"Failed"
"There are women outside in this picture. Two [[women]] are hugging on a path through a grassy area with a cow visible past them.","There are women outside in this picture. Two [[girls]] are hugging on a path through a grassy area with a cow visible past them.",0.18584752082824707,0.8093158006668091,1,0,1,51,"Successful"
"The man is swimming in a pool. [[A]] [[man]] [[performing]] [[auto]] [[repair]] in [[front]] of a building.","The man is swimming in a pool. [[paras]] [[gaillard]] [[comply]] [[boxcar]] [[resource]] in [[frontal]] of a building.",0.15005862712860107,0.2537192106246948,0,0,0,200,"Failed"
"The man is fixing a car. A [[man]] performing auto repair in front of a building.","The man is fixing a car. A [[boy]] performing auto repair in front of a building.",0.18797850608825684,0.8453183770179749,1,0,1,59,"Successful"
"the man is skiing. A [[man]] in [[aerodynamic]] [[gear]] [[riding]] a [[bicycle]] down a [[road]] around a [[sharp]] [[curve]].","the man is skiing. A [[dude]] in [[rims]] [[gears]] [[horses]] a [[mopeds]] down a [[causeway]] around a [[rough]] [[rectangular]].",0.15400588512420654,0.21117079257965088,0,0,0,227,"Failed"
"the man is riding outside. A man in aerodynamic gear riding a bicycle down a road around a sharp [[curve]].","the man is riding outside. A man in aerodynamic gear riding a bicycle down a road around a sharp [[deform]].",0.19076287746429443,0.8114124536514282,1,0,1,35,"Successful"
"the man is going to the store. [[A]] [[man]] in [[aerodynamic]] gear [[riding]] a [[bicycle]] down a [[road]] around a sharp [[curve]].","the man is going to the store. [[another]] [[homme]] in [[rims]] gear [[horse]] a [[moto]] down a [[avenida]] around a sharp [[rectangular]].",0.14559054374694824,0.2367929220199585,0,0,0,227,"Failed"
"A cat is running up a tree. The [[small]] [[dog]] is [[running]] across the [[lawn]].","A cat is running up a tree. The [[littlest]] [[whelp]] is [[functioning]] across the [[lawns]].",0.1512434482574463,0.19266337156295776,0,0,0,130,"Failed"
"A mammal is running through the yard. The small dog is running across the [[lawn]].","A mammal is running through the yard. The small dog is running across the [[yard]].",0.1718132495880127,0.7874969244003296,0,1,0,45,"Successful"
"The young boy went swimming. [[A]] [[young]] boy with a [[shaved]] [[head]] and [[dirty]] white [[collared]] [[shirt]] [[holds]] a [[chicken]] in his [[arm]].","The young boy went swimming. [[paras]] [[youthful]] boy with a [[tore]] [[leiter]] and [[shitty]] white [[khakis]] [[vest]] [[holding]] a [[hen]] in his [[ami]].",0.17666339874267578,0.2617722749710083,0,0,0,298,"Failed"
"The pet is laying on the couch. A [[dog]] is [[running]] in the [[waves]] at the [[beach]].","The pet is laying on the couch. A [[whippet]] is [[implementing]] in the [[onda]] at the [[bath]].",0.144345223903656,0.18244582414627075,0,0,0,125,"Failed"
"An animal is running outside. A dog is [[running]] in the waves at the beach.","An animal is running outside. A dog is [[runs]] in the waves at the beach.",0.19683682918548584,0.809096097946167,1,0,1,36,"Successful"
"Strangers are standing indoors. [[Family]] [[members]] standing [[outside]] a [[home]].","Strangers are standing indoors. [[Captivity]] [[member]] standing [[outboard]] a [[roa]].",0.17665612697601318,0.2567989230155945,0,0,0,127,"Failed"
"A family is standing outside. [[Family]] members standing outside a home.","A family is standing outside. [[Houses]] members standing outside a home.",0.22263014316558838,0.756511926651001,1,0,1,36,"Successful"
"The two men are fighting. [[A]] [[man]] and a [[child]] [[painting]] a [[post]].","The two men are fighting. [[paras]] [[homeboy]] and a [[babies]] [[colours]] a [[assignments]].",0.17743098735809326,0.26261383295059204,0,0,0,162,"Failed"
"The boy and his father making the post look better. [[A]] man and a child painting a post.","The boy and his father making the post look better. [[para]] man and a child painting a post.",0.19375324249267578,0.7624923586845398,0,1,0,15,"Successful"
"The men are selling clothes in a sports store. [[Four]] [[men]] with baseball [[caps]] and logo t-shirts laughing together at a [[table]].","The men are selling clothes in a sports store. [[Three]] [[dude]] with baseball [[restricts]] and logo t-shirts laughing together at a [[brought]].",0.18548107147216797,0.7489430904388428,0,1,0,101,"Successful"
"Males are socializing with each other while wearing casual clothes. Four men with baseball caps and logo t-shirts laughing together at a [[table]].","Males are socializing with each other while wearing casual clothes. Four men with baseball caps and logo t-shirts laughing together at a [[sut]].",0.19491195678710938,0.7976558208465576,1,0,1,32,"Successful"
"A puppy is rolling on the ground. A [[big]] [[dog]] [[catches]] a ball on his nose","A puppy is rolling on the ground. A [[prodigious]] [[doggie]] [[fishery]] a ball on his nose",0.1560736894607544,0.19046878814697266,0,0,0,150,"Failed"
"Two women compete in a tennis match. Two [[male]] [[soccer]] [[players]] on [[opposing]] [[teams]] are trying to [[get]] the soccer [[ball]].","Two women compete in a tennis match. Two [[dude]] [[football]] [[readers]] on [[versa]] [[pc]] are trying to [[have]] the soccer [[homecoming]].",0.16441112756729126,0.2530468702316284,0,0,0,231,"Failed"
"Two soccer players go after the ball. Two male soccer players on opposing teams are trying to get the soccer [[ball]].","Two soccer players go after the ball. Two male soccer players on opposing teams are trying to get the soccer [[cotillion]].",0.17168760299682617,0.8078898191452026,1,0,1,37,"Successful"
"A group of women is drinking wine. Two [[men]] with [[black]] glasses are [[holding]] [[food]], one [[appears]] to [[be]] [[eating]].","A group of women is drinking wine. Two [[guy]] with [[dark]] glasses are [[holds]] [[gourmet]], one [[seems]] to [[come]] [[grocery]].",0.14582347869873047,0.24312937259674072,0,0,0,226,"Failed"
"There are two men with food. [[Two]] men with black glasses are holding [[food]], one appears to be eating.","There are two men with food. [[Three]] men with black glasses are holding [[meals]], one appears to be eating.",0.16461992263793945,0.8181775808334351,1,0,1,51,"Successful"
"A woman is checking out the men. [[A]] [[boy]] [[watches]] a [[woman]] [[walking]] [[amidst]] [[many]] concrete [[boxes]].","A woman is checking out the men. [[paras]] [[friend]] [[bracelet]] a [[mujer]] [[feet]] [[midst]] [[mucho]] concrete [[cartons]].",0.15427911281585693,0.2745227813720703,0,0,0,201,"Failed"
"A boy is watching a woman. A boy watches a [[woman]] walking amidst many concrete boxes.","A boy is watching a woman. A boy watches a [[girls]] walking amidst many concrete boxes.",0.1902104616165161,0.8045051097869873,1,0,1,46,"Successful"
"The people are working at an office. [[Three]] [[people]] are [[dressed]] in [[costumes]] and playing musical [[instruments]].","The people are working at an office. [[Four]] [[resident]] are [[garb]] in [[tuxedo]] and playing musical [[utility]].",0.15888750553131104,0.2259078025817871,0,0,0,171,"Failed"
"The people are in costume and playing music. [[Three]] people are dressed in [[costumes]] and playing musical instruments.","The people are in costume and playing music. [[Two]] people are dressed in [[suit]] and playing musical instruments.",0.18530607223510742,0.8263354301452637,1,0,1,63,"Successful"
"The Indians are building sand castles. The indian's are [[performing]] a [[sacred]] [[dance]].","The Indians are building sand castles. The indian's are [[accomplish]] a [[damned]] [[choreographed]].",0.1639636754989624,0.24390941858291626,0,0,0,91,"Failed"
"The people are dancing. The indian's are performing a sacred [[dance]].","The people are dancing. The indian's are performing a sacred [[stripper]].",0.2063082456588745,0.8321183323860168,1,0,1,35,"Successful"
"A young woman drank a lot of soda. An [[elderly]] [[man]] is [[smiling]] while [[sitting]] in [[front]] of a [[row]] of [[soda]] [[cans]].","A young woman drank a lot of soda. An [[yesteryear]] [[hubby]] is [[snickering]] while [[assisi]] in [[brow]] of a [[queued]] of [[sodas]] [[drumming]].",0.1538320779800415,0.24332618713378906,0,0,0,216,"Failed"
"An old man smiles in front of soda cans. An elderly man is [[smiling]] while sitting in front of a row of soda cans.","An old man smiles in front of soda cans. An elderly man is [[smirk]] while sitting in front of a row of soda cans.",0.17021018266677856,0.8528895974159241,1,0,1,53,"Successful"
"There are people standing by benches in public. People [[sitting]] on benches in a public area.","There are people standing by benches in public. People [[assis]] on benches in a public area.",0.20136773586273193,0.7580686807632446,0,1,0,30,"Successful"
"There are people sitting on benches outdoors. People sitting on [[benches]] in a public area.","There are people sitting on benches outdoors. People sitting on [[pews]] in a public area.",0.23513150215148926,0.816401481628418,1,0,1,17,"Successful"
"There is a bald man. A [[bald]] man with a white shirt and watch eating food and drinking wine.","There is a bald man. A [[goatee]] man with a white shirt and watch eating food and drinking wine.",0.19977307319641113,0.8340595960617065,1,0,1,17,"Successful"
"a family of cats resting. The 3 [[dogs]] are [[cruising]] down the [[street]].","a family of cats resting. The 3 [[pooch]] are [[voyages]] down the [[st]].",0.16641926765441895,0.22867631912231445,0,0,0,85,"Failed"
"three dogs together. The 3 [[dogs]] are cruising down the street.","three dogs together. The 3 [[puppy]] are cruising down the street.",0.19497931003570557,0.847616970539093,1,0,1,55,"Successful"
"A biker rides next to the ocean. A biker [[wearing]] [[glass]] and a backpack rides near a [[fountain]].","A biker rides next to the ocean. A biker [[worn]] [[sunglasses]] and a backpack rides near a [[steelhead]].",0.17916542291641235,0.7871785163879395,0,1,0,82,"Successful"
"A biker is close to the fountain. A biker wearing glass and a backpack rides near a [[fountain]].","A biker is close to the fountain. A biker wearing glass and a backpack rides near a [[creek]].",0.17318427562713623,0.8172706365585327,1,0,1,21,"Successful"
"A woman is riding a unicycle past a building. [[Two]] [[people]] are riding [[bicycles]] next to a [[building]].","A woman is riding a unicycle past a building. [[Three]] [[citizenship]] are riding [[riders]] next to a [[buildings]].",0.14798176288604736,0.7842686176300049,0,1,0,120,"Successful"
"Two people are riding bikes near a building. [[Two]] people are riding bicycles next to a building.","Two people are riding bikes near a building. [[Three]] people are riding bicycles next to a building.",0.1772741675376892,0.8536843061447144,1,0,1,13,"Successful"
"The cyclist is riding on water. [[A]] hurried bicycler moves along a [[car]] in a busy street on an allowed bike path.","The cyclist is riding on water. [[para]] hurried bicycler moves along a [[locos]] in a busy street on an allowed bike path.",0.16710150241851807,0.7829557657241821,0,1,0,58,"Successful"
"The cyclist rides on a public street. A hurried bicycler moves along a car in a busy street on an allowed bike [[path]].","The cyclist rides on a public street. A hurried bicycler moves along a car in a busy street on an allowed bike [[chemin]].",0.17788159847259521,0.7961491346359253,0,1,0,64,"Successful"
"Three young woman are sleeping in a crowded hall. [[Three]] [[young]] [[women]] [[perform]] a [[dance]] in a crowded [[hall]].","Three young woman are sleeping in a crowded hall. [[Fourth]] [[youthful]] [[chicas]] [[fulfilment]] a [[dancers]] in a crowded [[holl]].",0.1468067169189453,0.7301272749900818,0,1,0,191,"Successful"
"Three young women are performing in front of a big audience. Three young women perform a [[dance]] in a crowded hall.","Three young women are performing in front of a big audience. Three young women perform a [[danse]] in a crowded hall.",0.19280225038528442,0.7789335250854492,0,1,0,33,"Successful"
"The young men are in complete agreement. [[Sexy]] young men [[stand]] on a balcony having a heated [[conversation]].","The young men are in complete agreement. [[Horny]] young men [[standing]] on a balcony having a heated [[chatted]].",0.1942070722579956,0.2678799033164978,0,0,0,219,"Failed"
"Young men are arguing. Sexy [[young]] men stand on a balcony having a heated conversation.","Young men are arguing. Sexy [[infantile]] men stand on a balcony having a heated conversation.",0.18189674615859985,0.8273652195930481,1,0,1,25,"Successful"
"The boy is in Kansas. A [[boy]] [[splashing]] through the [[ocean]].","The boy is in Kansas. A [[dawgs]] [[sprinkling]] through the [[hai]].",0.18573439121246338,0.22931909561157227,0,0,0,111,"Failed"
"The boy is at the beach. A [[boy]] splashing through the ocean.","The boy is at the beach. A [[barman]] splashing through the ocean.",0.19788038730621338,0.8291900157928467,1,0,1,55,"Successful"
"The boy is swimming. A [[boy]] splashing through the ocean.","The boy is swimming. A [[barman]] splashing through the ocean.",0.2115539312362671,0.8339871168136597,1,0,1,57,"Successful"
"The men are wearing blue uniforms and wrestling in a competition. [[A]] [[man]] in a [[dark]] [[jacket]] [[stands]] next to a [[man]] [[dressed]] in [[brown]] [[reaching]] down into a [[bag]].","The men are wearing blue uniforms and wrestling in a competition. [[another]] [[guys]] in a [[noir]] [[fleece]] [[hubs]] next to a [[dudes]] [[garb]] in [[drizzle]] [[realization]] down into a [[sac]].",0.14124423265457153,0.2647227644920349,0,0,0,302,"Failed"
"Two men in dark clothing, one is reaching into a bag. A man in a dark jacket [[stands]] next to a man dressed in [[brown]] reaching down into a bag.","Two men in dark clothing, one is reaching into a bag. A man in a dark jacket [[newsstands]] next to a man dressed in [[drizzle]] reaching down into a bag.",0.16816222667694092,0.8070582151412964,0,1,0,43,"Successful"
"A man is eating his tv dinner. A [[woman]] in a white [[apron]] [[prepares]] [[various]] [[meats]] on a [[large]] [[grill]].","A man is eating his tv dinner. A [[girlfriend]] in a white [[runway]] [[developing]] [[multiple]] [[bacon]] on a [[important]] [[mesh]].",0.13228905200958252,0.2169886827468872,0,0,0,203,"Failed"
"A woman is preparing meat. [[A]] woman in a white apron prepares various [[meats]] on a large grill.","A woman is preparing meat. [[another]] woman in a white apron prepares various [[undercooked]] on a large grill.",0.15503203868865967,0.8012210130691528,1,0,1,40,"Successful"
"A woman is beginning to cook. A [[woman]] in a white apron prepares various meats on a large grill.","A woman is beginning to cook. A [[femmes]] in a white apron prepares various meats on a large grill.",0.2161327600479126,0.8128185868263245,1,0,1,58,"Successful"
"A medic is treating someones wounds with bandages he is holding. An elderly firefighter in an orange [[suit]] is holding a [[fire]] hose with [[water]] coming out.","A medic is treating someones wounds with bandages he is holding. An elderly firefighter in an orange [[jumpsuit]] is holding a [[lamps]] hose with [[waters]] coming out.",0.2017989158630371,0.7820132970809937,0,1,0,102,"Successful"
"A firefighter is holding a fire hose with water comping out. An elderly [[firefighter]] in an orange suit is holding a fire hose with water coming out.","A firefighter is holding a fire hose with water comping out. An elderly [[arsonist]] in an orange suit is holding a fire hose with water coming out.",0.17277121543884277,0.8462195992469788,1,0,1,44,"Successful"
"A man is playing video games on his phone. [[A]] [[man]] is [[reading]] a [[book]] while [[sitting]] on a [[bench]] [[outside]] of a [[bookstore]].","A man is playing video games on his phone. [[another]] [[guys]] is [[readings]] a [[manoel]] while [[sits]] on a [[pew]] [[outdoors]] of a [[librarians]].",0.11424565315246582,0.22648239135742188,0,0,0,149,"Failed"
"A man is reading on a bench outside of a store. A man is reading a book while sitting on a bench outside of a [[bookstore]].","A man is reading on a bench outside of a store. A man is reading a book while sitting on a bench outside of a [[library]].",0.16944211721420288,0.8362830281257629,1,0,1,27,"Successful"
"The child is riding a swing in the rain. The sun [[breaks]] through the trees as a child rides a [[swing]].","The child is riding a swing in the rain. The sun [[violating]] through the trees as a child rides a [[recline]].",0.17422401905059814,0.2218359112739563,0,0,0,146,"Failed"
"A child rides a swing in the daytime. The sun breaks through the trees as a child rides a [[swing]].","A child rides a swing in the daytime. The sun breaks through the trees as a child rides a [[manoeuvring]].",0.1797933578491211,0.7915855646133423,1,0,1,34,"Successful"
"A man is pushing a pear and picking up boxes. A [[man]] pushing a hand-truck of [[boxes]] is bending over to pick up a pear.","A man is pushing a pear and picking up boxes. A [[virile]] pushing a hand-truck of [[chests]] is bending over to pick up a pear.",0.16868376731872559,0.8140570521354675,1,0,1,73,"Successful"
"A man is pushing a hand truck. A man pushing a hand-truck of boxes is bending over to [[pick]] up a pear.","A man is pushing a hand truck. A man pushing a hand-truck of boxes is bending over to [[taking]] up a pear.",0.2111222743988037,0.8149789571762085,1,0,1,55,"Successful"
"A happy man is picking up a pear. A man pushing a hand-truck of [[boxes]] is bending over to pick up a pear.","A happy man is picking up a pear. A man pushing a hand-truck of [[mailboxes]] is bending over to pick up a pear.",0.180031418800354,0.7980798482894897,0,1,0,23,"Successful"
"The band is backstage. A band [[singing]] and [[playing]] electric guitar for a crowd of [[people]].","The band is backstage. A band [[lyric]] and [[games]] electric guitar for a crowd of [[resident]].",0.1970902681350708,0.24751955270767212,0,0,0,226,"Failed"
"A band is playing a concert. A [[band]] singing and playing electric guitar for a crowd of people.","A band is playing a concert. A [[fanfare]] singing and playing electric guitar for a crowd of people.",0.22450673580169678,0.7842630743980408,1,0,1,38,"Successful"
"The band is playing music at a large venue. [[A]] [[band]] [[performing]] at a [[local]] [[bar]] or club.","The band is playing music at a large venue. [[para]] [[pare]] [[performance]] at a [[venues]] [[counsels]] or club.",0.1577526330947876,0.8192207217216492,0,1,0,115,"Successful"
"The band is playing music. A [[band]] performing at a local bar or club.","The band is playing music. A [[ribbon]] performing at a local bar or club.",0.1916283369064331,0.8369852900505066,1,0,1,35,"Successful"
"The boy is upset. a boy in a red hooded top is smiling whilst [[looking]] away from his [[reflection]].","The boy is upset. a boy in a red hooded top is smiling whilst [[wishing]] away from his [[meditative]].",0.1798059344291687,0.7781319618225098,0,1,0,82,"Successful"
"A boy in a red hood is happy. a boy in a red [[hooded]] top is smiling whilst looking away from his reflection.","A boy in a red hood is happy. a boy in a red [[obscured]] top is smiling whilst looking away from his reflection.",0.2019343376159668,0.8364920616149902,1,0,1,22,"Successful"
"A man wearing very formal colorful clothing and she seems to be dancing. A woman wearing very formal [[colorful]] clothing and she seems to be dancing.","A man wearing very formal colorful clothing and she seems to be dancing. A woman wearing very formal [[hued]] clothing and she seems to be dancing.",0.21871435642242432,0.8132476806640625,1,0,1,61,"Successful"
"A person wearing very formal colorful clothing and she seems to be dancing. A woman wearing very formal colorful [[clothing]] and she seems to be dancing.","A person wearing very formal colorful clothing and she seems to be dancing. A woman wearing very formal colorful [[scrubs]] and she seems to be dancing.",0.1959572434425354,0.8051090836524963,1,0,1,71,"Successful"
"The workers are mute. Two construction workers [[talk]] while [[looking]] at a [[Naval]] [[ship]].","The workers are mute. Two construction workers [[mentioning]] while [[seeking]] at a [[Crewmen]] [[dispatching]].",0.15339720249176025,0.2575277090072632,0,0,0,276,"Failed"
"The little boy is playing video games. [[Young]] [[boy]] [[smiles]] at the [[camera]] from the tire [[swing]].","The little boy is playing video games. [[Youngster]] [[gaillard]] [[playful]] at the [[house]] from the tire [[maneuvering]].",0.16037511825561523,0.2549648880958557,0,0,0,186,"Failed"
"He is outside. [[Young]] [[boy]] [[smiles]] at the [[camera]] from the [[tire]] [[swing]].","He is outside. [[Jeune]] [[homie]] [[grinned]] at the [[sala]] from the [[bouncy]] [[tilting]].",0.1791757345199585,0.22473430633544922,0,0,0,196,"Failed"
"Girls set down in the street. The girls [[walk]] down the street.","Girls set down in the street. The girls [[rook]] down the street.",0.19507205486297607,0.8071161508560181,0,1,0,26,"Successful"
"Girls walk down the street. The [[girls]] walk down the street.","Girls walk down the street. The [[hen]] walk down the street.",0.17273330688476562,0.831642746925354,1,0,1,56,"Successful"
"A group of people got ran over by a bus. [[A]] [[group]] of [[women]] [[observing]] an [[event]] while one in [[military]] [[attire]] takes a [[photograph]]","A group of people got ran over by a bus. [[paras]] [[grupo]] of [[broads]] [[compliance]] an [[instance]] while one in [[armed]] [[getup]] takes a [[filmmaking]]",0.1594400405883789,0.2517484426498413,0,0,0,272,"Failed"
"A group of people are watching something and one takes a picture. A group of women observing an event while one in military attire takes a [[photograph]]","A group of people are watching something and one takes a picture. A group of women observing an event while one in military attire takes a [[artwork]]",0.17981839179992676,0.8092035055160522,1,0,1,58,"Successful"
"THe chef is eating fried chicken. A chef [[explains]] [[different]] [[varieties]] of [[Tomatoes]] to [[consumers]].","THe chef is eating fried chicken. A chef [[say]] [[alia]] [[variety]] of [[Sauteed]] to [[customer]].",0.1410389542579651,0.24783742427825928,0,0,0,219,"Failed"
"A man in a colorful shirt and a lady in a white blouse give candy to people. A man in a colorful shirt and a [[lady]] in a white blouse sign copies of books for [[people]].","A man in a colorful shirt and a lady in a white blouse give candy to people. A man in a colorful shirt and a [[giri]] in a white blouse sign copies of books for [[ones]].",0.13810968399047852,0.7975847721099854,0,1,0,113,"Successful"
"Two people sign copies of books. A man in a colorful shirt and a lady in a white [[blouse]] sign copies of books for people.","Two people sign copies of books. A man in a colorful shirt and a lady in a white [[dress]] sign copies of books for people.",0.22076797485351562,0.7937455177307129,1,0,1,54,"Successful"
"Two people sign copies of their latest novel. [[A]] [[man]] in a colorful shirt and a lady in a white blouse sign [[copies]] of [[books]] for [[people]].","Two people sign copies of their latest novel. [[another]] [[hombres]] in a colorful shirt and a lady in a white blouse sign [[copier]] of [[livre]] for [[human]].",0.18839126825332642,0.7310717105865479,0,1,0,182,"Successful"
"a child is wrestling with bears. [[A]] [[child]] in a [[ninja]] [[outfit]] [[does]] a [[jumping]] [[kick]].","a child is wrestling with bears. [[another]] [[kiddo]] in a [[ninjas]] [[suits]] [[wo]] a [[darting]] [[grabbing]].",0.16294395923614502,0.2738344073295593,0,0,0,180,"Failed"
"a child does a jumping kick. A child in a ninja outfit does a jumping [[kick]].","a child does a jumping kick. A child in a ninja outfit does a jumping [[whoop]].",0.1785721778869629,0.8201795816421509,1,0,1,33,"Successful"
"Two girls wearing blue sit on a couch. Two little [[girls]], wearing [[pink]] [[hanging]] on a [[tube]].","Two girls wearing blue sit on a couch. Two little [[dames]], wearing [[soars]] [[dangling]] on a [[channeling]].",0.19086205959320068,0.7376521825790405,0,1,0,117,"Successful"
"Two girls on a tube. Two little girls, wearing pink hanging on a [[tube]].","Two girls on a tube. Two little girls, wearing pink hanging on a [[blowjob]].",0.17269247770309448,0.8260694742202759,1,0,1,47,"Successful"
"Two girls playing on a tube. Two little girls, wearing pink hanging on a [[tube]].","Two girls playing on a tube. Two little girls, wearing pink hanging on a [[smokestacks]].",0.18401730060577393,0.7491445541381836,1,0,1,47,"Successful"
"A boy in a green shirt rollerblading through the tunnel. [[A]] [[boy]] in a green shirt on a [[skateboard]] on a stone wall with [[graffiti]]","A boy in a green shirt rollerblading through the tunnel. [[another]] [[garcon]] in a green shirt on a [[rollerblades]] on a stone wall with [[banksy]]",0.15389931201934814,0.7348548173904419,0,1,0,80,"Successful"
"A boy riding a skateboard on a stone wall. A boy in a green shirt on a [[skateboard]] on a stone wall with graffiti","A boy riding a skateboard on a stone wall. A boy in a green shirt on a [[snowboarding]] on a stone wall with graffiti",0.20118093490600586,0.8309788703918457,1,0,1,29,"Successful"
"The person is indoors. A [[person]] wearing a blue [[backpack]] [[stands]] on a [[field]] above a [[scenic]] [[view]].","The person is indoors. A [[nobody]] wearing a blue [[handbags]] [[platform]] on a [[realms]] above a [[colorful]] [[kwun]].",0.17548882961273193,0.24351286888122559,0,0,0,201,"Failed"
"The person is outdoors. A person wearing a blue backpack stands on a field above a [[scenic]] [[view]].","The person is outdoors. A person wearing a blue backpack stands on a field above a [[stained]] [[kwun]].",0.18506896495819092,0.7764230370521545,1,0,1,71,"Successful"
"A business man is hurrying to work. An Asian [[woman]] [[enjoys]] a [[nice]] [[treat]]","A business man is hurrying to work. An Asian [[mujer]] [[ai]] a [[adorable]] [[cure]]",0.15647971630096436,0.249231219291687,0,0,0,168,"Failed"
