"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"The man is swimming in a pool. [[A]] [[man]] performing [[auto]] [[repair]] in front of a [[building]].","The man is swimming in a pool. [[para]] [[boyfriends]] performing [[tricycle]] [[mending]] in front of a [[forge]].",0.01300346851348877,0.1382739543914795,0,0,0,202,"Failed"
"The man is fixing a car. A man performing [[auto]] repair in front of a building.","The man is fixing a car. A man performing [[boxcars]] repair in front of a building.",0.07921206951141357,0.9682521820068359,1,0,1,40,"Successful"
"the man is skiing. A [[man]] in [[aerodynamic]] gear riding a bicycle down a [[road]] around a [[sharp]] [[curve]].","the man is skiing. A [[hombre]] in [[wheel]] gear riding a bicycle down a [[roadway]] around a [[strict]] [[nef]].",0.013080358505249023,0.06511950492858887,0,0,0,227,"Failed"
"the man is riding outside. [[A]] man in aerodynamic gear riding a bicycle down a road around a sharp curve.","the man is riding outside. [[para]] man in aerodynamic gear riding a bicycle down a road around a sharp curve.",0.14138484001159668,0.9079439640045166,0,1,0,15,"Successful"
"the man is going to the store. [[A]] [[man]] in aerodynamic [[gear]] riding a [[bicycle]] down a road around a [[sharp]] [[curve]].","the man is going to the store. [[another]] [[humans]] in aerodynamic [[cadence]] riding a [[motorbikes]] down a road around a [[draconian]] [[bend]].",0.009318351745605469,0.11438548564910889,0,0,0,225,"Failed"
"A cat is running up a tree. The small [[dog]] is running across the [[lawn]].","A cat is running up a tree. The small [[dachshund]] is running across the [[grassy]].",0.018435239791870117,0.09497177600860596,0,0,0,133,"Failed"
"A mammal is running through the yard. The small [[dog]] is [[running]] across the [[lawn]].","A mammal is running through the yard. The small [[kennel]] is [[implemented]] across the [[playground]].",0.0050705671310424805,0.029688119888305664,0,0,0,131,"Failed"
"The young boy went swimming. [[A]] [[young]] [[boy]] with a [[shaved]] [[head]] and [[dirty]] white collared [[shirt]] holds a [[chicken]] in his [[arm]].","The young boy went swimming. [[para]] [[yong]] [[mec]] with a [[scorched]] [[skull]] and [[sleazebag]] white collared [[blouses]] holds a [[geezer]] in his [[armament]].",0.015290498733520508,0.1631069779396057,0,0,0,298,"Failed"
"The pet is laying on the couch. [[A]] [[dog]] is [[running]] in the [[waves]] at the [[beach]].","The pet is laying on the couch. [[another]] [[rottweiler]] is [[executing]] in the [[airwaves]] at the [[swim]].",0.0074481964111328125,0.06951284408569336,0,0,0,119,"Failed"
"An animal is running outside. A dog is [[running]] in the waves at the beach.","An animal is running outside. A dog is [[operating]] in the waves at the beach.",0.035970985889434814,0.9847781658172607,1,0,1,36,"Successful"
"Strangers are standing indoors. [[Family]] [[members]] [[standing]] outside a [[home]].","Strangers are standing indoors. [[Habitation]] [[commissioners]] [[stands]] outside a [[homing]].",0.012895643711090088,0.08882689476013184,0,0,0,127,"Failed"
"A family is standing outside. Family [[members]] standing [[outside]] a home.","A family is standing outside. Family [[delegated]] standing [[foreign]] a home.",0.03459608554840088,0.9815317392349243,1,0,1,38,"Successful"
"The two men are fighting. [[A]] man and a [[child]] painting a [[post]].","The two men are fighting. [[para]] man and a [[enfants]] painting a [[posts]].",0.015491485595703125,0.09456741809844971,0,0,0,162,"Failed"
"The boy and his father making the post look better. [[A]] man and a child [[painting]] a post.","The boy and his father making the post look better. [[para]] man and a child [[repainted]] a post.",0.08309268951416016,0.8741503953933716,0,1,0,38,"Successful"
"The men are selling clothes in a sports store. Four [[men]] with [[baseball]] caps and logo t-shirts laughing together at a table.","The men are selling clothes in a sports store. Four [[humans]] with [[dingbat]] caps and logo t-shirts laughing together at a table.",0.004790902137756348,0.07204329967498779,0,0,0,172,"Failed"
"Males are socializing with each other while wearing casual clothes. Four [[men]] with baseball caps and logo t-shirts laughing together at a table.","Males are socializing with each other while wearing casual clothes. Four [[sexes]] with baseball caps and logo t-shirts laughing together at a table.",0.06666040420532227,0.9978883862495422,1,0,1,50,"Successful"
"A puppy is rolling on the ground. [[A]] [[big]] [[dog]] catches a [[ball]] on his [[nose]]","A puppy is rolling on the ground. [[para]] [[larger]] [[rottweiler]] catches a [[ballon]] on his [[snout]]",0.012135744094848633,0.1178784966468811,0,0,0,147,"Failed"
"Two women compete in a tennis match. Two [[male]] soccer [[players]] on opposing teams are [[trying]] to get the soccer [[ball]].","Two women compete in a tennis match. Two [[homme]] soccer [[operators]] on opposing teams are [[seeking]] to get the soccer [[football]].",0.014322996139526367,0.06593620777130127,0,0,0,248,"Failed"
"Two soccer players go after the ball. Two male soccer players on opposing teams are trying to get the soccer [[ball]].","Two soccer players go after the ball. Two male soccer players on opposing teams are trying to get the soccer [[cotillion]].",0.028158068656921387,0.9698857069015503,1,0,1,37,"Successful"
"A group of women is drinking wine. Two [[men]] with black [[glasses]] are holding [[food]], one [[appears]] to [[be]] [[eating]].","A group of women is drinking wine. Two [[hombres]] with black [[glazing]] are holding [[devouring]], one [[exhibition]] to [[viens]] [[lunches]].",0.00867605209350586,0.06783509254455566,0,0,0,223,"Failed"
"There are two men with food. Two men with black glasses are [[holding]] [[food]], one appears to be eating.","There are two men with food. Two men with black glasses are [[organization]] [[fodder]], one appears to be eating.",0.015717148780822754,0.961165726184845,1,0,1,72,"Successful"
"A woman is checking out the men. [[A]] [[boy]] [[watches]] a [[woman]] walking [[amidst]] [[many]] [[concrete]] [[boxes]].","A woman is checking out the men. [[para]] [[gaillard]] [[clock]] a [[dame]] walking [[midst]] [[umpteen]] [[particular]] [[tables]].",0.004138588905334473,0.09441936016082764,0,0,0,201,"Failed"
"A boy is watching a woman. A boy [[watches]] a woman walking amidst many concrete boxes.","A boy is watching a woman. A boy [[timepiece]] a woman walking amidst many concrete boxes.",0.011257648468017578,0.9918675422668457,1,0,1,22,"Successful"
"The people are working at an office. [[Three]] [[people]] are dressed in [[costumes]] and [[playing]] musical [[instruments]].","The people are working at an office. [[Four]] [[men]] are dressed in [[outfits]] and [[play]] musical [[accoutrements]].",0.011381924152374268,0.11088472604751587,0,0,0,179,"Failed"
"The people are in costume and playing music. Three people are dressed in costumes and [[playing]] musical instruments.","The people are in costume and playing music. Three people are dressed in costumes and [[gambling]] musical instruments.",0.028732597827911377,0.9980987906455994,1,0,1,45,"Successful"
"The Indians are building sand castles. [[The]] indian's are [[performing]] a sacred [[dance]].","The Indians are building sand castles. [[Both]] indian's are [[execute]] a sacred [[ballet]].",0.028937578201293945,0.08129990100860596,0,0,0,91,"Failed"
"The people are dancing. The indian's are performing a [[sacred]] dance.","The people are dancing. The indian's are performing a [[damned]] dance.",0.006780743598937988,0.9149970412254333,0,1,0,16,"Successful"
"A young woman drank a lot of soda. An [[elderly]] man is [[smiling]] while [[sitting]] in front of a row of [[soda]] [[cans]].","A young woman drank a lot of soda. An [[ages]] man is [[smirking]] while [[sittin]] in front of a row of [[lemonade]] [[beakers]].",0.010714232921600342,0.10669291019439697,0,0,0,185,"Failed"
"An old man smiles in front of soda cans. An elderly man is smiling while sitting in front of a row of soda [[cans]].","An old man smiles in front of soda cans. An elderly man is smiling while sitting in front of a row of soda [[goblets]].",0.051748454570770264,0.894634485244751,1,0,1,66,"Successful"
"There are people standing by benches in public. People [[sitting]] on benches in a public area.","There are people standing by benches in public. People [[assisi]] on benches in a public area.",0.007514774799346924,0.9430111646652222,0,1,0,30,"Successful"
"There are people sitting on benches outdoors. People sitting on [[benches]] in a public area.","There are people sitting on benches outdoors. People sitting on [[pews]] in a public area.",0.054338693618774414,0.9935647249221802,1,0,1,17,"Successful"
"There is a bald man. A [[bald]] man with a white shirt and watch eating food and drinking wine.","There is a bald man. A [[balding]] man with a white shirt and watch eating food and drinking wine.",0.028484582901000977,0.9272973537445068,1,0,1,17,"Successful"
"a family of cats resting. [[The]] 3 [[dogs]] are cruising down the [[street]].","a family of cats resting. [[Both]] 3 [[doberman]] are cruising down the [[avenida]].",0.018001198768615723,0.06710755825042725,0,0,0,85,"Failed"
"three dogs together. The 3 [[dogs]] are cruising down the street.","three dogs together. The 3 [[spaniel]] are cruising down the street.",0.03600025177001953,0.9963653087615967,1,0,1,55,"Successful"
"A biker rides next to the ocean. [[A]] [[biker]] [[wearing]] [[glass]] and a [[backpack]] rides near a [[fountain]].","A biker rides next to the ocean. [[para]] [[moto]] [[carry]] [[cristal]] and a [[valise]] rides near a [[brook]].",0.011690855026245117,0.09453636407852173,0,0,0,149,"Failed"
"A biker is close to the fountain. A biker wearing glass and a backpack rides near a [[fountain]].","A biker is close to the fountain. A biker wearing glass and a backpack rides near a [[creek]].",0.018496036529541016,0.9943568706512451,1,0,1,21,"Successful"
"A woman is riding a unicycle past a building. Two [[people]] are riding [[bicycles]] next to a building.","A woman is riding a unicycle past a building. Two [[mens]] are riding [[bikes]] next to a building.",0.016460418701171875,0.09468686580657959,0,0,0,121,"Failed"
"Two people are riding bikes near a building. Two people are riding bicycles next to a [[building]].","Two people are riding bikes near a building. Two people are riding bicycles next to a [[constructions]].",0.05608224868774414,0.8609958291053772,1,0,1,54,"Successful"
"The cyclist is riding on water. [[A]] [[hurried]] bicycler [[moves]] along a [[car]] in a busy street on an [[allowed]] [[bike]] [[path]].","The cyclist is riding on water. [[para]] [[plunge]] bicycler [[evolving]] along a [[chrysler]] in a busy street on an [[empowering]] [[biker]] [[trail]].",0.019127845764160156,0.09419786930084229,0,0,0,290,"Failed"
"The cyclist rides on a public street. A hurried bicycler moves along a car in a busy street on an allowed bike [[path]].","The cyclist rides on a public street. A hurried bicycler moves along a car in a busy street on an allowed bike [[route]].",0.043193817138671875,0.9351004362106323,0,1,0,64,"Successful"
"Three young woman are sleeping in a crowded hall. [[Three]] [[young]] [[women]] perform a [[dance]] in a [[crowded]] [[hall]].","Three young woman are sleeping in a crowded hall. [[Cinq]] [[younger]] [[giris]] perform a [[danse]] in a [[rallied]] [[entryway]].",0.0015156269073486328,0.15015798807144165,0,0,0,208,"Failed"
"Three young women are performing in front of a big audience. Three young women perform a dance in a crowded [[hall]].","Three young women are performing in front of a big audience. Three young women perform a dance in a crowded [[chambre]].",0.09399294853210449,0.9990963935852051,1,0,1,52,"Successful"
"The young men are in complete agreement. [[Sexy]] young men stand on a [[balcony]] having a [[heated]] [[conversation]].","The young men are in complete agreement. [[Sexiest]] young men stand on a [[verandah]] having a [[warm]] [[deliberations]].",0.016713321208953857,0.874098002910614,0,1,0,151,"Successful"
"Young men are arguing. Sexy young men stand on a balcony having a [[heated]] conversation.","Young men are arguing. Sexy young men stand on a balcony having a [[warmed]] conversation.",0.04431354999542236,0.9911885261535645,1,0,1,44,"Successful"
"The boy is in Kansas. [[A]] [[boy]] splashing through the ocean.","The boy is in Kansas. [[para]] [[guy]] splashing through the ocean.",0.018416285514831543,0.15505969524383545,0,0,0,111,"Failed"
"The boy is at the beach. A [[boy]] splashing through the ocean.","The boy is at the beach. A [[boyfriend]] splashing through the ocean.",0.058728814125061035,0.9947141408920288,1,0,1,55,"Successful"
"The boy is swimming. A [[boy]] splashing through the ocean.","The boy is swimming. A [[friends]] splashing through the ocean.",0.0534588098526001,0.9923460483551025,1,0,1,57,"Successful"
"The men are wearing blue uniforms and wrestling in a competition. [[A]] [[man]] in a [[dark]] [[jacket]] stands next to a [[man]] dressed in brown reaching down into a [[bag]].","The men are wearing blue uniforms and wrestling in a competition. [[another]] [[gaillard]] in a [[noir]] [[dress]] stands next to a [[boy]] dressed in brown reaching down into a [[saddlebag]].",0.006507694721221924,0.06410950422286987,0,0,0,304,"Failed"
"Two men in dark clothing, one is reaching into a bag. A man in a dark jacket stands next to a man dressed in [[brown]] reaching down into a bag.","Two men in dark clothing, one is reaching into a bag. A man in a dark jacket stands next to a man dressed in [[browns]] reaching down into a bag.",0.0427703857421875,0.8597314357757568,0,1,0,29,"Successful"
"A man is eating his tv dinner. [[A]] [[woman]] in a white apron [[prepares]] [[various]] [[meats]] on a [[large]] [[grill]].","A man is eating his tv dinner. [[another]] [[broads]] in a white apron [[suspenders]] [[diverse]] [[roast]] on a [[huge]] [[barbecue]].",0.015926718711853027,0.09162116050720215,0,0,0,204,"Failed"
"A woman is preparing meat. A woman in a white apron prepares various [[meats]] on a large grill.","A woman is preparing meat. A woman in a white apron prepares various [[cheeses]] on a large grill.",0.013323783874511719,0.9940573573112488,1,0,1,39,"Successful"
"A woman is beginning to cook. A woman in a white [[apron]] prepares various meats on a large grill.","A woman is beginning to cook. A woman in a white [[heliport]] prepares various meats on a large grill.",0.13574641942977905,0.9920433759689331,1,0,1,29,"Successful"
"A medic is treating someones wounds with bandages he is holding. An [[elderly]] [[firefighter]] in an [[orange]] [[suit]] is [[holding]] a [[fire]] hose with [[water]] [[coming]] out.","A medic is treating someones wounds with bandages he is holding. An [[antique]] [[flames]] in an [[amber]] [[tailor]] is [[organization]] a [[chimney]] hose with [[agua]] [[arrive]] out.",0.0027189254760742188,0.02349722385406494,0,0,0,258,"Failed"
"A firefighter is holding a fire hose with water comping out. An elderly firefighter in an orange suit is holding a fire [[hose]] with water coming out.","A firefighter is holding a fire hose with water comping out. An elderly firefighter in an orange suit is holding a fire [[girdle]] with water coming out.",0.0853537917137146,0.8594748377799988,1,0,1,50,"Successful"
"A man is playing video games on his phone. [[A]] [[man]] is reading a [[book]] while [[sitting]] on a bench [[outside]] of a [[bookstore]].","A man is playing video games on his phone. [[another]] [[boyfriend]] is reading a [[paper]] while [[seated]] on a bench [[outdoors]] of a [[library]].",0.018871843814849854,0.13436055183410645,0,0,0,154,"Failed"
"A man is reading on a bench outside of a store. A man is [[reading]] a [[book]] while sitting on a bench outside of a bookstore.","A man is reading on a bench outside of a store. A man is [[read]] a [[libretto]] while sitting on a bench outside of a bookstore.",0.06842195987701416,0.9360909461975098,1,0,1,47,"Successful"
"The child is riding a swing in the rain. The [[sun]] [[breaks]] through the [[trees]] as a child rides a [[swing]].","The child is riding a swing in the rain. The [[daylight]] [[skipping]] through the [[sapling]] as a child rides a [[seesaw]].",0.010370969772338867,0.09314823150634766,0,0,0,147,"Failed"
"A child rides a swing in the daytime. The [[sun]] breaks through the trees as a child rides a swing.","A child rides a swing in the daytime. The [[sohn]] breaks through the trees as a child rides a swing.",0.00969851016998291,0.9168180227279663,1,0,1,24,"Successful"
"A man is pushing a pear and picking up boxes. A man pushing a hand-truck of boxes is bending over to [[pick]] up a pear.","A man is pushing a pear and picking up boxes. A man pushing a hand-truck of boxes is bending over to [[decides]] up a pear.",0.033421456813812256,0.8921793699264526,0,1,0,56,"Successful"
"A man is pushing a hand truck. A man [[pushing]] a hand-truck of boxes is bending over to pick up a pear.","A man is pushing a hand truck. A man [[push]] a hand-truck of boxes is bending over to pick up a pear.",0.09779292345046997,0.988334596157074,1,0,1,35,"Successful"
"A happy man is picking up a pear. [[A]] man [[pushing]] a hand-truck of boxes is bending over to [[pick]] up a [[pear]].","A happy man is picking up a pear. [[para]] man [[obliging]] a hand-truck of boxes is bending over to [[selecting]] up a [[pears]].",0.01056528091430664,0.09398555755615234,0,0,0,150,"Failed"
"The band is backstage. [[A]] band singing and playing [[electric]] [[guitar]] for a [[crowd]] of [[people]].","The band is backstage. [[paras]] band singing and playing [[electrified]] [[soulful]] for a [[opulence]] of [[peoples]].",0.015261650085449219,0.09398090839385986,0,0,0,231,"Failed"
"A band is playing a concert. A [[band]] singing and playing electric guitar for a crowd of people.","A band is playing a concert. A [[strapping]] singing and playing electric guitar for a crowd of people.",0.08132463693618774,0.9853751063346863,1,0,1,38,"Successful"
"The band is playing music at a large venue. [[A]] [[band]] [[performing]] at a [[local]] [[bar]] or [[club]].","The band is playing music at a large venue. [[para]] [[banding]] [[deliver]] at a [[venues]] [[prosecutors]] or [[discotheque]].",0.0018715858459472656,0.09323936700820923,0,0,0,127,"Failed"
"The band is playing music. A [[band]] performing at a local bar or club.","The band is playing music. A [[gangs]] performing at a local bar or club.",0.05090188980102539,0.9929667711257935,1,0,1,35,"Successful"
"The boy is upset. a boy in a red [[hooded]] [[top]] is [[smiling]] whilst [[looking]] away from his [[reflection]].","The boy is upset. a boy in a red [[cloaked]] [[tops]] is [[scowling]] whilst [[searching]] away from his [[brainchild]].",0.06805837154388428,0.9988084435462952,0,1,0,149,"Successful"
"A boy in a red hood is happy. a boy in a red hooded top is [[smiling]] whilst looking away from his reflection.","A boy in a red hood is happy. a boy in a red hooded top is [[smirking]] whilst looking away from his reflection.",0.008156776428222656,0.954007625579834,1,0,1,43,"Successful"
"A man wearing very formal colorful clothing and she seems to be dancing. A [[woman]] wearing very formal colorful clothing and she seems to be dancing.","A man wearing very formal colorful clothing and she seems to be dancing. A [[females]] wearing very formal colorful clothing and she seems to be dancing.",0.0037218332290649414,0.9297898411750793,0,1,0,52,"Successful"
"A person wearing very formal colorful clothing and she seems to be dancing. A woman wearing very formal colorful clothing and she seems to be [[dancing]].","A person wearing very formal colorful clothing and she seems to be dancing. A woman wearing very formal colorful clothing and she seems to be [[dancers]].",0.0930403470993042,0.9615871906280518,1,0,1,34,"Successful"
"The workers are mute. Two [[construction]] [[workers]] [[talk]] while [[looking]] at a [[Naval]] [[ship]].","The workers are mute. Two [[constructions]] [[functionaries]] [[talking]] while [[attempt]] at a [[Ships]] [[cruiser]].",0.020889103412628174,0.09372597932815552,0,0,0,276,"Failed"
"The little boy is playing video games. [[Young]] [[boy]] [[smiles]] at the camera from the [[tire]] swing.","The little boy is playing video games. [[Teenaged]] [[dawg]] [[grins]] at the camera from the [[wheel]] swing.",0.014985799789428711,0.11443471908569336,0,0,0,188,"Failed"
"He is outside. [[Young]] boy smiles at the camera from the tire swing.","He is outside. [[Fledgling]] boy smiles at the camera from the tire swing.",0.007628202438354492,0.8818067312240601,0,1,0,53,"Successful"
"Girls set down in the street. The girls [[walk]] down the street.","Girls set down in the street. The girls [[locomotion]] down the street.",0.03045111894607544,0.9723874926567078,0,1,0,26,"Successful"
"Girls walk down the street. The [[girls]] walk down the street.","Girls walk down the street. The [[madams]] walk down the street.",0.04591172933578491,0.9953376650810242,1,0,1,56,"Successful"
"A group of people got ran over by a bus. [[A]] [[group]] of women observing an event while one in [[military]] [[attire]] takes a photograph","A group of people got ran over by a bus. [[para]] [[roundtable]] of women observing an event while one in [[militarily]] [[petticoat]] takes a photograph",0.047665417194366455,0.16755050420761108,0,0,0,283,"Failed"
"A group of people are watching something and one takes a picture. A group of women observing an event while one in military attire takes a [[photograph]]","A group of people are watching something and one takes a picture. A group of women observing an event while one in military attire takes a [[cinematographer]]",0.02698618173599243,0.8903430700302124,1,0,1,58,"Successful"
"THe chef is eating fried chicken. [[A]] [[chef]] [[explains]] [[different]] [[varieties]] of [[Tomatoes]] to [[consumers]].","THe chef is eating fried chicken. [[para]] [[heads]] [[explaining]] [[divergent]] [[strains]] of [[Sautéed]] to [[consumerism]].",0.003314375877380371,0.08230245113372803,0,0,0,215,"Failed"
"A man in a colorful shirt and a lady in a white blouse give candy to people. A [[man]] in a colorful shirt and a lady in a white blouse [[sign]] [[copies]] of [[books]] for [[people]].","A man in a colorful shirt and a lady in a white blouse give candy to people. A [[dude]] in a colorful shirt and a lady in a white blouse [[mark]] [[photocopies]] of [[pamphlets]] for [[ones]].",0.0024389028549194336,0.09690427780151367,0,0,0,365,"Failed"
"Two people sign copies of books. A man in a colorful shirt and a lady in a white blouse [[sign]] copies of books for people.","Two people sign copies of books. A man in a colorful shirt and a lady in a white blouse [[signaling]] copies of books for people.",0.0631554126739502,0.977797269821167,1,0,1,46,"Successful"
"Two people sign copies of their latest novel. A man in a colorful shirt and a lady in a white blouse sign copies of [[books]] for [[people]].","Two people sign copies of their latest novel. A man in a colorful shirt and a lady in a white blouse sign copies of [[literature]] for [[peoples]].",0.0038911104202270508,0.8726739883422852,0,1,0,92,"Successful"
"a child is wrestling with bears. [[A]] [[child]] in a [[ninja]] [[outfit]] [[does]] a [[jumping]] [[kick]].","a child is wrestling with bears. [[another]] [[childlike]] in a [[shinobi]] [[getup]] [[doing]] a [[salto]] [[underneath]].",0.0076580047607421875,0.09588682651519775,0,0,0,180,"Failed"
"a child does a jumping kick. A child in a ninja outfit does a [[jumping]] kick.","a child does a jumping kick. A child in a ninja outfit does a [[hopping]] kick.",0.04841160774230957,0.9880740642547607,1,0,1,37,"Successful"
"Two girls wearing blue sit on a couch. Two little [[girls]], [[wearing]] [[pink]] [[hanging]] on a [[tube]].","Two girls wearing blue sit on a couch. Two little [[babies]], [[seaport]] [[fleur]] [[dangle]] on a [[hose]].",0.02441847324371338,0.11262577772140503,0,0,0,173,"Failed"
"Two girls on a tube. Two little girls, wearing pink hanging on a [[tube]].","Two girls on a tube. Two little girls, wearing pink hanging on a [[beakers]].",0.022656738758087158,0.9987688064575195,1,0,1,47,"Successful"
"Two girls playing on a tube. Two little girls, wearing pink hanging on a [[tube]].","Two girls playing on a tube. Two little girls, wearing pink hanging on a [[smokestacks]].",0.036100566387176514,0.9979920983314514,1,0,1,47,"Successful"
"A boy in a green shirt rollerblading through the tunnel. [[A]] [[boy]] in a [[green]] [[shirt]] on a [[skateboard]] on a [[stone]] [[wall]] with graffiti","A boy in a green shirt rollerblading through the tunnel. [[another]] [[man]] in a [[vert]] [[robe]] on a [[skiing]] on a [[mah]] [[fences]] with graffiti",0.0033158063888549805,0.05724811553955078,0,0,0,150,"Failed"
"A boy riding a skateboard on a stone wall. A boy in a green shirt on a [[skateboard]] on a stone wall with graffiti","A boy riding a skateboard on a stone wall. A boy in a green shirt on a [[snowboarding]] on a stone wall with graffiti",0.04836380481719971,0.9979912042617798,1,0,1,29,"Successful"
"The person is indoors. A [[person]] wearing a blue backpack [[stands]] on a [[field]] above a [[scenic]] [[view]].","The person is indoors. A [[individuals]] wearing a blue backpack [[stand]] on a [[fieldwork]] above a [[coloured]] [[see]].",0.07150661945343018,0.09415090084075928,0,0,0,192,"Failed"
"The person is outdoors. A person wearing a blue backpack stands on a [[field]] above a scenic view.","The person is outdoors. A person wearing a blue backpack stands on a [[zones]] above a scenic view.",0.005054831504821777,0.8604023456573486,1,0,1,53,"Successful"
