"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"The young boy went swimming. A [[young]] boy with a [[shaved]] head and [[dirty]] white [[collared]] [[shirt]] [[holds]] a chicken in his [[arm]].","The young boy went swimming. A [[yong]] boy with a [[crushed]] head and [[foul]] white [[turtleneck]] [[sweater]] [[retention]] a chicken in his [[armpit]].",0.11338448524475098,0.14648330211639404,0,0,0,304,"Failed"
"The pet is laying on the couch. A [[dog]] is [[running]] in the [[waves]] at the [[beach]].","The pet is laying on the couch. A [[lapdog]] is [[applying]] in the [[flood]] at the [[swimmer]].",0.10443204641342163,0.12545275688171387,0,0,0,127,"Failed"
"An animal is running outside. A [[dog]] is running in the [[waves]] at the beach.","An animal is running outside. A [[retriever]] is running in the [[influx]] at the beach.",0.15181630849838257,0.8376185894012451,0,1,0,128,"Successful"
"Strangers are standing indoors. Family [[members]] [[standing]] outside a [[home]].","Strangers are standing indoors. Family [[member]] [[constants]] outside a [[accomodation]].",0.15741056203842163,0.19707226753234863,0,0,0,127,"Failed"
"A family is standing outside. Family members [[standing]] outside a home.","A family is standing outside. Family members [[stand]] outside a home.",0.20316797494888306,0.8271934986114502,0,1,0,33,"Successful"
"The two men are fighting. [[A]] [[man]] and a child [[painting]] a [[post]].","The two men are fighting. [[para]] [[boyfriend]] and a child [[images]] a [[positions]].",0.1252354383468628,0.19646650552749634,0,0,0,162,"Failed"
"The boy and his father making the post look better. A man and a child painting a post.","The boy and his father making the post look better. A man and a child painting a post.",0.19034075736999512,0.19034075736999512,0,0,0,138,"Failed"
"The men are selling clothes in a sports store. [[Four]] [[men]] with baseball [[caps]] and [[logo]] t-shirts [[laughing]] [[together]] at a [[table]].","The men are selling clothes in a sports store. [[Three]] [[males]] with baseball [[lad]] and [[label]] t-shirts [[sarcasm]] [[along]] at a [[tile]].",0.12455832958221436,0.16182684898376465,0,0,0,173,"Failed"
"Males are socializing with each other while wearing casual clothes. Four men with baseball caps and logo t-shirts laughing together at a [[table]].","Males are socializing with each other while wearing casual clothes. Four men with baseball caps and logo t-shirts laughing together at a [[tables]].",0.16990602016448975,0.8281395435333252,0,1,0,32,"Successful"
"A puppy is rolling on the ground. [[A]] [[big]] [[dog]] [[catches]] a [[ball]] on his nose","A puppy is rolling on the ground. [[para]] [[larger]] [[bulldog]] [[trapping]] a [[football]] on his nose",0.13503491878509521,0.16790825128555298,0,0,0,148,"Failed"
"Two women compete in a tennis match. Two [[male]] soccer players on [[opposing]] teams are [[trying]] to [[get]] the soccer [[ball]].","Two women compete in a tennis match. Two [[masculine]] soccer players on [[warring]] teams are [[pursuing]] to [[have]] the soccer [[bowler]].",0.11426341533660889,0.14394593238830566,0,0,0,247,"Failed"
"Two soccer players go after the ball. Two male soccer players on opposing teams are trying to [[get]] the soccer ball.","Two soccer players go after the ball. Two male soccer players on opposing teams are trying to [[getting]] the soccer ball.",0.150501549243927,0.8353553414344788,1,0,1,66,"Successful"
"A group of women is drinking wine. Two [[men]] with [[black]] [[glasses]] are [[holding]] [[food]], one [[appears]] to [[be]] eating.","A group of women is drinking wine. Two [[folks]] with [[dark]] [[beverages]] are [[celebrations]] [[eating]], one [[sounds]] to [[represent]] eating.",0.12198090553283691,0.16652202606201172,0,0,0,230,"Failed"
"There are two men with food. Two men with black glasses are holding food, one appears to be [[eating]].","There are two men with food. Two men with black glasses are holding food, one appears to be [[foods]].",0.16912174224853516,0.8283847570419312,1,0,1,41,"Successful"
"A woman is checking out the men. [[A]] [[boy]] watches a [[woman]] walking amidst [[many]] [[concrete]] [[boxes]].","A woman is checking out the men. [[paras]] [[boyfriend]] watches a [[girlfriend]] walking amidst [[multiple]] [[certain]] [[mailboxes]].",0.11996084451675415,0.17361140251159668,0,0,0,204,"Failed"
"A boy is watching a woman. [[A]] [[boy]] watches a woman walking amidst [[many]] [[concrete]] boxes.","A boy is watching a woman. [[paras]] [[boyfriend]] watches a woman walking amidst [[large]] [[specific]] boxes.",0.16279619932174683,0.7997133731842041,0,1,0,142,"Successful"
"The people are working at an office. [[Three]] [[people]] are [[dressed]] in [[costumes]] and [[playing]] musical [[instruments]].","The people are working at an office. [[Four]] [[males]] are [[attired]] in [[uniforms]] and [[replicating]] musical [[means]].",0.14299100637435913,0.16889500617980957,0,0,0,176,"Failed"
"The people are in costume and playing music. Three [[people]] are dressed in costumes and [[playing]] musical instruments.","The people are in costume and playing music. Three [[population]] are dressed in costumes and [[plays]] musical instruments.",0.13655930757522583,0.8304270505905151,1,0,1,88,"Successful"
"The Indians are building sand castles. [[The]] indian's are performing a [[sacred]] dance.","The Indians are building sand castles. [[Both]] indian's are performing a [[sanctified]] dance.",0.15394699573516846,0.16027504205703735,0,0,0,91,"Failed"
"The people are dancing. [[The]] indian's are performing a [[sacred]] [[dance]].","The people are dancing. [[Both]] indian's are performing a [[sanctified]] [[dances]].",0.1586628556251526,0.1670931577682495,0,0,0,89,"Failed"
"A young woman drank a lot of soda. An [[elderly]] [[man]] is [[smiling]] while [[sitting]] in [[front]] of a [[row]] of [[soda]] [[cans]].","A young woman drank a lot of soda. An [[veteran]] [[mec]] is [[leering]] while [[tis]] in [[frontal]] of a [[hallway]] of [[pepsi]] [[bottle]].",0.09980320930480957,0.13146156072616577,0,0,0,215,"Failed"
"An old man smiles in front of soda cans. An [[elderly]] man is smiling while sitting in front of a row of soda cans.","An old man smiles in front of soda cans. An [[ages]] man is smiling while sitting in front of a row of soda cans.",0.16546416282653809,0.7959096431732178,1,0,1,45,"Successful"
"There are people standing by benches in public. [[People]] [[sitting]] on benches in a [[public]] area.","There are people standing by benches in public. [[Persons]] [[meeting]] on benches in a [[pubic]] area.",0.20500969886779785,0.8285312056541443,0,1,0,82,"Successful"
"There are people sitting on benches outdoors. People sitting on benches in a public [[area]].","There are people sitting on benches outdoors. People sitting on benches in a public [[zone]].",0.20447993278503418,0.7943322658538818,1,0,1,48,"Successful"
"There is a bald man. A bald man with a white shirt and [[watch]] eating [[food]] and drinking [[wine]].","There is a bald man. A bald man with a white shirt and [[controlling]] eating [[dined]] and drinking [[beaujolais]].",0.19254755973815918,0.8220255374908447,0,1,0,201,"Successful"
"a family of cats resting. [[The]] 3 [[dogs]] are [[cruising]] down the [[street]].","a family of cats resting. [[Both]] 3 [[whelp]] are [[liners]] down the [[saint]].",0.10801303386688232,0.14435619115829468,0,0,0,85,"Failed"
"three dogs together. [[The]] 3 dogs are [[cruising]] down the [[street]].","three dogs together. [[Both]] 3 dogs are [[trips]] down the [[thoroughfare]].",0.15484082698822021,0.16930973529815674,0,0,0,85,"Failed"
"A biker rides next to the ocean. [[A]] [[biker]] wearing [[glass]] and a [[backpack]] rides [[near]] a [[fountain]].","A biker rides next to the ocean. [[paras]] [[harley]] wearing [[fiberglass]] and a [[saddlebag]] rides [[beside]] a [[brooks]].",0.13111889362335205,0.17277348041534424,0,0,0,150,"Failed"
"A biker is close to the fountain. A biker [[wearing]] glass and a backpack rides near a fountain.","A biker is close to the fountain. A biker [[wear]] glass and a backpack rides near a fountain.",0.1683865785598755,0.8401641845703125,1,0,1,34,"Successful"
"A woman is riding a unicycle past a building. [[Two]] [[people]] are riding bicycles next to a [[building]].","A woman is riding a unicycle past a building. [[Three]] [[males]] are riding bicycles next to a [[capitalize]].",0.13043653964996338,0.14981627464294434,0,0,0,122,"Failed"
"Two people are riding bikes near a building. Two [[people]] are riding bicycles next to a building.","Two people are riding bikes near a building. Two [[individuals]] are riding bicycles next to a building.",0.1702193021774292,0.8292743563652039,0,1,0,56,"Successful"
"The cyclist is riding on water. [[A]] [[hurried]] bicycler [[moves]] along a car in a [[busy]] [[street]] on an [[allowed]] [[bike]] [[path]].","The cyclist is riding on water. [[para]] [[rushing]] bicycler [[actions]] along a car in a [[populated]] [[thoroughfare]] on an [[admitted]] [[cyclists]] [[keng]].",0.12694919109344482,0.19033336639404297,0,0,0,281,"Failed"
"The cyclist rides on a public street. A hurried bicycler [[moves]] along a car in a busy street on an allowed bike path.","The cyclist rides on a public street. A hurried bicycler [[moving]] along a car in a busy street on an allowed bike path.",0.16491079330444336,0.8276885747909546,0,1,0,61,"Successful"
"Three young woman are sleeping in a crowded hall. Three [[young]] women perform a dance in a crowded hall.","Three young woman are sleeping in a crowded hall. Three [[underage]] women perform a dance in a crowded hall.",0.19952714443206787,0.7990815043449402,0,1,0,27,"Successful"
"Three young women are performing in front of a big audience. Three young women perform a dance in a crowded [[hall]].","Three young women are performing in front of a big audience. Three young women perform a dance in a crowded [[salle]].",0.17018604278564453,0.8319158554077148,1,0,1,52,"Successful"
"The young men are in complete agreement. [[Sexy]] [[young]] [[men]] [[stand]] on a balcony [[having]] a [[heated]] [[conversation]].","The young men are in complete agreement. [[Enticing]] [[teen]] [[macho]] [[attitude]] on a balcony [[assuming]] a [[vivid]] [[dialogues]].",0.13418662548065186,0.5,0,0,0,218,"Failed"
"Young men are arguing. Sexy young men stand on a balcony having a [[heated]] conversation.","Young men are arguing. Sexy young men stand on a balcony having a [[warmed]] conversation.",0.1672285795211792,0.8485382795333862,1,0,1,44,"Successful"
"The boy is in Kansas. A [[boy]] [[splashing]] through the [[ocean]].","The boy is in Kansas. A [[boys]] [[watering]] through the [[seagoing]].",0.11511075496673584,0.12824201583862305,0,0,0,111,"Failed"
"The boy is at the beach. [[A]] boy [[splashing]] through the ocean.","The boy is at the beach. [[paras]] boy [[splashes]] through the ocean.",0.13683867454528809,0.15469121932983398,0,0,0,110,"Failed"
"The boy is swimming. [[A]] boy [[splashing]] through the [[ocean]].","The boy is swimming. [[paras]] boy [[splashes]] through the [[seawater]].",0.13752424716949463,0.14674270153045654,0,0,0,111,"Failed"
"The men are wearing blue uniforms and wrestling in a competition. A [[man]] in a [[dark]] [[jacket]] stands next to a [[man]] [[dressed]] in [[brown]] [[reaching]] down into a [[bag]].","The men are wearing blue uniforms and wrestling in a competition. A [[male]] in a [[darker]] [[parka]] stands next to a [[men]] [[attired]] in [[blonds]] [[realise]] down into a [[kits]].",0.11555355787277222,0.16435420513153076,0,0,0,307,"Failed"
"Two men in dark clothing, one is reaching into a bag. A man in a dark jacket stands next to a [[man]] dressed in brown reaching down into a bag.","Two men in dark clothing, one is reaching into a bag. A man in a dark jacket stands next to a [[male]] dressed in brown reaching down into a bag.",0.1687309741973877,0.827918529510498,0,1,0,62,"Successful"
"A man is eating his tv dinner. A [[woman]] in a [[white]] apron [[prepares]] various [[meats]] on a [[large]] [[grill]].","A man is eating his tv dinner. A [[females]] in a [[caucasian]] apron [[preparing]] various [[bacon]] on a [[humongous]] [[roasting]].",0.1100693941116333,0.14511841535568237,0,0,0,203,"Failed"
"A woman is preparing meat. A woman in a white apron [[prepares]] various [[meats]] on a large grill.","A woman is preparing meat. A woman in a white apron [[formulating]] various [[sweetbreads]] on a large grill.",0.13159817457199097,0.834609866142273,1,0,1,76,"Successful"
"A woman is beginning to cook. A woman in a [[white]] apron prepares various meats on a large [[grill]].","A woman is beginning to cook. A woman in a [[beli]] apron prepares various meats on a large [[roasting]].",0.16301465034484863,0.8268316984176636,0,1,0,34,"Successful"
"A medic is treating someones wounds with bandages he is holding. An [[elderly]] firefighter in an orange [[suit]] is holding a [[fire]] hose with water coming out.","A medic is treating someones wounds with bandages he is holding. An [[veteran]] firefighter in an orange [[shielding]] is holding a [[burns]] hose with water coming out.",0.15497124195098877,0.8251432180404663,0,1,0,156,"Successful"
"A firefighter is holding a fire hose with water comping out. An elderly firefighter in an orange suit is holding a fire [[hose]] with water coming out.","A firefighter is holding a fire hose with water comping out. An elderly firefighter in an orange suit is holding a fire [[pipe]] with water coming out.",0.160081148147583,0.8314611911773682,1,0,1,50,"Successful"
"A man is playing video games on his phone. [[A]] [[man]] is [[reading]] a [[book]] while [[sitting]] on a [[bench]] outside of a bookstore.","A man is playing video games on his phone. [[another]] [[mens]] is [[read]] a [[manuel]] while [[seated]] on a [[judicial]] outside of a bookstore.",0.12402355670928955,0.16390997171401978,0,0,0,150,"Failed"
"A man is reading on a bench outside of a store. A man is [[reading]] a book while sitting on a bench [[outside]] of a bookstore.","A man is reading on a bench outside of a store. A man is [[read]] a book while sitting on a bench [[aside]] of a bookstore.",0.13409078121185303,0.8288413882255554,1,0,1,29,"Successful"
"The child is riding a swing in the rain. The [[sun]] breaks through the trees as a child rides a swing.","The child is riding a swing in the rain. The [[daylight]] breaks through the trees as a child rides a swing.",0.1530657410621643,0.8327199816703796,0,1,0,24,"Successful"
"A child rides a swing in the daytime. The sun [[breaks]] through the trees as a child rides a swing.","A child rides a swing in the daytime. The sun [[rupture]] through the trees as a child rides a swing.",0.13767313957214355,0.8335378170013428,1,0,1,63,"Successful"
"A man is pushing a pear and picking up boxes. A man [[pushing]] a hand-truck of boxes is bending over to pick up a pear.","A man is pushing a pear and picking up boxes. A man [[push]] a hand-truck of boxes is bending over to pick up a pear.",0.1628262996673584,0.8282750844955444,1,0,1,37,"Successful"
"A man is pushing a hand truck. A man pushing a hand-truck of boxes is bending over to [[pick]] up a pear.","A man is pushing a hand truck. A man pushing a hand-truck of boxes is bending over to [[take]] up a pear.",0.2058626413345337,0.8297436237335205,0,1,0,55,"Successful"
"A happy man is picking up a pear. [[A]] [[man]] pushing a hand-truck of boxes is bending over to [[pick]] up a [[pear]].","A happy man is picking up a pear. [[paras]] [[boyfriend]] pushing a hand-truck of boxes is bending over to [[decide]] up a [[pears]].",0.16608965396881104,0.20577293634414673,0,0,0,156,"Failed"
"The band is backstage. [[A]] [[band]] [[singing]] and [[playing]] [[electric]] [[guitar]] for a [[crowd]] of people.","The band is backstage. [[paras]] [[strip]] [[lyrics]] and [[replicating]] [[electra]] [[riff]] for a [[buildup]] of people.",0.14459097385406494,0.206307053565979,0,0,0,218,"Failed"
"A band is playing a concert. [[A]] band singing and [[playing]] electric [[guitar]] for a crowd of people.","A band is playing a concert. [[paras]] band singing and [[sets]] electric [[music]] for a crowd of people.",0.16061294078826904,0.827567458152771,0,1,0,82,"Successful"
"The band is playing music at a large venue. A band performing at a [[local]] bar or club.","The band is playing music at a large venue. A band performing at a [[locale]] bar or club.",0.15860772132873535,0.8393567204475403,0,1,0,17,"Successful"
"The band is playing music. A band performing at a [[local]] bar or club.","The band is playing music. A band performing at a [[locale]] bar or club.",0.15363836288452148,0.8467234373092651,0,1,0,15,"Successful"
"The boy is upset. a boy in a red [[hooded]] top is [[smiling]] whilst [[looking]] [[away]] from his [[reflection]].","The boy is upset. a boy in a red [[obscured]] top is [[frowning]] whilst [[digs]] [[apart]] from his [[brainchild]].",0.11053216457366943,0.15106022357940674,0,0,0,192,"Failed"
"A boy in a red hood is happy. a boy in a red hooded top is smiling whilst [[looking]] away from his [[reflection]].","A boy in a red hood is happy. a boy in a red hooded top is smiling whilst [[research]] away from his [[brainchild]].",0.16253525018692017,0.8257557153701782,0,1,0,88,"Successful"
"A man wearing very formal colorful clothing and she seems to be dancing. A woman wearing very formal [[colorful]] clothing and she seems to be dancing.","A man wearing very formal colorful clothing and she seems to be dancing. A woman wearing very formal [[sparkly]] clothing and she seems to be dancing.",0.1705392599105835,0.8284544944763184,0,1,0,61,"Successful"
"A person wearing very formal colorful clothing and she seems to be dancing. A woman wearing very formal colorful clothing and she [[seems]] to be dancing.","A person wearing very formal colorful clothing and she seems to be dancing. A woman wearing very formal colorful clothing and she [[seem]] to be dancing.",0.20186340808868408,0.8441343903541565,1,0,1,38,"Successful"
"The workers are mute. Two [[construction]] [[workers]] talk while [[looking]] at a [[Naval]] ship.","The workers are mute. Two [[manufactured]] [[labor]] talk while [[attempting]] at a [[Warships]] ship.",0.16158175468444824,0.8279482126235962,0,1,0,176,"Successful"
"The little boy is playing video games. [[Young]] [[boy]] [[smiles]] at the [[camera]] from the tire swing.","The little boy is playing video games. [[Teenaged]] [[kid]] [[laughter]] at the [[house]] from the tire swing.",0.10697698593139648,0.14506804943084717,0,0,0,188,"Failed"
"He is outside. [[Young]] [[boy]] [[smiles]] at the [[camera]] from the [[tire]] swing.","He is outside. [[Childlike]] [[kid]] [[laughter]] at the [[house]] from the [[wheel]] swing.",0.13141918182373047,0.1605302095413208,0,0,0,196,"Failed"
"Girls set down in the street. The girls [[walk]] down the street.","Girls set down in the street. The girls [[tour]] down the street.",0.16594994068145752,0.8347883820533752,0,1,0,26,"Successful"
"Girls walk down the street. The [[girls]] walk down the street.","Girls walk down the street. The [[fille]] walk down the street.",0.15912383794784546,0.8677712678909302,1,0,1,56,"Successful"
"A group of people got ran over by a bus. [[A]] [[group]] of [[women]] observing an [[event]] while one in military [[attire]] [[takes]] a [[photograph]]","A group of people got ran over by a bus. [[paras]] [[team]] of [[females]] observing an [[activity]] while one in military [[clothes]] [[implies]] a [[imagery]]",0.12842661142349243,0.17437744140625,0,0,0,283,"Failed"
"A group of people are watching something and one takes a picture. A [[group]] of women observing an event while one in military attire takes a photograph","A group of people are watching something and one takes a picture. A [[regrouped]] of women observing an event while one in military attire takes a photograph",0.18289029598236084,0.7971727848052979,1,0,1,49,"Successful"
"THe chef is eating fried chicken. [[A]] [[chef]] [[explains]] [[different]] [[varieties]] of [[Tomatoes]] to [[consumers]].","THe chef is eating fried chicken. [[para]] [[commanders]] [[mentioning]] [[alia]] [[type]] of [[Artichoke]] to [[consuming]].",0.10986614227294922,0.5,0,0,0,209,"Failed"
"A man in a colorful shirt and a lady in a white blouse give candy to people. A man in a colorful shirt and a lady in a white blouse sign [[copies]] of [[books]] for people.","A man in a colorful shirt and a lady in a white blouse give candy to people. A man in a colorful shirt and a lady in a white blouse sign [[copier]] of [[brochure]] for people.",0.16594290733337402,0.8270595669746399,0,1,0,96,"Successful"
"Two people sign copies of books. A man in a [[colorful]] shirt and a lady in a white blouse sign copies of books for people.","Two people sign copies of books. A man in a [[dyes]] shirt and a lady in a white blouse sign copies of books for people.",0.16950803995132446,0.8241370916366577,0,1,0,42,"Successful"
"Two people sign copies of their latest novel. A [[man]] in a [[colorful]] shirt and a [[lady]] in a white blouse [[sign]] copies of books for people.","Two people sign copies of their latest novel. A [[virile]] in a [[dyed]] shirt and a [[wife]] in a white blouse [[signing]] copies of books for people.",0.1898949146270752,0.8282436728477478,0,1,0,282,"Successful"
"a child is wrestling with bears. A child in a ninja outfit [[does]] a [[jumping]] kick.","a child is wrestling with bears. A child in a ninja outfit [[is]] a [[breaks]] kick.",0.1518009901046753,0.8436151742935181,0,1,0,62,"Successful"
"a child does a jumping kick. A child in a [[ninja]] outfit [[does]] a jumping kick.","a child does a jumping kick. A child in a [[katana]] outfit [[do]] a jumping kick.",0.139504075050354,0.8523123264312744,1,0,1,42,"Successful"
"Two girls wearing blue sit on a couch. Two [[little]] [[girls]], wearing [[pink]] [[hanging]] on a [[tube]].","Two girls wearing blue sit on a couch. Two [[hsiao]] [[maid]], wearing [[rose]] [[adjourn]] on a [[blowjob]].",0.11929845809936523,0.18282365798950195,0,0,0,175,"Failed"
"Two girls on a tube. Two [[little]] [[girls]], wearing pink [[hanging]] on a tube.","Two girls on a tube. Two [[small]] [[females]], wearing pink [[ended]] on a tube.",0.16116225719451904,0.8306611776351929,0,1,0,102,"Successful"
"Two girls playing on a tube. Two little girls, wearing pink [[hanging]] on a tube.","Two girls playing on a tube. Two little girls, wearing pink [[hangman]] on a tube.",0.16225320100784302,0.8371741771697998,0,1,0,35,"Successful"
"A boy in a green shirt rollerblading through the tunnel. A boy in a green shirt on a [[skateboard]] on a [[stone]] [[wall]] with [[graffiti]]","A boy in a green shirt rollerblading through the tunnel. A boy in a green shirt on a [[rollerblades]] on a [[brick]] [[mur]] with [[banksy]]",0.14078593254089355,0.16315960884094238,0,0,0,150,"Failed"
"A boy riding a skateboard on a stone wall. [[A]] [[boy]] in a [[green]] [[shirt]] on a [[skateboard]] on a [[stone]] wall with graffiti","A boy riding a skateboard on a stone wall. [[paras]] [[kid]] in a [[environmental]] [[vest]] on a [[skateboarding]] on a [[headstone]] wall with graffiti",0.15538543462753296,0.1735316514968872,0,0,0,151,"Failed"
"The person is indoors. A [[person]] wearing a blue [[backpack]] stands on a [[field]] above a scenic [[view]].","The person is indoors. A [[persons]] wearing a blue [[sack]] stands on a [[area]] above a scenic [[opinion]].",0.1238410472869873,0.1542375087738037,0,0,0,194,"Failed"
