"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"People stand outside of their firetruck with all its lights on. [[Firemen]] stand outside of their firetruck with all its lights on.","People stand outside of their firetruck with all its lights on. [[Fires]] stand outside of their firetruck with all its lights on.",0.14114713668823242,0.9049793481826782,1,0,1,46,"Successful"
"The traffic was not to bad today the guy made it home early and took a nap. A man [[laying]] down in [[middle]] of [[street]] during [[heavy]] traffic.","The traffic was not to bad today the guy made it home early and took a nap. A man [[jette]] down in [[midpoint]] of [[avenue]] during [[ponderous]] traffic.",0.06803882122039795,0.22498708963394165,0,0,0,191,"Failed"
"A person has lost it by laying down in a busy street while there is bad traffic. [[A]] man [[laying]] down in middle of [[street]] during [[heavy]] traffic.","A person has lost it by laying down in a busy street while there is bad traffic. [[para]] man [[establishes]] down in middle of [[rue]] during [[fraught]] traffic.",0.15244197845458984,0.6537874937057495,0,1,0,92,"Successful"
"The boy is at a boxing match. [[A]] [[girl]] [[playfully]] [[kicks]] a [[guy]] in the [[face]] while another person makes [[faces]].","The boy is at a boxing match. [[para]] [[chick]] [[subtly]] [[whoop]] a [[bro]] in the [[fight]] while another person makes [[contend]].",0.0494842529296875,0.22445833683013916,0,0,0,302,"Failed"
"A girl is play fighting. A [[girl]] playfully kicks a [[guy]] in the face while another [[person]] makes faces.","A girl is play fighting. A [[fille]] playfully kicks a [[laddie]] in the face while another [[personality]] makes faces.",0.17787760496139526,0.8475891351699829,0,1,0,123,"Successful"
"A brown dog is running down the road chasing the mailman. A [[brown]] [[dog]] [[plays]] in a [[deep]] pile of [[snow]].","A brown dog is running down the road chasing the mailman. A [[browne]] [[lapdog]] [[gaming]] in a [[underlying]] pile of [[snowfall]].",0.10001862049102783,0.2332739233970642,0,0,0,161,"Failed"
"A brown dog plays in snow. A brown dog plays in a deep [[pile]] of snow.","A brown dog plays in snow. A brown dog plays in a deep [[stacking]] of snow.",0.1346569061279297,0.8150147199630737,0,1,0,36,"Successful"
"A young woman working in the snow. A [[man]] [[shoveling]] [[snow]] off the [[roof]] of a [[building]].","A young woman working in the snow. A [[homme]] [[destroying]] [[freezing]] off the [[limit]] of a [[engender]].",0.09104317426681519,0.35550129413604736,0,0,0,176,"Failed"
"A man working in the snow. [[A]] [[man]] [[shoveling]] [[snow]] off the [[roof]] of a [[building]].","A man working in the snow. [[paras]] [[homme]] [[mopping]] [[snowy]] off the [[chap]] of a [[structure]].",0.13798129558563232,0.407734751701355,0,0,0,174,"Failed"
"They are at the bar. Two [[women]] are hugging on a [[path]] through a [[grassy]] [[area]] with a [[cow]] [[visible]] past them.","They are at the bar. Two [[femme]] are hugging on a [[routed]] through a [[verdant]] [[fd]] with a [[ox]] [[tangible]] past them.",0.15464937686920166,0.4133846163749695,0,0,0,206,"Failed"
"There are women outside in this picture. Two [[women]] are hugging on a path through a grassy area with a cow visible past them.","There are women outside in this picture. Two [[girls]] are hugging on a path through a grassy area with a cow visible past them.",0.35049688816070557,0.6209691762924194,1,0,1,51,"Successful"
"The man is swimming in a pool. [[A]] [[man]] [[performing]] auto [[repair]] in [[front]] of a [[building]].","The man is swimming in a pool. [[para]] [[humans]] [[accomplishing]] auto [[repairs]] in [[newsweek]] of a [[erect]].",0.09235113859176636,0.2402927279472351,0,0,0,201,"Failed"
"The man is fixing a car. A [[man]] [[performing]] [[auto]] [[repair]] in front of a [[building]].","The man is fixing a car. A [[fellas]] [[conducting]] [[lorries]] [[mended]] in front of a [[structure]].",0.09214586019515991,0.23420530557632446,0,0,0,184,"Failed"
"the man is skiing. A man in [[aerodynamic]] [[gear]] riding a [[bicycle]] down a [[road]] around a [[sharp]] [[curve]].","the man is skiing. A man in [[pneumatic]] [[quickens]] riding a [[biker]] down a [[boulevards]] around a [[steep]] [[contours]].",0.19299161434173584,0.41506701707839966,0,0,0,226,"Failed"
"the man is riding outside. A man in aerodynamic gear riding a [[bicycle]] down a [[road]] around a sharp curve.","the man is riding outside. A man in aerodynamic gear riding a [[motorbikes]] down a [[roads]] around a sharp curve.",0.1788591742515564,0.7062013149261475,0,1,0,88,"Successful"
"the man is going to the store. A man in [[aerodynamic]] [[gear]] riding a [[bicycle]] down a [[road]] around a [[sharp]] curve.","the man is going to the store. A man in [[pneumatic]] [[gears]] riding a [[motorbikes]] down a [[runways]] around a [[steep]] curve.",0.19721370935440063,0.41410619020462036,0,0,0,227,"Failed"
"A cat is running up a tree. The [[small]] [[dog]] is running across the [[lawn]].","A cat is running up a tree. The [[tiny]] [[terrier]] is running across the [[yard]].",0.18462789058685303,0.24044394493103027,0,0,0,134,"Failed"
"A mammal is running through the yard. The [[small]] dog is running across the lawn.","A mammal is running through the yard. The [[unassuming]] dog is running across the lawn.",0.10203111171722412,0.8527755737304688,0,1,0,35,"Successful"
"The young boy went swimming. A young [[boy]] with a shaved head and [[dirty]] white collared shirt [[holds]] a [[chicken]] in his arm.","The young boy went swimming. A young [[lad]] with a shaved head and [[bad]] white collared shirt [[possesses]] a [[chickens]] in his arm.",0.4090089797973633,0.4144689440727234,0,0,0,299,"Failed"
"The pet is laying on the couch. [[A]] [[dog]] is [[running]] in the [[waves]] at the [[beach]].","The pet is laying on the couch. [[another]] [[poodle]] is [[execute]] in the [[onda]] at the [[seaside]].",0.05605190992355347,0.1288042664527893,0,0,0,126,"Failed"
"An animal is running outside. [[A]] dog is running in the [[waves]] at the [[beach]].","An animal is running outside. [[para]] dog is running in the [[wave]] at the [[coastline]].",0.16693103313446045,0.21415674686431885,0,0,0,129,"Failed"
"Strangers are standing indoors. [[Family]] [[members]] [[standing]] [[outside]] a [[home]].","Strangers are standing indoors. [[Domesticated]] [[mps]] [[unceasing]] [[outboard]] a [[inside]].",0.005919754505157471,0.24090445041656494,0,0,0,127,"Failed"
"A family is standing outside. Family [[members]] standing outside a home.","A family is standing outside. Family [[mps]] standing outside a home.",0.20506775379180908,0.9586154818534851,0,1,0,36,"Successful"
"The two men are fighting. A [[man]] and a [[child]] [[painting]] a [[post]].","The two men are fighting. A [[grooms]] and a [[kids]] [[illustration]] a [[assignments]].",0.04848682880401611,0.2260967493057251,0,0,0,162,"Failed"
"The boy and his father making the post look better. A man and a [[child]] [[painting]] a post.","The boy and his father making the post look better. A man and a [[kid]] [[portraiture]] a post.",0.0417255163192749,0.100486159324646,0,0,0,136,"Failed"
"The men are selling clothes in a sports store. [[Four]] men with baseball [[caps]] and logo t-shirts laughing together at a table.","The men are selling clothes in a sports store. [[Three]] men with baseball [[stopper]] and logo t-shirts laughing together at a table.",0.12888193130493164,0.8392546772956848,0,1,0,55,"Successful"
"Males are socializing with each other while wearing casual clothes. Four men with baseball caps and [[logo]] t-shirts laughing together at a table.","Males are socializing with each other while wearing casual clothes. Four men with baseball caps and [[swoosh]] t-shirts laughing together at a table.",0.05293118953704834,0.914082944393158,0,1,0,25,"Successful"
"A puppy is rolling on the ground. [[A]] [[big]] dog catches a [[ball]] on his [[nose]]","A puppy is rolling on the ground. [[paras]] [[vast]] dog catches a [[softball]] on his [[muzzle]]",0.17029309272766113,0.21504580974578857,0,0,0,147,"Failed"
"Two women compete in a tennis match. Two male [[soccer]] [[players]] on opposing [[teams]] are [[trying]] to get the [[soccer]] ball.","Two women compete in a tennis match. Two male [[feet]] [[player]] on opposing [[team]] are [[striving]] to get the [[ball]] ball.",0.06562060117721558,0.2338179349899292,0,0,0,241,"Failed"
"Two soccer players go after the ball. Two male soccer players on opposing teams are [[trying]] to get the [[soccer]] ball.","Two soccer players go after the ball. Two male soccer players on opposing teams are [[tempting]] to get the [[footing]] ball.",0.14338970184326172,0.8078055381774902,0,1,0,74,"Successful"
"A group of women is drinking wine. Two [[men]] with [[black]] glasses are [[holding]] [[food]], one [[appears]] to [[be]] [[eating]].","A group of women is drinking wine. Two [[muchachos]] with [[niro]] glasses are [[anniversaries]] [[grub]], one [[displayed]] to [[sean]] [[dining]].",0.0754997730255127,0.38097870349884033,0,0,0,233,"Failed"
"There are two men with food. [[Two]] [[men]] with [[black]] [[glasses]] are [[holding]] [[food]], one [[appears]] to [[be]] eating.","There are two men with food. [[Three]] [[guys]] with [[noir]] [[goggles]] are [[arranged]] [[snacking]], one [[showed]] to [[have]] eating.",0.17692160606384277,0.8249555826187134,0,1,0,194,"Successful"
"A woman is checking out the men. A [[boy]] [[watches]] a [[woman]] [[walking]] amidst [[many]] [[concrete]] [[boxes]].","A woman is checking out the men. A [[fellas]] [[timepiece]] a [[missus]] [[boardwalk]] amidst [[sundry]] [[real]] [[chests]].",0.09673190116882324,0.226018488407135,0,0,0,200,"Failed"
"A boy is watching a woman. A boy [[watches]] a woman [[walking]] [[amidst]] many concrete boxes.","A boy is watching a woman. A boy [[wristwatch]] a woman [[marches]] [[centrally]] many concrete boxes.",0.14116597175598145,0.721636950969696,0,1,0,47,"Successful"
"The people are working at an office. [[Three]] [[people]] are dressed in [[costumes]] and playing musical [[instruments]].","The people are working at an office. [[Five]] [[compatriots]] are dressed in [[apparel]] and playing musical [[tools]].",0.13457417488098145,0.19983792304992676,0,0,0,172,"Failed"
"The people are in costume and playing music. Three people are dressed in [[costumes]] and playing musical instruments.","The people are in costume and playing music. Three people are dressed in [[suit]] and playing musical instruments.",0.14088177680969238,0.8105273842811584,1,0,1,60,"Successful"
"The Indians are building sand castles. [[The]] indian's are [[performing]] a [[sacred]] [[dance]].","The Indians are building sand castles. [[Both]] indian's are [[fulfils]] a [[lofty]] [[ballroom]].",0.2058786153793335,0.4102289080619812,0,0,0,91,"Failed"
"The people are dancing. The indian's are [[performing]] a sacred [[dance]].","The people are dancing. The indian's are [[fulfil]] a sacred [[ballerina]].",0.1818392276763916,0.31503623723983765,0,0,0,89,"Failed"
"A young woman drank a lot of soda. An [[elderly]] [[man]] is smiling while [[sitting]] in [[front]] of a [[row]] of [[soda]] cans.","A young woman drank a lot of soda. An [[yesteryear]] [[males]] is smiling while [[sits]] in [[forehead]] of a [[queue]] of [[lemonade]] cans.",0.19181358814239502,0.3810865879058838,0,0,0,218,"Failed"
"An old man smiles in front of soda cans. An elderly man is smiling while [[sitting]] in front of a row of soda cans.","An old man smiles in front of soda cans. An elderly man is smiling while [[assemblage]] in front of a row of soda cans.",0.12549686431884766,0.7444144487380981,0,1,0,36,"Successful"
"There are people standing by benches in public. People [[sitting]] on benches in a public area.","There are people standing by benches in public. People [[assisi]] on benches in a public area.",0.010143399238586426,0.8753235340118408,0,1,0,30,"Successful"
"There are people sitting on benches outdoors. People sitting on [[benches]] in a [[public]] area.","There are people sitting on benches outdoors. People sitting on [[pews]] in a [[pubic]] area.",0.11536514759063721,0.7629004716873169,1,0,1,26,"Successful"
"There is a bald man. A bald man with a white shirt and watch eating [[food]] and [[drinking]] wine.","There is a bald man. A bald man with a white shirt and watch eating [[foodstuffs]] and [[drinkin]] wine.",0.14034998416900635,0.6303784847259521,0,1,0,92,"Successful"
"a family of cats resting. The 3 [[dogs]] are cruising down the [[street]].","a family of cats resting. The 3 [[pooch]] are cruising down the [[avenida]].",0.04554390907287598,0.19764471054077148,0,0,0,85,"Failed"
"three dogs together. The 3 [[dogs]] are [[cruising]] down the [[street]].","three dogs together. The 3 [[rottweilers]] are [[flights]] down the [[saint]].",0.0588223934173584,0.19876790046691895,0,0,0,85,"Failed"
"A biker rides next to the ocean. [[A]] [[biker]] wearing [[glass]] and a backpack rides near a fountain.","A biker rides next to the ocean. [[para]] [[mopeds]] wearing [[bowls]] and a backpack rides near a fountain.",0.13323938846588135,0.21445518732070923,0,0,0,153,"Failed"
"A biker is close to the fountain. A biker wearing glass and a backpack [[rides]] near a fountain.","A biker is close to the fountain. A biker wearing glass and a backpack [[ripples]] near a fountain.",0.13848018646240234,0.8713059425354004,0,1,0,19,"Successful"
"A woman is riding a unicycle past a building. [[Two]] people are riding [[bicycles]] next to a building.","A woman is riding a unicycle past a building. [[Three]] people are riding [[biking]] next to a building.",0.1862168312072754,0.23785626888275146,0,0,0,120,"Failed"
"Two people are riding bikes near a building. Two people are riding bicycles next to a [[building]].","Two people are riding bikes near a building. Two people are riding bicycles next to a [[constructions]].",0.25932633876800537,0.815139889717102,1,0,1,54,"Successful"
"The cyclist is riding on water. [[A]] hurried bicycler [[moves]] along a [[car]] in a busy street on an [[allowed]] bike [[path]].","The cyclist is riding on water. [[para]] hurried bicycler [[voyages]] along a [[auto]] in a busy street on an [[permitting]] bike [[trajectory]].",0.12846070528030396,0.5,0,0,0,288,"Failed"
"The cyclist rides on a public street. [[A]] [[hurried]] bicycler moves along a car in a busy street on an allowed bike path.","The cyclist rides on a public street. [[paras]] [[hastened]] bicycler moves along a car in a busy street on an allowed bike path.",0.1424349546432495,0.6107288002967834,0,1,0,47,"Successful"
"Three young woman are sleeping in a crowded hall. [[Three]] young [[women]] [[perform]] a [[dance]] in a [[crowded]] [[hall]].","Three young woman are sleeping in a crowded hall. [[Quatro]] young [[damsel]] [[exerting]] a [[cheer]] in a [[swarmed]] [[hallways]].",0.03045642375946045,0.9213874936103821,0,1,0,215,"Successful"
"Three young women are performing in front of a big audience. Three young women perform a dance in a [[crowded]] hall.","Three young women are performing in front of a big audience. Three young women perform a dance in a [[throng]] hall.",0.10425829887390137,0.8391995429992676,1,0,1,37,"Successful"
"The young men are in complete agreement. [[Sexy]] young [[men]] stand on a balcony having a [[heated]] [[conversation]].","The young men are in complete agreement. [[Sultry]] young [[guys]] stand on a balcony having a [[ardent]] [[dialogue]].",0.12436568737030029,0.22900909185409546,0,0,0,210,"Failed"
"Young men are arguing. Sexy young men stand on a balcony having a heated [[conversation]].","Young men are arguing. Sexy young men stand on a balcony having a heated [[schmooze]].",0.081515371799469,0.2101840376853943,0,0,0,231,"Failed"
"The boy is in Kansas. A boy [[splashing]] through the [[ocean]].","The boy is in Kansas. A boy [[puff]] through the [[hoi]].",0.09571802616119385,0.21620190143585205,0,0,0,111,"Failed"
"The boy is at the beach. A boy splashing through the [[ocean]].","The boy is at the beach. A boy splashing through the [[oceania]].",0.18294626474380493,0.8240073919296265,0,1,0,63,"Successful"
"The boy is swimming. A boy [[splashing]] through the ocean.","The boy is swimming. A boy [[vaporize]] through the ocean.",0.17983293533325195,0.24316388368606567,0,0,0,111,"Failed"
"The men are wearing blue uniforms and wrestling in a competition. A [[man]] in a [[dark]] [[jacket]] stands next to a [[man]] dressed in [[brown]] [[reaching]] down into a bag.","The men are wearing blue uniforms and wrestling in a competition. A [[dude]] in a [[negro]] [[polo]] stands next to a [[male]] dressed in [[brun]] [[realize]] down into a bag.",0.3326287865638733,0.38146674633026123,0,0,0,312,"Failed"
"Two men in dark clothing, one is reaching into a bag. A man in a dark jacket [[stands]] next to a man dressed in brown reaching down into a bag.","Two men in dark clothing, one is reaching into a bag. A man in a dark jacket [[standing]] next to a man dressed in brown reaching down into a bag.",0.21220290660858154,0.7198883891105652,0,1,0,31,"Successful"
"A man is eating his tv dinner. A [[woman]] in a [[white]] apron [[prepares]] [[various]] [[meats]] on a [[large]] grill.","A man is eating his tv dinner. A [[lady]] in a [[blank]] apron [[prepared]] [[countless]] [[chops]] on a [[extensive]] grill.",0.14683914184570312,0.2271430492401123,0,0,0,203,"Failed"
"A woman is preparing meat. A woman in a white [[apron]] prepares various meats on a large grill.","A woman is preparing meat. A woman in a white [[decking]] prepares various meats on a large grill.",0.16550207138061523,0.8235538005828857,0,1,0,29,"Successful"
"A woman is beginning to cook. A [[woman]] in a white [[apron]] prepares various meats on a [[large]] [[grill]].","A woman is beginning to cook. A [[giris]] in a white [[heliport]] prepares various meats on a [[humongous]] [[cookout]].",0.18036091327667236,0.5,0,0,0,195,"Failed"
"A medic is treating someones wounds with bandages he is holding. An [[elderly]] [[firefighter]] in an orange [[suit]] is holding a [[fire]] [[hose]] with [[water]] [[coming]] out.","A medic is treating someones wounds with bandages he is holding. An [[veteran]] [[smoldering]] in an orange [[armor]] is holding a [[flame]] [[ducts]] with [[river]] [[came]] out.",0.05550658702850342,0.3447777032852173,0,0,0,261,"Failed"
"A firefighter is holding a fire hose with water comping out. An [[elderly]] firefighter in an orange suit is holding a fire hose with water coming out.","A firefighter is holding a fire hose with water comping out. An [[yesteryear]] firefighter in an orange suit is holding a fire hose with water coming out.",0.15967333316802979,0.6180176138877869,0,1,0,42,"Successful"
"A man is playing video games on his phone. A [[man]] is reading a [[book]] while sitting on a bench [[outside]] of a bookstore.","A man is playing video games on his phone. A [[men]] is reading a [[textbook]] while sitting on a bench [[outdoor]] of a bookstore.",0.20422959327697754,0.22434091567993164,0,0,0,152,"Failed"
"A man is reading on a bench outside of a store. A [[man]] is reading a book while sitting on a bench outside of a bookstore.","A man is reading on a bench outside of a store. A [[virile]] is reading a book while sitting on a bench outside of a bookstore.",0.19788867235183716,0.8708852529525757,0,1,0,66,"Successful"
"The child is riding a swing in the rain. The [[sun]] breaks through the trees as a [[child]] [[rides]] a swing.","The child is riding a swing in the rain. The [[sol]] breaks through the trees as a [[toddlers]] [[ripples]] a swing.",0.17284643650054932,0.20545673370361328,0,0,0,147,"Failed"
"A child rides a swing in the daytime. The sun [[breaks]] through the [[trees]] as a [[child]] rides a swing.","A child rides a swing in the daytime. The sun [[absences]] through the [[balsam]] as a [[babies]] rides a swing.",0.07268112897872925,0.23186779022216797,0,0,0,147,"Failed"
"A man is pushing a pear and picking up boxes. A [[man]] [[pushing]] a hand-truck of boxes is bending over to [[pick]] up a pear.","A man is pushing a pear and picking up boxes. A [[men]] [[press]] a hand-truck of boxes is bending over to [[picking]] up a pear.",0.1909184455871582,0.2252916693687439,0,0,0,160,"Failed"
"A man is pushing a hand truck. A [[man]] [[pushing]] a hand-truck of boxes is bending over to pick up a pear.","A man is pushing a hand truck. A [[bloke]] [[nudging]] a hand-truck of boxes is bending over to pick up a pear.",0.18048137426376343,0.24091660976409912,0,0,0,155,"Failed"
"A happy man is picking up a pear. [[A]] [[man]] pushing a hand-truck of boxes is [[bending]] over to [[pick]] up a pear.","A happy man is picking up a pear. [[paras]] [[copulate]] pushing a hand-truck of boxes is [[shearing]] over to [[choosing]] up a pear.",0.067024827003479,0.4131965637207031,0,0,0,154,"Failed"
"The band is backstage. A [[band]] [[singing]] and [[playing]] electric [[guitar]] for a [[crowd]] of people.","The band is backstage. A [[bands]] [[blackmail]] and [[reproduce]] electric [[drum]] for a [[richness]] of people.",0.1789637804031372,0.23400378227233887,0,0,0,228,"Failed"
"A band is playing a concert. [[A]] band singing and playing [[electric]] [[guitar]] for a crowd of people.","A band is playing a concert. [[paras]] band singing and playing [[electrical]] [[musicians]] for a crowd of people.",0.3185444474220276,0.7124587297439575,0,1,0,59,"Successful"
"The band is playing music at a large venue. A band performing at a [[local]] [[bar]] or club.","The band is playing music at a large venue. A band performing at a [[venues]] [[barra]] or club.",0.02858257293701172,0.8370676040649414,0,1,0,45,"Successful"
"The band is playing music. A [[band]] [[performing]] at a local [[bar]] or club.","The band is playing music. A [[bunch]] [[perform]] at a local [[bars]] or club.",0.11952656507492065,0.22759950160980225,0,0,0,126,"Failed"
"The boy is upset. a boy in a [[red]] hooded [[top]] is [[smiling]] [[whilst]] looking away from his [[reflection]].","The boy is upset. a boy in a [[flushed]] hooded [[supreme]] is [[scowling]] [[spite]] looking away from his [[deliberation]].",0.13233095407485962,0.5,0,0,0,198,"Failed"
"A boy in a red hood is happy. a boy in a red hooded top is [[smiling]] whilst looking away from his reflection.","A boy in a red hood is happy. a boy in a red hooded top is [[scowling]] whilst looking away from his reflection.",0.11088359355926514,0.6392483711242676,1,0,1,43,"Successful"
"A man wearing very formal colorful clothing and she seems to be dancing. A woman wearing very formal colorful clothing and she seems to be [[dancing]].","A man wearing very formal colorful clothing and she seems to be dancing. A woman wearing very formal colorful clothing and she seems to be [[dance]].",0.31461000442504883,0.738460123538971,1,0,1,34,"Successful"
"A person wearing very formal colorful clothing and she seems to be dancing. A woman wearing very formal colorful clothing and she seems to be [[dancing]].","A person wearing very formal colorful clothing and she seems to be dancing. A woman wearing very formal colorful clothing and she seems to be [[dance]].",0.35947299003601074,0.7012887597084045,1,0,1,34,"Successful"
"The workers are mute. Two [[construction]] workers [[talk]] while [[looking]] at a Naval [[ship]].","The workers are mute. Two [[structure]] workers [[chat]] while [[seeing]] at a Naval [[baseship]].",0.1567246913909912,0.23492306470870972,0,0,0,276,"Failed"
"The little boy is playing video games. [[Young]] boy [[smiles]] at the [[camera]] from the tire swing.","The little boy is playing video games. [[Enfant]] boy [[glared]] at the [[bedroom]] from the tire swing.",0.032423317432403564,0.1966414451599121,0,0,0,189,"Failed"
"He is outside. Young [[boy]] smiles at the camera from the [[tire]] [[swing]].","He is outside. Young [[yarns]] smiles at the camera from the [[bouncy]] [[elbow]].",0.19183361530303955,0.23793745040893555,0,0,0,196,"Failed"
"Girls set down in the street. The girls [[walk]] down the street.","Girls set down in the street. The girls [[eglantine]] down the street.",0.1839098334312439,0.8812131881713867,0,1,0,26,"Successful"
"Girls walk down the street. The girls walk down the [[street]].","Girls walk down the street. The girls walk down the [[rau]].",0.16538739204406738,0.9397928714752197,1,0,1,28,"Successful"
"A group of people got ran over by a bus. [[A]] group of [[women]] [[observing]] an event while one in [[military]] [[attire]] [[takes]] a [[photograph]]","A group of people got ran over by a bus. [[para]] group of [[ladies]] [[observation]] an event while one in [[armed]] [[petticoat]] [[toma]] a [[picture]]",0.1360710859298706,0.4074063301086426,0,0,0,280,"Failed"
"A group of people are watching something and one takes a picture. A [[group]] of women observing an event while one in military attire takes a photograph","A group of people are watching something and one takes a picture. A [[regrouped]] of women observing an event while one in military attire takes a photograph",0.18285977840423584,0.8980296850204468,0,1,0,49,"Successful"
"THe chef is eating fried chicken. [[A]] chef [[explains]] [[different]] varieties of [[Tomatoes]] to [[consumers]].","THe chef is eating fried chicken. [[paras]] chef [[mentioned]] [[assorted]] varieties of [[Cucumbers]] to [[diners]].",0.034606099128723145,0.2292032241821289,0,0,0,218,"Failed"
"A man in a colorful shirt and a lady in a white blouse give candy to people. A [[man]] in a colorful [[shirt]] and a [[lady]] in a white blouse sign [[copies]] of books for people.","A man in a colorful shirt and a lady in a white blouse give candy to people. A [[guy]] in a colorful [[gown]] and a [[girls]] in a white blouse sign [[versions]] of books for people.",0.3761003613471985,0.38721930980682373,0,0,0,363,"Failed"
"Two people sign copies of books. A man in a colorful shirt and a lady in a white blouse sign copies of books for [[people]].","Two people sign copies of books. A man in a colorful shirt and a lady in a white blouse sign copies of books for [[person]].",0.24660956859588623,0.9013367295265198,1,0,1,59,"Successful"
"Two people sign copies of their latest novel. A man in a colorful shirt and a lady in a white blouse sign copies of books for [[people]].","Two people sign copies of their latest novel. A man in a colorful shirt and a lady in a white blouse sign copies of books for [[person]].",0.36865556240081787,0.8738399744033813,1,0,1,60,"Successful"
"a child is wrestling with bears. A [[child]] in a [[ninja]] [[outfit]] [[does]] a [[jumping]] [[kick]].","a child is wrestling with bears. A [[newborn]] in a [[naruto]] [[getup]] [[is]] a [[climb]] [[slap]].",0.033775925636291504,0.40536701679229736,0,0,0,181,"Failed"
"a child does a jumping kick. A [[child]] in a ninja outfit [[does]] a [[jumping]] [[kick]].","a child does a jumping kick. A [[juvenile]] in a ninja outfit [[would]] a [[hops]] [[slap]].",0.10841500759124756,0.2209310531616211,0,0,0,182,"Failed"
"Two girls wearing blue sit on a couch. Two little [[girls]], [[wearing]] pink [[hanging]] on a [[tube]].","Two girls wearing blue sit on a couch. Two little [[missus]], [[wears]] pink [[suspend]] on a [[ducts]].",0.0810651183128357,0.19417732954025269,0,0,0,174,"Failed"
"Two girls on a tube. Two [[little]] girls, wearing [[pink]] [[hanging]] on a tube.","Two girls on a tube. Two [[minimum]] girls, wearing [[rosas]] [[suspended]] on a tube.",0.12358438968658447,0.8031487464904785,0,1,0,117,"Successful"
"Two girls playing on a tube. Two little girls, wearing [[pink]] hanging on a tube.","Two girls playing on a tube. Two little girls, wearing [[roses]] hanging on a tube.",0.14136874675750732,0.8377615213394165,0,1,0,35,"Successful"
"A boy in a green shirt rollerblading through the tunnel. [[A]] boy in a green [[shirt]] on a skateboard on a [[stone]] [[wall]] with graffiti","A boy in a green shirt rollerblading through the tunnel. [[another]] boy in a green [[shirts]] on a skateboard on a [[granite]] [[walls]] with graffiti",0.11681747436523438,0.2228151559829712,0,0,0,150,"Failed"
"A boy riding a skateboard on a stone wall. A [[boy]] in a [[green]] [[shirt]] on a skateboard on a stone wall with graffiti","A boy riding a skateboard on a stone wall. A [[brah]] in a [[ecological]] [[hoodie]] on a skateboard on a stone wall with graffiti",0.17656707763671875,0.22377371788024902,0,0,0,149,"Failed"
"The person is indoors. A person [[wearing]] a blue [[backpack]] [[stands]] on a [[field]] above a scenic [[view]].","The person is indoors. A person [[seaport]] a blue [[satchel]] [[standing]] on a [[fields]] above a scenic [[kwun]].",0.16490459442138672,0.38047105073928833,0,0,0,197,"Failed"
